# description; daliy observations of weather-humidity for plant 3
hour2;hour3;hour4;hour5;hour6;hour7;hour8;hour9;hour10;hour11;hour12;hour13;hour14;hour15;hour16;hour17;hour18;hour19;hour20
0.392405063291;0.430379746835;0.481012658228;0.544303797468;0.746835443038;0.569620253165;0.455696202532;0.405063291139;0.696202531646;0.392405063291;0.620253164557;0.835443037975;0.696202531646;0.772151898734;0.822784810127;0.658227848101;0.683544303797;0.683544303797;0.696202531646
0.518987341772;0.721518987342;0.73417721519;0.518987341772;0.481012658228;0.708860759494;0.443037974684;0.430379746835;0.405063291139;0.417721518987;0.721518987342;0.721518987342;0.822784810127;0.746835443038;0.696202531646;0.746835443038;0.759493670886;0.784810126582;0.79746835443
0.721518987342;0.949367088608;0.658227848101;0.658227848101;0.696202531646;0.911392405063;0.772151898734;0.721518987342;0.759493670886;0.886075949367;0.886075949367;0.873417721519;0.886075949367;0.772151898734;0.835443037975;0.924050632911;0.860759493671;0.860759493671;0.924050632911
0.924050632911;0.886075949367;0.936708860759;0.73417721519;0.594936708861;0.924050632911;0.696202531646;0.582278481013;0.556962025316;0.835443037975;0.721518987342;0.860759493671;0.860759493671;0.860759493671;0.822784810127;0.936708860759;0.873417721519;0.822784810127;0.835443037975
0.670886075949;0.696202531646;0.721518987342;0.936708860759;0.73417721519;0.79746835443;0.848101265823;0.620253164557;0.607594936709;0.594936708861;0.696202531646;0.708860759494;0.683544303797;0.620253164557;0.911392405063;0.810126582278;0.835443037975;0.772151898734;0.810126582278
0.835443037975;0.493670886076;0.696202531646;0.848101265823;0.746835443038;0.873417721519;0.784810126582;0.873417721519;0.683544303797;0.493670886076;0.493670886076;0.556962025316;0.810126582278;0.493670886076;0.721518987342;0.443037974684;0.417721518987;0.746835443038;0.481012658228
0.430379746835;0.405063291139;0.405063291139;0.405063291139;0.430379746835;0.405063291139;0.430379746835;0.46835443038;0.430379746835;0.430379746835;0.582278481013;0.443037974684;0.518987341772;0.481012658228;0.46835443038;0.443037974684;0.481012658228;0.430379746835;0.455696202532
0.53164556962;0.26582278481;0.708860759494;0.518987341772;0.696202531646;0.708860759494;0.443037974684;0.506329113924;0.582278481013;0.620253164557;0.556962025316;0.670886075949;0.683544303797;0.670886075949;0.367088607595;0.594936708861;0.556962025316;0.759493670886;0.746835443038
0.569620253165;0.708860759494;0.620253164557;0.772151898734;0.658227848101;0.73417721519;0.696202531646;0.569620253165;0.759493670886;0.721518987342;0.772151898734;0.582278481013;0.607594936709;0.594936708861;0.607594936709;0.620253164557;0.632911392405;0.658227848101;0.784810126582
0.556962025316;0.544303797468;0.556962025316;0.594936708861;0.607594936709;0.658227848101;0.607594936709;0.658227848101;0.658227848101;0.759493670886;0.810126582278;0.683544303797;0.607594936709;0.607594936709;0.73417721519;0.708860759494;0.721518987342;0.73417721519;0.607594936709
