# description; daliy observations of plant-irradiance for plant 3
hour2;hour3;hour4;hour5;hour6;hour7;hour8;hour9;hour10;hour11;hour12;hour13;hour14;hour15;hour16;hour17;hour18;hour19;hour20
0.1301421092;0.0;0.0;0.359012715034;0.569932685116;0.0;0.14435302917;0.00972326103216;0.0;0.0;0.344053851907;0.0;0.492894540015;0.0074794315632;0.0;0.573672400898;0.0;0.0;0.503365744203
0.0;0.361256544503;0.0;0.0074794315632;0.131637995512;0.498878085266;0.347793567689;0.0;0.501869857891;0.57516828721;0.0;0.534031413613;0.0119670905011;0.0;0.146596858639;0.0;0.0;0.0;0.0
0.1301421092;0.34554973822;0.491398653702;0.56918474196;0.582647718773;0.542258788332;0.303664921466;0.074794315632;0.0127150336574;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00972326103216
0.0112191473448;0.258788332087;0.0;0.0;0.0;0.503365744203;0.0;0.0;0.0;0.0;0.571428571429;0.00972326103216;0.493642483171;0.340314136126;0.0762902019447;0.0;0.14435302917;0.56918474196;0.0
0.522064323111;0.468212415856;0.374719521316;0.129394166043;0.0119670905011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0104712041885;0.138369483919;0.327599102468;0.502617801047;0.468212415856
0.0;0.0;0.0;0.0;0.00299177262528;0.0172026925954;0.0321615557218;0.0314136125654;0.0486163051608;0.1301421092;0.140613313388;0.156320119671;0.0620792819746;0.0149588631264;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0157068062827;0.123410620793;0.198952879581;0.238593866866;0.487658937921
0.406881077038;0.0;0.0;0.0;0.506357516829;0.0;0.399401645475;0.0;0.0;0.0;0.0;0.344053851907;0.020942408377;0.361256544503;0.187733732236;0.0;0.141361256545;0.018698578908;0.58339566193
0.0;0.0;0.0;0.0;0.00448765893792;0.0246821241586;0.0688107703815;0.151084517577;0.112939416604;0.204936424832;0.139865370232;0.0545998504114;0.016454749439;0.00972326103216;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0104712041885;0.127898279731;0.156320119671;0.443530291698;0.28870605834;0.147344801795;0.252804786836;0.360508601346;0.182498130142;0.0411368735976;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0037397157816;0.0448765893792;0.100972326103;0.09349289454;0.18698578908;0.255796559461;0.246073298429;0.106955871354;0.0545998504114;0.00673148840688;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0127150336574;0.119670905011;0.237097980553;0.456993268512;0.525056095737;0.558713537771;0.570680628272;0.39640987285;0.182498130142;0.020942408377;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.236350037397;0.0;0.0;0.0321615557218;0.170531039641;0.472700074794;0.561705310396;0.600598354525;0.515332834705;0.366492146597;0.145848915482;0.00972326103216;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.296185489903;0.194465220643;0.0;0.385938668661;0.0142109199701;0.330590875093;0.20119670905;0.412864622289;0.181750186986;0.053851907255;0.00598354525056;0.0;0.0;0.0;0.0
0.590875093493;0.261780104712;0.335078534031;0.0545998504114;0.00598354525056;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.324607329843;0.0299177262528;0.218399401645;0.0;0.418848167539;0.28047868362
0.0;0.0;0.237097980553;0.0;0.0;0.0;0.0;0.596858638743;0.314884068811;0.279730740464;0.0531039640987;0.0;0.0;0.0;0.143605086013;0.398653702319;0.220643231114;0.502617801047;0.0224382946896
0.0;0.0;0.0;0.0;0.00074794315632;0.0231862378459;0.0882572924458;0.10172026926;0.370231862378;0.615557217651;0.103964098728;0.0628272251309;0.0366492146597;0.0231862378459;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.00224382946896;0.0897531787584;0.210919970082;0.328347045625;0.192969334331;0.296933433059;0.462976813762;0.170531039641;0.290949887809;0.0837696335079;0.00598354525056;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.00448765893792;0.0927449513837;0.29468960359;0.492894540015;0.587135377711;0.625280478684;0.601346297681;0.495138369484;0.346297681376;0.124158563949;0.00523560209424;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.00224382946896;0.0508601346298;0.268511593119;0.465968586387;0.432311144353;0.384442782349;0.180254300673;0.117427075542;0.140613313388;0.0718025430067;0.00224382946896;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.00149588631264;0.0598354525056;0.203440538519;0.187733732236;0.458489154824;0.580403889304;0.626776364996;0.513089005236;0.390426327599;0.100972326103;0.00299177262528;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.00448765893792;0.0994764397906;0.326851159312;0.507853403141;0.631264023934;0.649214659686;0.625280478684;0.529543754675;0.385190725505;0.115183246073;0.00673148840688;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0037397157816;0.115183246073;0.325355272999;0.508601346298;0.625280478684;0.653702318624;0.622288706058;0.513836948392;0.325355272999;0.0972326103216;0.0037397157816;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.00523560209424;0.053851907255;0.290949887809;0.432311144353;0.630516080778;0.66866118175;0.28870605834;0.276738967838;0.0987284966343;0.0269259536275;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.00523560209424;0.125654450262;0.379207180254;0.267015706806;0.0927449513837;0.180254300673;0.458489154824;0.353777112939;0.25804038893;0.0418848167539;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.00598354525056;0.121166791324;0.359012715034;0.54674644727;0.41660433807;0.236350037397;0.207180254301;0.193717277487;0.0673148840688;0.053851907255;0.00074794315632;0.0;0.0;0.0;0.0
