# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; sales transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; P733
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# name_prefix; transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_granger__graph(n_components=5)
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P733;P380;P433;P781;P430;P512
0.0;0.0;2.0;9.0;13.0;17.0
0.0;0.0;4.0;13.0;8.0;17.0
0.0;0.0;5.0;15.0;14.0;16.0
0.0;0.0;3.0;15.0;12.0;16.0
2.0;0.0;2.0;16.0;15.0;27.0
0.0;0.0;2.0;17.0;12.0;18.0
0.0;0.0;1.0;14.0;14.0;17.0
1.0;0.0;5.0;15.0;11.0;17.0
0.0;0.0;3.0;15.0;12.0;16.0
0.0;0.0;5.0;19.0;13.0;20.0
0.0;0.0;6.0;19.0;10.0;21.0
0.0;0.0;5.0;16.0;16.0;14.0
0.0;0.0;2.0;13.0;16.0;19.0
0.0;0.0;7.0;16.0;5.0;10.0
1.0;0.0;4.0;19.0;9.0;18.0
0.0;0.0;5.0;22.0;8.0;26.0
0.0;0.0;2.0;18.0;9.0;20.0
0.0;0.0;3.0;20.0;12.0;17.0
1.0;0.0;3.0;11.0;19.0;25.0
0.0;0.0;3.0;18.0;18.0;14.0
1.0;0.0;2.0;23.0;10.0;20.0
0.0;0.0;5.0;19.0;17.0;27.0
1.0;0.0;10.0;23.0;16.0;21.0
1.0;0.0;8.0;25.0;14.0;29.0
1.0;0.0;6.0;27.0;21.0;33.0
1.0;0.0;5.0;18.0;14.0;30.0
1.0;0.0;1.0;10.0;9.0;12.0
1.0;0.0;1.0;11.0;9.0;8.0
0.0;0.0;2.0;15.0;9.0;12.0
1.0;0.0;4.0;17.0;8.0;12.0
1.0;0.0;3.0;13.0;10.0;20.0
1.0;0.0;4.0;10.0;9.0;11.0
3.0;0.0;3.0;10.0;13.0;8.0
0.0;0.0;3.0;10.0;8.0;14.0
0.0;0.0;3.0;10.0;11.0;17.0
0.0;0.0;4.0;12.0;15.0;14.0
0.0;0.0;3.0;15.0;11.0;17.0
2.0;0.0;2.0;11.0;10.0;15.0
0.0;0.0;10.0;19.0;9.0;12.0
0.0;0.0;7.0;15.0;12.0;15.0
1.0;0.0;2.0;26.0;12.0;17.0
1.0;0.0;1.0;20.0;11.0;18.0
3.0;0.0;2.0;16.0;9.0;10.0
1.0;0.0;5.0;11.0;9.0;14.0
0.0;0.0;6.0;19.0;12.0;22.0
1.0;0.0;2.0;12.0;12.0;22.0
2.0;0.0;3.0;11.0;11.0;19.0
1.0;0.0;4.0;20.0;13.0;20.0
0.0;0.0;3.0;20.0;18.0;19.0
3.0;1.0;7.0;17.0;11.0;29.0
1.0;0.0;3.0;20.0;24.0;26.0
3.0;2.0;16.0;30.0;20.0;35.0
0.0;0.0;1.0;9.0;5.0;8.0
3.0;2.0;16.0;30.0;24.0;35.0
0.0;0.0;0.07;0.0;0.42;0.33
0.0;0.0;0.2;0.19;0.16;0.33
0.0;0.0;0.27;0.29;0.47;0.3
0.0;0.0;0.13;0.29;0.37;0.3
0.67;0.0;0.07;0.33;0.53;0.7
0.0;0.0;0.07;0.38;0.37;0.37
0.0;0.0;0.0;0.24;0.47;0.33
0.33;0.0;0.27;0.29;0.32;0.33
0.0;0.0;0.13;0.29;0.37;0.3
0.0;0.0;0.27;0.48;0.42;0.44
0.0;0.0;0.33;0.48;0.26;0.48
0.0;0.0;0.27;0.33;0.58;0.22
0.0;0.0;0.07;0.19;0.58;0.41
0.0;0.0;0.4;0.33;0.0;0.07
0.33;0.0;0.2;0.48;0.21;0.37
0.0;0.0;0.27;0.62;0.16;0.67
0.0;0.0;0.07;0.43;0.21;0.44
0.0;0.0;0.13;0.52;0.37;0.33
0.33;0.0;0.13;0.1;0.74;0.63
0.0;0.0;0.13;0.43;0.68;0.22
0.33;0.0;0.07;0.67;0.26;0.44
0.0;0.0;0.27;0.48;0.63;0.7
0.33;0.0;0.6;0.67;0.58;0.48
0.33;0.0;0.47;0.76;0.47;0.78
0.33;0.0;0.33;0.86;0.84;0.93
0.33;0.0;0.27;0.43;0.47;0.81
0.33;0.0;0.0;0.05;0.21;0.15
0.33;0.0;0.0;0.1;0.21;0.0
0.0;0.0;0.07;0.29;0.21;0.15
0.33;0.0;0.2;0.38;0.16;0.15
0.33;0.0;0.13;0.19;0.26;0.44
0.33;0.0;0.2;0.05;0.21;0.11
1.0;0.0;0.13;0.05;0.42;0.0
0.0;0.0;0.13;0.05;0.16;0.22
0.0;0.0;0.13;0.05;0.32;0.33
0.0;0.0;0.2;0.14;0.53;0.22
0.0;0.0;0.13;0.29;0.32;0.33
0.67;0.0;0.07;0.1;0.26;0.26
0.0;0.0;0.6;0.48;0.21;0.15
0.0;0.0;0.4;0.29;0.37;0.26
0.33;0.0;0.07;0.81;0.37;0.33
0.33;0.0;0.0;0.52;0.32;0.37
1.0;0.0;0.07;0.33;0.21;0.07
0.33;0.0;0.27;0.1;0.21;0.22
0.0;0.0;0.33;0.48;0.37;0.52
0.33;0.0;0.07;0.14;0.37;0.52
0.67;0.0;0.13;0.1;0.32;0.41
0.33;0.0;0.2;0.52;0.42;0.44
0.0;0.0;0.13;0.52;0.68;0.41
1.0;0.5;0.4;0.38;0.32;0.78
0.33;0.0;0.13;0.52;1.0;0.67
1.0;1.0;1.0;1.0;0.79;1.0
