# max_attributes; 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; sales transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; P90
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# name_prefix; transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; dm_PCA(copy=True, iterated_power='auto', n_components=5, random_state=None, svd_solver='auto', tol=0.0, whiten=False)
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P90;0;1;2;3;4
42.0;203.0637294977972;-11.987903077397833;1.636416029072778;-28.272957800468504;-14.325057899732105
34.0;217.95572856047337;-19.502321111126985;-8.76430589840282;3.9456650970269678;-11.464308467689655
40.0;232.6196859463831;-28.735610294433283;-25.611082686842238;30.19411985478372;10.586376358869614
39.0;251.0796228970035;-28.354458177770173;12.124887493863524;1.3641762650613416;28.055430629828248
47.0;236.98741922637757;-18.16858756593217;-19.64389776456537;-41.39663158308202;15.015084983138072
31.0;229.38375305428525;-14.47718164558992;-27.728364845106174;-12.122587208497228;-0.8536131807999783
43.0;245.6954518490377;-26.007705614227067;-10.390380890353153;-14.949485849175502;-34.957757777356115
40.0;235.6265768826684;-20.15858272980807;40.70405603249192;-19.3952657611276;12.453900854036744
47.0;251.40528060764518;-18.521473680132626;17.56462690439914;-21.602812875450862;15.870724928671724
35.0;242.07550644759664;-15.12975653118937;3.63491578872875;-8.741115473873068;5.210410974477872
38.0;252.48881555887675;-25.034289072044697;10.133039006173226;8.742884348894203;29.72394280189462
37.0;236.8603674872975;-16.325050543106215;-36.1750362041985;-10.242494286231633;6.770074894717664
44.0;248.677028008758;-14.517906188612836;2.819507410756935;21.659873547847756;-26.84927910660339
27.0;243.24502681817157;-16.983964104699552;6.1075331379456;-6.1585008508982915;-28.026084479872946
30.0;250.67284424966812;-13.948976461347273;3.5376223416452843;15.163486246400284;18.05556049379358
47.0;260.7959705058348;-8.703546479183485;-3.30083405163092;-15.816926792784393;-23.837406730243355
39.0;263.5384901858361;-15.581759799190165;-9.049306885984418;-33.80788081490813;-15.212734926877298
34.0;249.4364550727661;4.237842972570438;-41.54080958270279;18.3676488542321;27.45897905152047
35.0;255.08901029370085;-7.229616163711711;45.785166026857986;8.395618213205198;-8.62248877656452
30.0;238.824798135226;2.672875104262385;-26.79573001136978;-25.92257279062397;8.337726017772713
27.0;250.97315004226886;10.644216537702947;-19.564770236969622;51.354475386134226;-5.467578409358727
34.0;235.5135719904912;10.419938793380634;1.7377681082550482;20.818171906771834;27.471480785717702
29.0;240.81930983525478;22.697446378575478;-14.575168557306469;32.196942527282005;-17.18188013198096
28.0;230.18000618110906;45.61097380617552;2.128179281470133;3.030589865438796;39.461979568162455
27.0;221.79916923723164;91.44313619774884;10.945135344319946;16.03059843610599;-15.996688869308477
28.0;142.1231452084729;108.03917421671004;-12.425925111170034;-15.577148519413772;1.193220062772098
27.0;109.78552221257273;-18.1434657002289;-0.7589499761516343;-12.6199323196862;-1.0693830886672522
30.0;120.74915519217505;-22.79184354849294;-9.40885315013913;2.9687832851040463;-5.668512486496956
27.0;134.26315136957922;-18.959936699846885;-12.934727972295969;7.087372211471672;13.845624608508032
25.0;132.22760067825166;-16.83348125427096;8.028761819138651;17.34376683053018;-6.590578197964869
35.0;145.89836222801526;-20.316723791197937;31.005050263377452;-8.348444551281027;4.936113678258597
25.0;140.785618088555;-17.75318960408553;16.719184740877278;6.0237963053159165;-22.546266773288803
40.0;152.08022466614173;-24.18722316885354;9.941204104508753;8.20518033836007;-21.390468465252493
32.0;156.55178690049743;-21.076790554059205;23.06549577754131;-15.043625897350495;25.460459183173004
28.0;159.16001752861442;-14.55642340389201;10.608153548542083;-0.07404372179727058;-11.045322363886504
26.0;157.81543439930405;-20.484195149633006;-9.590327295977067;10.303785468986547;-10.637348716892703
27.0;160.65096696782646;-23.356553531538335;-5.901385174249967;8.75718911352652;-24.88623942124601
32.0;161.79259337094234;-7.661156050849151;-15.052448351672778;12.685101053964372;4.8267987325241
31.0;172.9009587643432;-23.104191361269713;7.618668290014563;5.781057053301221;13.479903635693583
33.0;157.64989604489986;-11.107473244134193;2.229624458499617;-7.41023502649192;-12.11267271311615
32.0;167.93739627402056;-10.430299783378938;-19.645131658090648;-12.544827949693808;1.2270726162680854
23.0;170.6047393817893;-9.277681262547498;-7.2963928595446506;-1.4161625229512877;2.2277190505788194
33.0;178.51653848729998;-3.1186934587387003;-15.677666292635758;-10.06459504142408;24.31850475923193
29.0;173.34905254168592;-0.16602373025779307;-19.436709648027943;1.2325905412423503;-15.45304612734039
25.0;175.9250204945522;-5.693167350845859;8.085663411426834;-10.549481934034072;-14.580612140003437
30.0;182.59581641911302;-10.450169297831767;20.907057200673833;10.441601898157067;15.730431945503245
40.0;189.67716844962908;-2.374875142999251;31.11530802448392;12.979098252645196;10.431211143240535
37.0;184.19709111620375;8.605293171094697;18.778416290627465;14.833218915247116;-5.836517107184298
36.0;179.6471339407393;11.615113497269641;-10.37822346862897;-1.3489031899913664;-6.160671793625145
29.0;176.06547330812967;37.17417071872516;14.550377153459422;11.992135487486859;-3.8725335143279653
27.0;160.66557652871512;68.84263707586435;3.979849672033941;-8.69081946698915;-10.068646615963921
18.0;126.01967267410525;126.31187757786695;-0.9386520371774535;-16.40398811503417;3.7370032878807433
18.0;-7.576035193753576;-25.744400332253797;1.4561211061488688;3.9352851983329726;4.726623823957959
47.0;451.53322649196514;71.87353221102342;16.52560390290235;-5.31481591931699;-3.2797006216427773
0.83;-206.3122651457289;-0.1217808158452253;-0.11056199444264785;-1.2551910536858535;-0.4112687253996782
0.55;-205.8896269441707;-0.4088835928045875;-0.4742826284619749;0.08497200268119827;-0.21681557840743348
0.76;-205.38583576302912;-0.5872534303128084;-1.2134640559708052;1.0825064197514087;0.5869467227844056
0.72;-204.84319097654134;-0.48438268133643225;0.3242728376396794;-0.0005963373991439773;1.306746118647232
1.0;-205.18353086626482;-0.12389585749344265;-0.8593393405235209;-1.8623060619364236;0.7619787041178282
0.45;-205.39053311038538;0.08520788671560331;-1.3813468216617126;-0.5316267232377219;0.14748232373186482
0.86;-204.8694205460185;-0.35199243327551377;-0.40765090502274776;-0.8129663470188797;-1.2496656303523408
0.76;-205.23155566070918;-0.14832050723113235;1.4633044174454553;-0.9156678709479773;0.653019134713738
1.0;-204.79452363797895;-0.1120284729971772;0.5754008809654401;-0.8743537432565736;0.7767589481737913
0.59;-205.03768568792214;-0.03105574776968955;0.04461361493897082;-0.5967115204918133;0.2861873438473803
0.69;-204.72738847793664;-0.37494328664855525;0.24900843438770598;0.21551839310254733;1.4033831081875627
0.66;-205.04126987880915;0.017499329034204376;-1.6640635497510607;-0.5738582645796438;0.3593028590020188
0.9;-204.83274158821393;0.1271648801444889;0.12489379464784854;0.6549614929787543;-1.0096782110345803
0.31;-205.0425789963529;0.015873919668802604;0.15905263097964095;-0.3333372702575985;-0.9743813398044993
0.41;-204.72774093138187;0.31647202909878075;0.09029683445020983;0.5632353065883783;0.8555155363203018
1.0;-204.41392275520445;0.389991035909276;-0.13981193551014276;-0.8741242227636516;-0.9007938086176847
0.72;-204.3619337360687;0.013620600920453191;-0.5097722140871216;-1.489736325941087;-0.4184848961932284
0.55;-204.7582658045303;0.8364700107492523;-1.695495861482633;0.6130488025754277;1.3743069197491198
0.59;-204.6130446292678;0.5486970422960504;1.725084320967453;0.16783121326800457;-0.33969266110512475
0.41;-205.1495379408163;0.7736209550293683;-1.231397150470706;-1.0969881411240938;0.49995710891053186
0.31;-204.8165295406561;0.9348621489202453;-0.7369321191111722;2.061015647291734;-0.06424559236732325
0.55;-205.1927635655778;1.22948896936429;0.05106463079517059;0.8828848901544982;1.372652959853625
0.38;-204.9911549924732;1.7634502782477524;-0.6872059216774571;1.348533822951517;-0.47535205717552215
0.34;-205.26168829597458;2.720906473025623;0.1307780467638566;-0.0030281321100972883;1.7172484745640595
0.31;-205.26855201872652;4.709113628278304;0.6845657638505267;0.6454728834118081;-0.5884005387245664
0.34;-207.72911485324033;5.338941438215672;-0.2155639486584478;-0.9731902460437803;0.22258144996170265
0.31;-209.63600612934653;-0.6706988051964603;0.05576921677036108;-0.36249459618994834;0.16167737509902064
0.41;-209.1757505692424;-0.8153905533703172;-0.4948208514940825;0.19212948354860046;-0.08650710862206243
0.31;-208.8012032550797;-0.7570952358241182;-0.6173259057099822;0.2895043636942082;0.7101177458051082
0.24;-208.88799019855608;-0.5781662564089366;0.19713884743833632;0.8092474697638308;0.0087501854649493
0.59;-208.41300559227676;-0.6198033834919674;1.1300593337224012;-0.2675910672556397;0.36818677517095183
0.24;-208.5367344565246;-0.448584506948469;0.6980102178993971;0.4046239704970919;-0.7733383748892695
0.76;-208.2186345442734;-0.6742816132058458;0.35892658991756377;0.3873132089696176;-0.6007806750748129
0.48;-208.0385938267847;-0.5050570272811338;0.9047054285231039;-0.6137382472243971;1.072846996700407
0.34;-207.86817653397705;-0.24360728434225784;0.4436781606760799;-0.017778064035830623;-0.33791509730214886
0.28;-207.84912482168764;-0.4406755043060191;-0.33403993927956455;0.4832626725062741;-0.29594244562977173
0.31;-207.8851677492616;-0.6083234457544325;-0.2213783236044517;0.2665919475126866;-0.8517978569485863
0.48;-207.7867496371176;-0.005490967456857255;-0.5762844141238783;0.4817982871028758;0.3542961137633468
0.45;-207.47396887512045;-0.36063554952489413;0.30660804915401574;0.2638498226904016;0.6632988194888217
0.52;-207.99191834771247;-0.15961644932841274;0.13633668416632472;-0.30244640087512364;-0.2785645557153534
0.48;-207.6432527291852;0.011232105473265136;-0.828816055847441;-0.5629257290135339;0.21153362466924513
0.17;-207.55708594999825;0.019097973071117165;-0.33676676047594595;-0.029499659447750536;0.26756407749551725
0.52;-207.29444699200576;0.30784385593357544;-0.5539002332803297;-0.3166656367343799;1.1392886254111243
0.38;-207.4366864135234;0.3861393112354278;-0.6552591027983765;0.05445339643076357;-0.467103655193122
0.24;-207.3113944216557;0.3360415818302213;0.40598879078025246;-0.21616196527348935;-0.48310275359154586
0.41;-207.09610738274444;0.1959036935723254;0.8938716258772933;0.542031486884155;0.8070330249791392
0.76;-206.89491832034392;0.6017405641659361;1.4554637466417448;0.5012493932125367;0.46779080339632445
0.66;-207.02472576190564;1.0077260291352432;0.9288116058974053;0.6339188866575323;0.0029806412377852997
0.62;-207.1257900251324;1.1115734200466;-0.2605063414998002;0.033476871890734484;-0.1602192964759846
0.38;-207.04763617943033;2.460496769200396;0.7861641400939765;0.5898927351426504;-0.04444019451904359
0.31;-207.38396240604365;3.717539106474087;0.4792820479512635;-0.5428021763343683;-0.3740236846094061
0.0;-208.15364564323593;6.423666774137591;0.5145236225623235;-0.8254953083599431;0.22412224960177432
