# max_attributes; 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; sales transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; P51
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# name_prefix; transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; dm_PCA(copy=True, iterated_power='auto', n_components=3, random_state=None, svd_solver='auto', tol=0.0, whiten=False)
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P51;0;1;2
19.0;203.06372949779671;-11.987861956031175;1.1960733735894906
14.0;217.9557285604731;-19.502318769415254;-8.917206114561408
17.0;232.61968594638267;-28.735554673927467;-27.0087355099429
27.0;251.07962289700322;-28.3545662608561;13.967836081354172
14.0;236.98741922637734;-18.16855316577491;-20.196832164029328
18.0;229.38375305428497;-14.477190159951942;-27.35661115736927
18.0;245.6954518490373;-26.007710748377384;-8.985662116366843
18.0;235.626576882668;-20.158505062270766;39.0571871211232
14.0;251.40528060764484;-18.521448940573908;18.559827409879293
18.0;242.07550644759627;-15.129788720131511;4.551000282400616
19.0;252.48881555887633;-25.03440039509025;10.453613268941249
17.0;236.86036748729742;-16.32504443291739;-36.72790149143944
28.0;248.67702800875793;-14.517930876202326;2.776755768015269
25.0;243.24502681817123;-16.984019734255476;7.194749837484321
21.0;250.67284424966797;-13.948845011637763;1.2862151569282598
16.0;260.79597050583476;-8.703554083815233;-2.7364981241594895
24.0;263.53849018583594;-15.581839800609286;-7.121365873389642
26.0;249.43645507276622;4.2378677304198025;-41.366990867697076
14.0;255.0890102937008;-7.2295973173043375;46.30103156995584
18.0;238.82479813522608;2.672962189524765;-28.6006136028292
20.0;250.97315004226908;10.644187858664708;-19.364085363352984
25.0;235.51357199049133;10.420036935837999;-0.3543902667613633
20.0;240.8193098352553;22.69752128288757;-16.489837268613257
21.0;230.18000618110986;45.61093926358763;1.8541196137216767
17.0;221.79916923723306;91.44317367415206;9.842272092187335
7.0;142.1231452084746;108.03917604538184;-11.781565254595298
21.0;109.78552221257247;-18.143421316651093;-1.319965998095418
19.0;120.74915519217475;-22.79187560364893;-8.976724477590006
20.0;134.26315136957894;-18.95995546981117;-12.533273388772676
14.0;132.2276006782515;-16.833493781795326;7.315813685672711
20.0;145.898362228015;-20.316698862703674;30.027731848505876
19.0;140.78561808855474;-17.753110356813345;16.053888821240896
16.0;152.0802246661413;-24.18725143920027;10.044941412941577
12.0;156.5517869004971;-21.07681392811123;24.136500211599902
16.0;159.16001752861413;-14.556384566060332;10.290859450932844
20.0;157.8154343993038;-20.484261684736982;-9.03013754191372
25.0;160.650966967826;-23.35651240461075;-6.404378148041504
15.0;161.79259337094226;-7.661117355563856;-15.63110471686238
18.0;172.9009587643427;-23.104291429649606;8.921727731357137
18.0;157.64989604489958;-11.107499402145995;2.6110656994151116
16.0;167.93739627402036;-10.43041365010957;-17.698043153657647
15.0;170.6047393817892;-9.277742376289867;-6.933053896955361
19.0;178.51653848729987;-3.118684651877013;-15.651180193549077
9.0;173.34905254168584;-0.1660424762576082;-18.827021474944736
27.0;175.92502049455214;-5.693143579931755;7.288831838106988
14.0;182.59581641911277;-10.450136399259513;20.25595806408226
17.0;189.677168449629;-2.3748020163273478;30.52339561957599
12.0;184.19709111620392;8.605267988831699;18.980864440204606
16.0;179.6471339407396;11.61511076788188;-9.646285832809092
13.0;176.06547330813038;37.17410321628246;15.44298105799666
19.0;160.66557652871617;68.84265421845191;3.4093718081233737
7.0;126.01967267410735;126.31182220429461;0.38966198905028593
7.0;-7.576035193753989;-25.74438304069608;1.14621288090956
28.0;451.5332264919665;71.87351674616187;16.729244801325706
0.57;-206.31226514572907;-0.12177824511909206;-0.1421415972700078
0.33;-205.8896269441706;-0.40888337991835305;-0.48378636803937786
0.48;-205.38583576302918;-0.5872510624832075;-1.2693939294559693
0.95;-204.8431909765414;-0.48438769477426397;0.4056677191955529
0.33;-205.18353086626482;-0.12389410502675172;-0.8870322763324121
0.52;-205.3905331103854;0.08520756154395145;-1.3678619966985703
0.52;-204.8694205460186;-0.3519921690295343;-0.349943497934979
0.52;-205.23155566070903;-0.14831732229177952;1.3950063611476224
0.33;-204.7945236379789;-0.11202709222220328;0.6114176639344902
0.52;-205.03768568792233;-0.031057308454044263;0.09284541996834687
0.57;-204.72738847793656;-0.3749480077854523;0.25995124648886225
0.48;-205.04126987880917;0.017499673629787504;-1.689497391292683
1.0;-204.8327415882139;0.12716375905554378;0.12570275378771914
0.86;-205.04257899635311;0.015871491085398575;0.206215332539837
0.67;-204.72774093138182;0.3164786092215523;-0.020735423497023536
0.43;-204.41392275520454;0.3899912317260116;-0.12457166644551777
0.81;-204.36193373606864;0.01361763331592053;-0.43297770242925226
0.9;-204.75826580453048;0.8364718253445869;-1.7007404100413779
0.33;-204.61304462926793;0.5486980410463833;1.751322142382246
0.52;-205.14953794081615;0.7736254337024074;-1.316760678051438
0.62;-204.8165295406561;0.9348610758222178;-0.7329908584324891
0.86;-205.19276356557754;1.2294939342924651;-0.053374992584006825
0.62;-204.9911549924732;1.7634536709620945;-0.7768706020321692
0.67;-205.26168829597466;2.720904758447236;0.12229155590362586
0.48;-205.2685520187265;4.70911530332981;0.6329240261976864
0.0;-207.72911485324036;5.338941019317547;-0.17420390799268828
0.67;-209.63600612934655;-0.6706964658152743;0.026517694008178508
0.57;-209.1757505692424;-0.8153919260435841;-0.476325697771242
0.62;-208.8012032550798;-0.7570954218286033;-0.6086447499446644
0.33;-208.887990198556;-0.5781663726557958;0.15969638418072726
0.62;-208.41300559227682;-0.6198022330557835;1.0903944441424902
0.57;-208.53673445652458;-0.44858045227828697;0.6625787477313945
0.43;-208.21863454427336;-0.6742826141887415;0.35804062299251643
0.24;-208.03859382678488;-0.5050578712258679;0.9515906786957286
0.43;-207.86817653397702;-0.24360576615968077;0.4365855747745625
0.62;-207.84912482168778;-0.4406782587390787;-0.3125974639018675
0.86;-207.8851677492617;-0.6083216467220198;-0.24077935966472042
0.38;-207.78674963711774;-0.0054884361217686;-0.6138065220433674
0.52;-207.47396887512056;-0.360639923949215;0.367353906310079
0.52;-207.99191834771256;-0.15961734521026974;0.14832510930781861
0.43;-207.64325272918526;0.011226660172726702;-0.7345925393117951
0.38;-207.55708594999817;0.01909520919863213;-0.31940363347403883
0.57;-207.2944469920058;0.30784424282139444;-0.5548217623374008
0.1;-207.4366864135234;0.38613853308561774;-0.6255275069584517
0.95;-207.31139442165573;0.3360424757468566;0.3711767531540448
0.33;-207.09610738274444;0.19590559707637417;0.8574917197761432
0.48;-206.89491832034392;0.6017441298174522;1.4369605319197756
0.24;-207.0247257619057;1.0077253417662613;0.9371304233124905
0.43;-207.12579002513237;1.111573299975966;-0.22384852721797338
0.29;-207.04763617943027;2.460493652502861;0.8294356280434412
0.57;-207.38396240604368;3.7175399002714924;0.4514269385370373
0.0;-208.1536456432359;6.423662835851274;0.5949127444005579
