# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; sales transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; P782
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# name_prefix; transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_granger__graph(n_components=5)
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P782;P234;P11;P433;P608;P781
5.0;0.0;15.0;2.0;1.0;9.0
7.0;0.0;7.0;4.0;1.0;13.0
4.0;0.0;15.0;5.0;0.0;15.0
6.0;0.0;14.0;3.0;0.0;15.0
2.0;1.0;17.0;2.0;0.0;16.0
2.0;0.0;7.0;2.0;0.0;17.0
3.0;0.0;10.0;1.0;1.0;14.0
6.0;0.0;16.0;5.0;0.0;15.0
4.0;0.0;11.0;3.0;1.0;15.0
2.0;0.0;8.0;5.0;0.0;19.0
3.0;0.0;8.0;6.0;0.0;19.0
2.0;0.0;10.0;5.0;1.0;16.0
6.0;0.0;10.0;2.0;0.0;13.0
4.0;0.0;12.0;7.0;0.0;16.0
6.0;0.0;10.0;4.0;0.0;19.0
3.0;0.0;16.0;5.0;1.0;22.0
3.0;0.0;13.0;2.0;0.0;18.0
1.0;0.0;10.0;3.0;0.0;20.0
4.0;0.0;13.0;3.0;1.0;11.0
0.0;0.0;13.0;3.0;0.0;18.0
2.0;0.0;18.0;2.0;0.0;23.0
1.0;1.0;12.0;5.0;0.0;19.0
6.0;0.0;15.0;10.0;0.0;23.0
5.0;0.0;9.0;8.0;0.0;25.0
8.0;0.0;8.0;6.0;1.0;27.0
3.0;0.0;5.0;5.0;1.0;18.0
7.0;0.0;11.0;1.0;0.0;10.0
7.0;0.0;8.0;1.0;0.0;11.0
2.0;0.0;9.0;2.0;0.0;15.0
4.0;0.0;10.0;4.0;0.0;17.0
2.0;0.0;7.0;3.0;0.0;13.0
3.0;0.0;12.0;4.0;0.0;10.0
2.0;0.0;12.0;3.0;1.0;10.0
1.0;0.0;9.0;3.0;0.0;10.0
2.0;0.0;16.0;3.0;0.0;10.0
4.0;0.0;11.0;4.0;0.0;12.0
4.0;0.0;12.0;3.0;0.0;15.0
2.0;0.0;10.0;2.0;1.0;11.0
5.0;0.0;6.0;10.0;0.0;19.0
1.0;0.0;19.0;7.0;0.0;15.0
6.0;0.0;6.0;2.0;0.0;26.0
3.0;0.0;12.0;1.0;0.0;20.0
3.0;0.0;11.0;2.0;0.0;16.0
4.0;0.0;16.0;5.0;2.0;11.0
3.0;0.0;12.0;6.0;0.0;19.0
2.0;0.0;11.0;2.0;1.0;12.0
3.0;0.0;13.0;3.0;0.0;11.0
4.0;0.0;8.0;4.0;1.0;20.0
3.0;0.0;17.0;3.0;3.0;20.0
5.0;0.0;10.0;7.0;0.0;17.0
6.0;2.0;10.0;3.0;0.0;20.0
3.0;0.0;21.0;16.0;5.0;30.0
0.0;0.0;5.0;1.0;0.0;9.0
8.0;2.0;21.0;16.0;5.0;30.0
0.63;0.0;0.63;0.07;0.2;0.0
0.88;0.0;0.13;0.2;0.2;0.19
0.5;0.0;0.63;0.27;0.0;0.29
0.75;0.0;0.56;0.13;0.0;0.29
0.25;0.5;0.75;0.07;0.0;0.33
0.25;0.0;0.13;0.07;0.0;0.38
0.38;0.0;0.31;0.0;0.2;0.24
0.75;0.0;0.69;0.27;0.0;0.29
0.5;0.0;0.38;0.13;0.2;0.29
0.25;0.0;0.19;0.27;0.0;0.48
0.38;0.0;0.19;0.33;0.0;0.48
0.25;0.0;0.31;0.27;0.2;0.33
0.75;0.0;0.31;0.07;0.0;0.19
0.5;0.0;0.44;0.4;0.0;0.33
0.75;0.0;0.31;0.2;0.0;0.48
0.38;0.0;0.69;0.27;0.2;0.62
0.38;0.0;0.5;0.07;0.0;0.43
0.13;0.0;0.31;0.13;0.0;0.52
0.5;0.0;0.5;0.13;0.2;0.1
0.0;0.0;0.5;0.13;0.0;0.43
0.25;0.0;0.81;0.07;0.0;0.67
0.13;0.5;0.44;0.27;0.0;0.48
0.75;0.0;0.63;0.6;0.0;0.67
0.63;0.0;0.25;0.47;0.0;0.76
1.0;0.0;0.19;0.33;0.2;0.86
0.38;0.0;0.0;0.27;0.2;0.43
0.88;0.0;0.38;0.0;0.0;0.05
0.88;0.0;0.19;0.0;0.0;0.1
0.25;0.0;0.25;0.07;0.0;0.29
0.5;0.0;0.31;0.2;0.0;0.38
0.25;0.0;0.13;0.13;0.0;0.19
0.38;0.0;0.44;0.2;0.0;0.05
0.25;0.0;0.44;0.13;0.2;0.05
0.13;0.0;0.25;0.13;0.0;0.05
0.25;0.0;0.69;0.13;0.0;0.05
0.5;0.0;0.38;0.2;0.0;0.14
0.5;0.0;0.44;0.13;0.0;0.29
0.25;0.0;0.31;0.07;0.2;0.1
0.63;0.0;0.06;0.6;0.0;0.48
0.13;0.0;0.88;0.4;0.0;0.29
0.75;0.0;0.06;0.07;0.0;0.81
0.38;0.0;0.44;0.0;0.0;0.52
0.38;0.0;0.38;0.07;0.0;0.33
0.5;0.0;0.69;0.27;0.4;0.1
0.38;0.0;0.44;0.33;0.0;0.48
0.25;0.0;0.38;0.07;0.2;0.14
0.38;0.0;0.5;0.13;0.0;0.1
0.5;0.0;0.19;0.2;0.2;0.52
0.38;0.0;0.75;0.13;0.6;0.52
0.63;0.0;0.31;0.4;0.0;0.38
0.75;1.0;0.31;0.13;0.0;0.52
0.38;0.0;1.0;1.0;1.0;1.0
