# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; sales transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; P800
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# name_prefix; transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_te__jdit_graph(n_components=5)
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P800;P111;P596;P500;P702;P207
3.0;5.0;2.0;8.0;3.0;2.0
2.0;4.0;3.0;8.0;1.0;5.0
1.0;7.0;5.0;3.0;4.0;8.0
0.0;4.0;4.0;4.0;4.0;7.0
0.0;4.0;3.0;13.0;4.0;3.0
0.0;5.0;3.0;9.0;6.0;5.0
1.0;4.0;7.0;5.0;7.0;2.0
2.0;4.0;3.0;6.0;5.0;6.0
0.0;2.0;3.0;10.0;5.0;7.0
0.0;6.0;4.0;8.0;5.0;6.0
0.0;3.0;5.0;10.0;7.0;10.0
0.0;2.0;4.0;4.0;5.0;2.0
0.0;3.0;9.0;12.0;6.0;10.0
1.0;14.0;7.0;6.0;7.0;5.0
3.0;3.0;5.0;11.0;6.0;4.0
0.0;2.0;11.0;7.0;5.0;7.0
0.0;3.0;5.0;5.0;9.0;7.0
0.0;3.0;9.0;6.0;2.0;6.0
1.0;4.0;10.0;8.0;3.0;4.0
0.0;8.0;6.0;3.0;4.0;5.0
2.0;3.0;4.0;6.0;5.0;3.0
3.0;1.0;10.0;7.0;5.0;5.0
2.0;3.0;8.0;4.0;7.0;7.0
1.0;4.0;7.0;9.0;6.0;7.0
2.0;4.0;6.0;8.0;7.0;10.0
1.0;5.0;12.0;4.0;11.0;11.0
1.0;2.0;3.0;6.0;4.0;1.0
2.0;4.0;4.0;7.0;5.0;3.0
2.0;6.0;1.0;5.0;4.0;4.0
2.0;7.0;2.0;6.0;2.0;4.0
2.0;2.0;1.0;8.0;8.0;5.0
2.0;5.0;5.0;7.0;13.0;4.0
1.0;6.0;5.0;4.0;5.0;2.0
1.0;3.0;6.0;4.0;6.0;4.0
0.0;2.0;6.0;8.0;4.0;5.0
2.0;9.0;2.0;6.0;4.0;5.0
5.0;5.0;6.0;4.0;4.0;3.0
2.0;7.0;7.0;8.0;4.0;5.0
0.0;5.0;4.0;7.0;6.0;9.0
1.0;4.0;7.0;4.0;8.0;3.0
2.0;5.0;5.0;4.0;6.0;1.0
1.0;8.0;1.0;2.0;3.0;5.0
2.0;6.0;6.0;5.0;2.0;7.0
1.0;8.0;6.0;6.0;6.0;5.0
2.0;8.0;7.0;5.0;11.0;7.0
1.0;2.0;2.0;3.0;3.0;9.0
2.0;1.0;10.0;4.0;6.0;8.0
3.0;6.0;5.0;5.0;10.0;3.0
3.0;2.0;3.0;3.0;4.0;6.0
4.0;3.0;7.0;5.0;8.0;10.0
4.0;3.0;12.0;8.0;9.0;10.0
3.0;9.0;7.0;6.0;17.0;12.0
0.0;1.0;1.0;2.0;1.0;1.0
5.0;14.0;12.0;13.0;17.0;12.0
0.6;0.31;0.09;0.55;0.13;0.09
0.4;0.23;0.18;0.55;0.0;0.36
0.2;0.46;0.36;0.09;0.19;0.64
0.0;0.23;0.27;0.18;0.19;0.55
0.0;0.23;0.18;1.0;0.19;0.18
0.0;0.31;0.18;0.64;0.31;0.36
0.2;0.23;0.55;0.27;0.38;0.09
0.4;0.23;0.18;0.36;0.25;0.45
0.0;0.08;0.18;0.73;0.25;0.55
0.0;0.38;0.27;0.55;0.25;0.45
0.0;0.15;0.36;0.73;0.38;0.82
0.0;0.08;0.27;0.18;0.25;0.09
0.0;0.15;0.73;0.91;0.31;0.82
0.2;1.0;0.55;0.36;0.38;0.36
0.6;0.15;0.36;0.82;0.31;0.27
0.0;0.08;0.91;0.45;0.25;0.55
0.0;0.15;0.36;0.27;0.5;0.55
0.0;0.15;0.73;0.36;0.06;0.45
0.2;0.23;0.82;0.55;0.13;0.27
0.0;0.54;0.45;0.09;0.19;0.36
0.4;0.15;0.27;0.36;0.25;0.18
0.6;0.0;0.82;0.45;0.25;0.36
0.4;0.15;0.64;0.18;0.38;0.55
0.2;0.23;0.55;0.64;0.31;0.55
0.4;0.23;0.45;0.55;0.38;0.82
0.2;0.31;1.0;0.18;0.63;0.91
0.2;0.08;0.18;0.36;0.19;0.0
0.4;0.23;0.27;0.45;0.25;0.18
0.4;0.38;0.0;0.27;0.19;0.27
0.4;0.46;0.09;0.36;0.06;0.27
0.4;0.08;0.0;0.55;0.44;0.36
0.4;0.31;0.36;0.45;0.75;0.27
0.2;0.38;0.36;0.18;0.25;0.09
0.2;0.15;0.45;0.18;0.31;0.27
0.0;0.08;0.45;0.55;0.19;0.36
0.4;0.62;0.09;0.36;0.19;0.36
1.0;0.31;0.45;0.18;0.19;0.18
0.4;0.46;0.55;0.55;0.19;0.36
0.0;0.31;0.27;0.45;0.31;0.73
0.2;0.23;0.55;0.18;0.44;0.18
0.4;0.31;0.36;0.18;0.31;0.0
0.2;0.54;0.0;0.0;0.13;0.36
0.4;0.38;0.45;0.27;0.06;0.55
0.2;0.54;0.45;0.36;0.31;0.36
0.4;0.54;0.55;0.27;0.63;0.55
0.2;0.08;0.09;0.09;0.13;0.73
0.4;0.0;0.82;0.18;0.31;0.64
0.6;0.38;0.36;0.27;0.56;0.18
0.6;0.08;0.18;0.09;0.19;0.45
0.8;0.15;0.55;0.27;0.44;0.82
0.8;0.15;1.0;0.55;0.5;0.82
0.6;0.62;0.55;0.36;1.0;1.0
