# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; sales transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; P756
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# name_prefix; transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_te__jdit_graph(n_components=5)
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P756;P500;P586;P702;P571;P305
0.0;8.0;7.0;3.0;4.0;8.0
0.0;8.0;2.0;1.0;3.0;7.0
1.0;3.0;4.0;4.0;6.0;3.0
0.0;4.0;6.0;4.0;6.0;1.0
0.0;13.0;8.0;4.0;4.0;3.0
0.0;9.0;8.0;6.0;6.0;2.0
1.0;5.0;7.0;7.0;8.0;6.0
0.0;6.0;3.0;5.0;10.0;8.0
0.0;10.0;3.0;5.0;4.0;12.0
2.0;8.0;8.0;5.0;2.0;2.0
1.0;10.0;6.0;7.0;2.0;10.0
0.0;4.0;4.0;5.0;10.0;5.0
0.0;12.0;4.0;6.0;2.0;8.0
1.0;6.0;4.0;7.0;7.0;3.0
0.0;11.0;13.0;6.0;3.0;5.0
0.0;7.0;3.0;5.0;5.0;12.0
0.0;5.0;6.0;9.0;8.0;6.0
0.0;6.0;8.0;2.0;7.0;1.0
0.0;8.0;4.0;3.0;6.0;4.0
0.0;3.0;8.0;4.0;5.0;5.0
0.0;6.0;5.0;5.0;3.0;3.0
0.0;7.0;10.0;5.0;5.0;1.0
0.0;4.0;7.0;7.0;5.0;5.0
0.0;9.0;9.0;6.0;12.0;8.0
2.0;8.0;13.0;7.0;8.0;6.0
0.0;4.0;14.0;11.0;13.0;3.0
0.0;6.0;6.0;4.0;4.0;2.0
0.0;7.0;4.0;5.0;4.0;2.0
0.0;5.0;7.0;4.0;4.0;2.0
0.0;6.0;5.0;2.0;3.0;4.0
0.0;8.0;7.0;8.0;3.0;8.0
0.0;7.0;4.0;13.0;7.0;8.0
0.0;4.0;4.0;5.0;0.0;5.0
0.0;4.0;8.0;6.0;3.0;3.0
1.0;8.0;5.0;4.0;1.0;4.0
0.0;6.0;2.0;4.0;5.0;3.0
0.0;4.0;3.0;4.0;8.0;9.0
0.0;8.0;5.0;4.0;2.0;8.0
0.0;7.0;4.0;6.0;7.0;3.0
0.0;4.0;4.0;8.0;3.0;2.0
1.0;4.0;7.0;6.0;5.0;5.0
1.0;2.0;8.0;3.0;3.0;4.0
0.0;5.0;3.0;2.0;4.0;2.0
0.0;6.0;2.0;6.0;2.0;4.0
0.0;5.0;6.0;11.0;4.0;8.0
1.0;3.0;2.0;3.0;10.0;3.0
2.0;4.0;7.0;6.0;5.0;11.0
0.0;5.0;5.0;10.0;7.0;2.0
1.0;3.0;4.0;4.0;6.0;2.0
0.0;5.0;5.0;8.0;9.0;3.0
1.0;8.0;12.0;9.0;3.0;5.0
1.0;6.0;11.0;17.0;11.0;7.0
0.0;2.0;2.0;1.0;0.0;1.0
2.0;13.0;14.0;17.0;13.0;12.0
0.0;0.55;0.42;0.13;0.31;0.64
0.0;0.55;0.0;0.0;0.23;0.55
0.5;0.09;0.17;0.19;0.46;0.18
0.0;0.18;0.33;0.19;0.46;0.0
0.0;1.0;0.5;0.19;0.31;0.18
0.0;0.64;0.5;0.31;0.46;0.09
0.5;0.27;0.42;0.38;0.62;0.45
0.0;0.36;0.08;0.25;0.77;0.64
0.0;0.73;0.08;0.25;0.31;1.0
1.0;0.55;0.5;0.25;0.15;0.09
0.5;0.73;0.33;0.38;0.15;0.82
0.0;0.18;0.17;0.25;0.77;0.36
0.0;0.91;0.17;0.31;0.15;0.64
0.5;0.36;0.17;0.38;0.54;0.18
0.0;0.82;0.92;0.31;0.23;0.36
0.0;0.45;0.08;0.25;0.38;1.0
0.0;0.27;0.33;0.5;0.62;0.45
0.0;0.36;0.5;0.06;0.54;0.0
0.0;0.55;0.17;0.13;0.46;0.27
0.0;0.09;0.5;0.19;0.38;0.36
0.0;0.36;0.25;0.25;0.23;0.18
0.0;0.45;0.67;0.25;0.38;0.0
0.0;0.18;0.42;0.38;0.38;0.36
0.0;0.64;0.58;0.31;0.92;0.64
1.0;0.55;0.92;0.38;0.62;0.45
0.0;0.18;1.0;0.63;1.0;0.18
0.0;0.36;0.33;0.19;0.31;0.09
0.0;0.45;0.17;0.25;0.31;0.09
0.0;0.27;0.42;0.19;0.31;0.09
0.0;0.36;0.25;0.06;0.23;0.27
0.0;0.55;0.42;0.44;0.23;0.64
0.0;0.45;0.17;0.75;0.54;0.64
0.0;0.18;0.17;0.25;0.0;0.36
0.0;0.18;0.5;0.31;0.23;0.18
0.5;0.55;0.25;0.19;0.08;0.27
0.0;0.36;0.0;0.19;0.38;0.18
0.0;0.18;0.08;0.19;0.62;0.73
0.0;0.55;0.25;0.19;0.15;0.64
0.0;0.45;0.17;0.31;0.54;0.18
0.0;0.18;0.17;0.44;0.23;0.09
0.5;0.18;0.42;0.31;0.38;0.36
0.5;0.0;0.5;0.13;0.23;0.27
0.0;0.27;0.08;0.06;0.31;0.09
0.0;0.36;0.0;0.31;0.15;0.27
0.0;0.27;0.33;0.63;0.31;0.64
0.5;0.09;0.0;0.13;0.77;0.18
1.0;0.18;0.42;0.31;0.38;0.91
0.0;0.27;0.25;0.56;0.54;0.09
0.5;0.09;0.17;0.19;0.46;0.09
0.0;0.27;0.25;0.44;0.69;0.18
0.5;0.55;0.83;0.5;0.23;0.36
0.5;0.36;0.75;1.0;0.85;0.55
