# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; sales transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; P146
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# name_prefix; transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_granger__graph(n_components=5)
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P146;P380;P218;P11;P113;P535
7.0;0.0;0.0;15.0;22.0;15.0
13.0;0.0;0.0;7.0;26.0;26.0
9.0;0.0;0.0;15.0;31.0;11.0
13.0;0.0;0.0;14.0;37.0;15.0
10.0;0.0;0.0;17.0;32.0;19.0
12.0;0.0;0.0;7.0;25.0;15.0
11.0;0.0;0.0;10.0;28.0;16.0
6.0;0.0;1.0;16.0;33.0;19.0
11.0;0.0;0.0;11.0;40.0;19.0
11.0;0.0;0.0;8.0;27.0;23.0
10.0;0.0;0.0;8.0;38.0;24.0
15.0;0.0;0.0;10.0;40.0;24.0
7.0;0.0;0.0;10.0;31.0;19.0
5.0;0.0;0.0;12.0;32.0;26.0
9.0;0.0;0.0;10.0;29.0;19.0
8.0;0.0;0.0;16.0;34.0;16.0
9.0;0.0;0.0;13.0;34.0;20.0
4.0;0.0;0.0;10.0;29.0;23.0
6.0;0.0;0.0;13.0;31.0;20.0
5.0;0.0;0.0;13.0;43.0;9.0
12.0;0.0;0.0;18.0;31.0;13.0
6.0;0.0;0.0;12.0;37.0;23.0
8.0;0.0;0.0;15.0;27.0;28.0
7.0;0.0;0.0;9.0;33.0;27.0
7.0;0.0;0.0;8.0;33.0;26.0
8.0;0.0;0.0;5.0;23.0;27.0
7.0;0.0;0.0;11.0;19.0;6.0
9.0;0.0;0.0;8.0;21.0;14.0
7.0;0.0;0.0;9.0;19.0;13.0
8.0;0.0;0.0;10.0;25.0;8.0
10.0;0.0;0.0;7.0;33.0;18.0
7.0;0.0;0.0;12.0;37.0;16.0
8.0;0.0;0.0;12.0;30.0;15.0
8.0;0.0;0.0;9.0;33.0;17.0
5.0;0.0;0.0;16.0;27.0;7.0
4.0;0.0;0.0;11.0;32.0;18.0
5.0;0.0;0.0;12.0;35.0;13.0
8.0;0.0;0.0;10.0;33.0;17.0
9.0;0.0;0.0;6.0;28.0;9.0
14.0;0.0;1.0;19.0;31.0;16.0
10.0;0.0;0.0;6.0;31.0;16.0
14.0;0.0;0.0;12.0;30.0;16.0
3.0;0.0;0.0;11.0;37.0;12.0
8.0;0.0;0.0;16.0;28.0;18.0
9.0;0.0;0.0;12.0;27.0;13.0
3.0;0.0;0.0;11.0;34.0;11.0
16.0;0.0;0.0;13.0;41.0;20.0
7.0;0.0;0.0;8.0;39.0;20.0
3.0;0.0;1.0;17.0;28.0;26.0
5.0;1.0;0.0;10.0;32.0;26.0
10.0;0.0;0.0;10.0;40.0;25.0
13.0;2.0;2.0;21.0;16.0;37.0
3.0;0.0;0.0;5.0;16.0;6.0
16.0;2.0;2.0;21.0;43.0;37.0
0.31;0.0;0.0;0.63;0.22;0.29
0.77;0.0;0.0;0.13;0.37;0.65
0.46;0.0;0.0;0.63;0.56;0.16
0.77;0.0;0.0;0.56;0.78;0.29
0.54;0.0;0.0;0.75;0.59;0.42
0.69;0.0;0.0;0.13;0.33;0.29
0.62;0.0;0.0;0.31;0.44;0.32
0.23;0.0;0.5;0.69;0.63;0.42
0.62;0.0;0.0;0.38;0.89;0.42
0.62;0.0;0.0;0.19;0.41;0.55
0.54;0.0;0.0;0.19;0.81;0.58
0.92;0.0;0.0;0.31;0.89;0.58
0.31;0.0;0.0;0.31;0.56;0.42
0.15;0.0;0.0;0.44;0.59;0.65
0.46;0.0;0.0;0.31;0.48;0.42
0.38;0.0;0.0;0.69;0.67;0.32
0.46;0.0;0.0;0.5;0.67;0.45
0.08;0.0;0.0;0.31;0.48;0.55
0.23;0.0;0.0;0.5;0.56;0.45
0.15;0.0;0.0;0.5;1.0;0.1
0.69;0.0;0.0;0.81;0.56;0.23
0.23;0.0;0.0;0.44;0.78;0.55
0.38;0.0;0.0;0.63;0.41;0.71
0.31;0.0;0.0;0.25;0.63;0.68
0.31;0.0;0.0;0.19;0.63;0.65
0.38;0.0;0.0;0.0;0.26;0.68
0.31;0.0;0.0;0.38;0.11;0.0
0.46;0.0;0.0;0.19;0.19;0.26
0.31;0.0;0.0;0.25;0.11;0.23
0.38;0.0;0.0;0.31;0.33;0.06
0.54;0.0;0.0;0.13;0.63;0.39
0.31;0.0;0.0;0.44;0.78;0.32
0.38;0.0;0.0;0.44;0.52;0.29
0.38;0.0;0.0;0.25;0.63;0.35
0.15;0.0;0.0;0.69;0.41;0.03
0.08;0.0;0.0;0.38;0.59;0.39
0.15;0.0;0.0;0.44;0.7;0.23
0.38;0.0;0.0;0.31;0.63;0.35
0.46;0.0;0.0;0.06;0.44;0.1
0.85;0.0;0.5;0.88;0.56;0.32
0.54;0.0;0.0;0.06;0.56;0.32
0.85;0.0;0.0;0.44;0.52;0.32
0.0;0.0;0.0;0.38;0.78;0.19
0.38;0.0;0.0;0.69;0.44;0.39
0.46;0.0;0.0;0.44;0.41;0.23
0.0;0.0;0.0;0.38;0.67;0.16
1.0;0.0;0.0;0.5;0.93;0.45
0.31;0.0;0.0;0.19;0.85;0.45
0.0;0.0;0.5;0.75;0.44;0.65
0.15;0.5;0.0;0.31;0.59;0.65
0.54;0.0;0.0;0.31;0.89;0.61
0.77;1.0;1.0;1.0;0.0;1.0
