# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; sales transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; P497
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# name_prefix; transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_te__jdit_graph(n_components=5)
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P497;P768;P317;P500;P431;P586
5.0;0.0;2.0;8.0;3.0;7.0
4.0;0.0;3.0;8.0;6.0;2.0
4.0;2.0;3.0;3.0;4.0;4.0
3.0;8.0;7.0;4.0;2.0;6.0
2.0;2.0;9.0;13.0;5.0;8.0
2.0;5.0;7.0;9.0;6.0;8.0
2.0;3.0;6.0;5.0;8.0;7.0
6.0;7.0;5.0;6.0;8.0;3.0
5.0;3.0;4.0;10.0;8.0;3.0
4.0;4.0;8.0;8.0;7.0;8.0
4.0;1.0;1.0;10.0;8.0;6.0
8.0;0.0;3.0;4.0;7.0;4.0
7.0;0.0;2.0;12.0;13.0;4.0
9.0;8.0;8.0;6.0;4.0;4.0
3.0;4.0;5.0;11.0;1.0;13.0
7.0;1.0;4.0;7.0;5.0;3.0
6.0;4.0;8.0;5.0;6.0;6.0
2.0;4.0;3.0;6.0;8.0;8.0
6.0;2.0;6.0;8.0;9.0;4.0
4.0;1.0;4.0;3.0;9.0;8.0
1.0;1.0;7.0;6.0;8.0;5.0
1.0;6.0;4.0;7.0;11.0;10.0
3.0;2.0;0.0;4.0;10.0;7.0
8.0;5.0;6.0;9.0;9.0;9.0
6.0;4.0;4.0;8.0;12.0;13.0
9.0;9.0;5.0;4.0;11.0;14.0
3.0;3.0;5.0;6.0;1.0;6.0
5.0;1.0;5.0;7.0;5.0;4.0
2.0;1.0;3.0;5.0;4.0;7.0
3.0;6.0;4.0;6.0;4.0;5.0
4.0;2.0;3.0;8.0;4.0;7.0
2.0;7.0;2.0;7.0;2.0;4.0
6.0;5.0;7.0;4.0;3.0;4.0
5.0;4.0;1.0;4.0;7.0;8.0
5.0;5.0;5.0;8.0;1.0;5.0
2.0;3.0;6.0;6.0;9.0;2.0
6.0;1.0;2.0;4.0;4.0;3.0
3.0;5.0;3.0;8.0;4.0;5.0
3.0;3.0;8.0;7.0;5.0;4.0
2.0;3.0;1.0;4.0;6.0;4.0
6.0;3.0;5.0;4.0;5.0;7.0
2.0;5.0;4.0;2.0;1.0;8.0
7.0;4.0;4.0;5.0;6.0;3.0
4.0;3.0;2.0;6.0;8.0;2.0
3.0;6.0;6.0;5.0;4.0;6.0
7.0;4.0;5.0;3.0;5.0;2.0
4.0;6.0;5.0;4.0;6.0;7.0
6.0;9.0;1.0;5.0;5.0;5.0
4.0;7.0;2.0;3.0;5.0;4.0
8.0;4.0;4.0;5.0;7.0;5.0
5.0;9.0;3.0;8.0;6.0;12.0
4.0;11.0;6.0;6.0;14.0;11.0
1.0;0.0;0.0;2.0;1.0;2.0
9.0;11.0;9.0;13.0;14.0;14.0
0.5;0.0;0.22;0.55;0.15;0.42
0.38;0.0;0.33;0.55;0.38;0.0
0.38;0.18;0.33;0.09;0.23;0.17
0.25;0.73;0.78;0.18;0.08;0.33
0.13;0.18;1.0;1.0;0.31;0.5
0.13;0.45;0.78;0.64;0.38;0.5
0.13;0.27;0.67;0.27;0.54;0.42
0.63;0.64;0.56;0.36;0.54;0.08
0.5;0.27;0.44;0.73;0.54;0.08
0.38;0.36;0.89;0.55;0.46;0.5
0.38;0.09;0.11;0.73;0.54;0.33
0.88;0.0;0.33;0.18;0.46;0.17
0.75;0.0;0.22;0.91;0.92;0.17
1.0;0.73;0.89;0.36;0.23;0.17
0.25;0.36;0.56;0.82;0.0;0.92
0.75;0.09;0.44;0.45;0.31;0.08
0.63;0.36;0.89;0.27;0.38;0.33
0.13;0.36;0.33;0.36;0.54;0.5
0.63;0.18;0.67;0.55;0.62;0.17
0.38;0.09;0.44;0.09;0.62;0.5
0.0;0.09;0.78;0.36;0.54;0.25
0.0;0.55;0.44;0.45;0.77;0.67
0.25;0.18;0.0;0.18;0.69;0.42
0.88;0.45;0.67;0.64;0.62;0.58
0.63;0.36;0.44;0.55;0.85;0.92
1.0;0.82;0.56;0.18;0.77;1.0
0.25;0.27;0.56;0.36;0.0;0.33
0.5;0.09;0.56;0.45;0.31;0.17
0.13;0.09;0.33;0.27;0.23;0.42
0.25;0.55;0.44;0.36;0.23;0.25
0.38;0.18;0.33;0.55;0.23;0.42
0.13;0.64;0.22;0.45;0.08;0.17
0.63;0.45;0.78;0.18;0.15;0.17
0.5;0.36;0.11;0.18;0.46;0.5
0.5;0.45;0.56;0.55;0.0;0.25
0.13;0.27;0.67;0.36;0.62;0.0
0.63;0.09;0.22;0.18;0.23;0.08
0.25;0.45;0.33;0.55;0.23;0.25
0.25;0.27;0.89;0.45;0.31;0.17
0.13;0.27;0.11;0.18;0.38;0.17
0.63;0.27;0.56;0.18;0.31;0.42
0.13;0.45;0.44;0.0;0.0;0.5
0.75;0.36;0.44;0.27;0.38;0.08
0.38;0.27;0.22;0.36;0.54;0.0
0.25;0.55;0.67;0.27;0.23;0.33
0.75;0.36;0.56;0.09;0.31;0.0
0.38;0.55;0.56;0.18;0.38;0.42
0.63;0.82;0.11;0.27;0.31;0.25
0.38;0.64;0.22;0.09;0.31;0.17
0.88;0.36;0.44;0.27;0.46;0.25
0.5;0.82;0.33;0.55;0.38;0.83
0.38;1.0;0.67;0.36;1.0;0.75
