# max_attributes; 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; sales transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; P662
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# name_prefix; transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; dm_PCA(copy=True, iterated_power='auto', n_components=4, random_state=None, svd_solver='auto', tol=0.0, whiten=False)
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P662;0;1;2;3
0;203.06372949779677;-11.987863347666403;1.130542949301484;-27.73553755996305
0;217.9557285604732;-19.50237719841375;-8.81711600662018;3.026283305664509
0;232.6196859463828;-28.73566634792854;-25.089561746182;29.685145034304867
0;251.07962289700328;-28.354366427968944;11.323904400346867;1.0700299968713654
0;236.98741922637745;-18.168700900387762;-19.10692939314155;-44.02445970389326
0;229.38375305428508;-14.477015339184831;-28.626687746293673;-8.950115729778641
0;245.69545184903745;-26.00755564112544;-11.752239875356256;-10.988870084070786
0;235.62657688266805;-20.158465330576075;39.59430751531463;-19.428080856142042
0;251.40528060764504;-18.521509562318517;17.84851714034112;-24.238853886888855
0;242.07550644759647;-15.129801118253134;4.04535783038185;-9.850158601306584
0;252.4888155588765;-25.034337428887103;10.37864356156342;8.113794347971522
0;236.86036748729754;-16.324998396437696;-36.89174454755746;-7.453548551761459
0;248.677028008758;-14.517845459702162;2.084326915486161;23.00535200863978
0;243.2450268181713;-16.983935030886254;6.132859201611712;-5.294205566515528
0;250.6728442496681;-13.94896415151269;3.9457966664755086;14.035978588389243
0;260.7959705058348;-8.703566522331352;-3.5753777847026;-14.151653641905108
0;263.538490185836;-15.581779295154291;-8.165473958757445;-32.573589134528575
0;249.4364550727663;4.237889230821166;-41.94819408481363;16.361746548702808
0;255.0890102937008;-7.229559593880775;44.85165602034401;9.438477035907088
0;238.82479813522613;2.6728632191803796;-27.33384354796146;-26.413360518762484
0;250.9731500422691;10.644213777604438;-19.894816239000892;50.457827905978796
0;235.51357199049153;10.420023667120518;1.236772291631316;20.1800458072361
0;240.81930983525527;22.69737629340653;-14.037223114541408;31.26848643278221
0;230.18000618110958;45.610887473145716;2.7178621056311623;1.534406177981464
0;221.79916923723275;91.44314284968007;11.211383894627602;17.78806705089202
0;142.12314520847428;108.03925343942444;-12.84633802585753;-14.882216080262982
0;109.78552221257257;-18.143504373712343;-0.3622033902991263;-13.310638828822379
0;120.7491551921748;-22.791902725279485;-9.152283729472913;2.601835630381661
0;134.263151369579;-18.959974466045484;-12.761562426690762;5.377697295285046
0;132.22760067825155;-16.833519632441003;8.199517495501047;17.976335482278888
0;145.89836222801512;-20.316751096784774;31.12693293402308;-7.1463442234843155
0;140.7856180885548;-17.753227501431933;16.850646531765232;5.9153733125621715
0;152.08022466614142;-24.18729345556201;10.760315924122297;8.45710702798392
0;156.5517869004972;-21.076798122395726;23.164492599551252;-16.879720080523885
0;159.16001752861425;-14.556333810510454;10.040981957358257;0.394776452451254
0;157.81543439930388;-20.484199779515464;-9.685856452850219;10.416456149292484
0;160.650966967826;-23.356683059298906;-4.779801794208238;10.461700097378683
0;161.7925933709422;-7.661100707980338;-15.462831904066537;12.6841232340483
0;172.90095876434285;-23.104207686706328;8.34349491996715;4.774762273521078
0;157.64989604489963;-11.107487894361611;2.58600007044406;-6.870582593310474
1;167.9373962740205;-10.430325533029693;-19.75563553993664;-13.608772059055624
0;170.60473938178913;-9.277767839942562;-6.362152845886013;-3.7395544798711535
0;178.51653848729993;-3.118729810436467;-15.003162506184276;-10.911122118749226
0;173.34905254168586;-0.16596339284290207;-19.352812362671514;3.0536243086953516
0;175.92502049455217;-5.693190116206966;8.663049673011898;-10.108821501928825
0;182.59581641911288;-10.450208544657094;21.431719977124015;9.717947767639055
1;189.67716844962905;-2.374811276800041;30.609905301747727;12.307501023812542
0;184.197091116204;8.605179220626749;19.53210374487673;15.39743410301891
1;179.64713394073962;11.615142646886241;-10.471979331742693;-1.4874772308604733
0;176.06547330813024;37.174220518761864;14.494568474836136;13.496778940679706
0;160.66557652871595;68.84269125927636;3.051097545726881;-8.639942265990074
1;126.0196726741069;126.31179117895236;-0.36818816129956;-17.721784703425794
0;-7.57603519375389;-25.74438881121621;1.3705151786853726;3.892012939983037
1;451.5332264919661;71.87350922254247;16.628699381551606;-5.190305204496823
0;-206.31226514572904;-0.1217772121903803;-0.15483909346431737;-1.2141620463683984
0;-205.88962694417074;-0.4088836650641222;-0.5030791809868007;0.06460509946475448
0;-205.38583576302912;-0.5872544358771437;-1.2073692869016988;1.082539017741484
0;-204.8431909765414;-0.48437757698993544;0.27368482325266946;2.4393940601380504e-05
0;-205.1835308662649;-0.1238997238223599;-0.8541825307491069;-1.9764701708698806
0;-205.39053311038546;0.08521761047446187;-1.4479317499083333;-0.36682710850095057
0;-204.8694205460186;-0.3519836390371089;-0.49083822209216255;-0.6223861500044902
0;-205.23155566070915;-0.14831390323378071;1.3939737520292914;-0.8971166320106321
0;-204.79452363797893;-0.11202829255760836;0.5646517043810346;-0.9604462565810696
0;-205.0376856879223;-0.0310562473515652;0.044533379586147226;-0.6278847859537254
0;-204.72738847793673;-0.37494360439892066;0.23792942361807667;0.2057076656895789
0;-205.04126987880915;0.017502944055896533;-1.71578741760243;-0.4240412693017221
0;-204.83274158821405;0.12716957847565996;0.06830955604879198;0.7353385979737268
0;-205.042578996353;0.015877233327809086;0.13876899974024043;-0.29202373981908897
0;-204.72774093138187;0.31647465846771644;0.08249945990488335;0.5358097973580678
0;-204.4139227552045;0.3899916751930894;-0.1746667216125391;-0.7823562662632786
0;-204.3619337360687;0.013622055633955337;-0.4980232920601654;-1.414852092292623
0;-204.75826580453034;0.8364738895763446;-1.7346904636922373;0.5406863427634155
0;-204.6130446292679;0.5487014181781472;1.6619284327446697;0.23565157815939866
0;-205.1495379408162;0.7736229326783705;-1.2812796651575804;-1.0943795903387246
0;-204.81652954065603;0.9348639476236018;-0.7722885861577146;2.0416427566901825
0;-205.19276356557765;1.2294946496498425;0.009103398087033986;0.8676638192857269
0;-204.99115499247318;1.7634485117274505;-0.6771556289868828;1.3211698860669314
0;-205.26168829597475;2.720904527031573;0.13821994929636627;-0.027166959072857978
0;-205.26855201872647;4.709114882840788;0.6850504387658298;0.7382237281863483
0;-207.72911485324047;5.338946691636811;-0.25058191665565527;-0.9160526390621954
0;-209.6360061293466;-0.670698897700501;0.05661241805365922;-0.38758632958218353
0;-209.1757505692425;-0.8153917006809069;-0.49939175859209173;0.1794946663735354
0;-208.8012032550798;-0.7570957364870233;-0.624911930158704;0.2308430864715783
0;-208.88799019855605;-0.5781665664687239;0.18978290558987473;0.8363413593878809
0;-208.4130055922768;-0.6198032641606035;1.1221931209303357;-0.20529746643082517
0;-208.53673445652453;-0.4485848985010511;0.6900804826652751;0.4098095195227674
0;-208.21863454427347;-0.6742836263348881;0.38042261120465526;0.39930519953544047
0;-208.0385938267849;-0.5050558025037102;0.8924464992652473;-0.6699685983735553
0;-207.86817653397696;-0.2436015271713368;0.4007231653608642;0.01425824813414854
0;-207.84912482168775;-0.4406743639610187;-0.3531991866298203;0.4933217382809682
0;-207.8851677492616;-0.6083285885558428;-0.18147832609939388;0.3472012809379619
0;-207.78674963711777;-0.005487431303562189;-0.6084705801628505;0.4904949357838761
0;-207.4739688751205;-0.3606346533555383;0.3205889618219154;0.23786548274459995
0;-207.9919183477125;-0.1596162496287289;0.13887461754072586;-0.2741791881817322
1;-207.64325272918526;0.011232168849834046;-0.8487180326924585;-0.6024073073931965
0;-207.55708594999814;0.01909539364213539;-0.3098752857273259;-0.12333553732918917
0;-207.29444699200576;0.3078436721388061;-0.5365755556493579;-0.3313880606645442
0;-207.4366864135234;0.3861430557979203;-0.664074890272645;0.14237746146199307
0;-207.31139442165568;0.336041798526122;0.4168810378113127;-0.1938877014711968
0;-207.09610738274444;0.19590325306124556;0.9040595786173843;0.5192047610004535
1;-206.89491832034398;0.6017446728413453;1.4199182708762084;0.47995308402040543
0;-207.02472576190564;1.0077221005608576;0.9491977728658407;0.66095523064339
1;-207.12579002513243;1.1115755466400798;-0.2754040493093968;0.0327875916120852
0;-207.04763617943027;2.4605002837553704;0.7724573095889011;0.6791349741011953
0;-207.3839624060437;3.7175429313024053;0.42166602937863096;-0.5259590170130969
1;-208.15364564323585;6.423662255992875;0.5382995650410647;-0.8836274644885286
