# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; sales transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; P642
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# name_prefix; transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_granger__graph(n_components=5)
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P642;P380;P11;P608;P433;P781
5.0;0.0;15.0;1.0;2.0;9.0
3.0;0.0;7.0;1.0;4.0;13.0
4.0;0.0;15.0;0.0;5.0;15.0
2.0;0.0;14.0;0.0;3.0;15.0
2.0;0.0;17.0;0.0;2.0;16.0
2.0;0.0;7.0;0.0;2.0;17.0
4.0;0.0;10.0;1.0;1.0;14.0
2.0;0.0;16.0;0.0;5.0;15.0
5.0;0.0;11.0;1.0;3.0;15.0
2.0;0.0;8.0;0.0;5.0;19.0
3.0;0.0;8.0;0.0;6.0;19.0
5.0;0.0;10.0;1.0;5.0;16.0
5.0;0.0;10.0;0.0;2.0;13.0
1.0;0.0;12.0;0.0;7.0;16.0
3.0;0.0;10.0;0.0;4.0;19.0
7.0;0.0;16.0;1.0;5.0;22.0
3.0;0.0;13.0;0.0;2.0;18.0
3.0;0.0;10.0;0.0;3.0;20.0
2.0;0.0;13.0;1.0;3.0;11.0
7.0;0.0;13.0;0.0;3.0;18.0
4.0;0.0;18.0;0.0;2.0;23.0
3.0;0.0;12.0;0.0;5.0;19.0
5.0;0.0;15.0;0.0;10.0;23.0
6.0;0.0;9.0;0.0;8.0;25.0
6.0;0.0;8.0;1.0;6.0;27.0
7.0;0.0;5.0;1.0;5.0;18.0
2.0;0.0;11.0;0.0;1.0;10.0
2.0;0.0;8.0;0.0;1.0;11.0
0.0;0.0;9.0;0.0;2.0;15.0
5.0;0.0;10.0;0.0;4.0;17.0
3.0;0.0;7.0;0.0;3.0;13.0
3.0;0.0;12.0;0.0;4.0;10.0
2.0;0.0;12.0;1.0;3.0;10.0
2.0;0.0;9.0;0.0;3.0;10.0
4.0;0.0;16.0;0.0;3.0;10.0
1.0;0.0;11.0;0.0;4.0;12.0
1.0;0.0;12.0;0.0;3.0;15.0
4.0;0.0;10.0;1.0;2.0;11.0
4.0;0.0;6.0;0.0;10.0;19.0
4.0;0.0;19.0;0.0;7.0;15.0
1.0;0.0;6.0;0.0;2.0;26.0
1.0;0.0;12.0;0.0;1.0;20.0
3.0;0.0;11.0;0.0;2.0;16.0
4.0;0.0;16.0;2.0;5.0;11.0
2.0;0.0;12.0;0.0;6.0;19.0
4.0;0.0;11.0;1.0;2.0;12.0
2.0;0.0;13.0;0.0;3.0;11.0
3.0;0.0;8.0;1.0;4.0;20.0
4.0;0.0;17.0;3.0;3.0;20.0
8.0;1.0;10.0;0.0;7.0;17.0
2.0;0.0;10.0;0.0;3.0;20.0
5.0;2.0;21.0;5.0;16.0;30.0
0.0;0.0;5.0;0.0;1.0;9.0
8.0;2.0;21.0;5.0;16.0;30.0
0.63;0.0;0.63;0.2;0.07;0.0
0.38;0.0;0.13;0.2;0.2;0.19
0.5;0.0;0.63;0.0;0.27;0.29
0.25;0.0;0.56;0.0;0.13;0.29
0.25;0.0;0.75;0.0;0.07;0.33
0.25;0.0;0.13;0.0;0.07;0.38
0.5;0.0;0.31;0.2;0.0;0.24
0.25;0.0;0.69;0.0;0.27;0.29
0.63;0.0;0.38;0.2;0.13;0.29
0.25;0.0;0.19;0.0;0.27;0.48
0.38;0.0;0.19;0.0;0.33;0.48
0.63;0.0;0.31;0.2;0.27;0.33
0.63;0.0;0.31;0.0;0.07;0.19
0.13;0.0;0.44;0.0;0.4;0.33
0.38;0.0;0.31;0.0;0.2;0.48
0.88;0.0;0.69;0.2;0.27;0.62
0.38;0.0;0.5;0.0;0.07;0.43
0.38;0.0;0.31;0.0;0.13;0.52
0.25;0.0;0.5;0.2;0.13;0.1
0.88;0.0;0.5;0.0;0.13;0.43
0.5;0.0;0.81;0.0;0.07;0.67
0.38;0.0;0.44;0.0;0.27;0.48
0.63;0.0;0.63;0.0;0.6;0.67
0.75;0.0;0.25;0.0;0.47;0.76
0.75;0.0;0.19;0.2;0.33;0.86
0.88;0.0;0.0;0.2;0.27;0.43
0.25;0.0;0.38;0.0;0.0;0.05
0.25;0.0;0.19;0.0;0.0;0.1
0.0;0.0;0.25;0.0;0.07;0.29
0.63;0.0;0.31;0.0;0.2;0.38
0.38;0.0;0.13;0.0;0.13;0.19
0.38;0.0;0.44;0.0;0.2;0.05
0.25;0.0;0.44;0.2;0.13;0.05
0.25;0.0;0.25;0.0;0.13;0.05
0.5;0.0;0.69;0.0;0.13;0.05
0.13;0.0;0.38;0.0;0.2;0.14
0.13;0.0;0.44;0.0;0.13;0.29
0.5;0.0;0.31;0.2;0.07;0.1
0.5;0.0;0.06;0.0;0.6;0.48
0.5;0.0;0.88;0.0;0.4;0.29
0.13;0.0;0.06;0.0;0.07;0.81
0.13;0.0;0.44;0.0;0.0;0.52
0.38;0.0;0.38;0.0;0.07;0.33
0.5;0.0;0.69;0.4;0.27;0.1
0.25;0.0;0.44;0.0;0.33;0.48
0.5;0.0;0.38;0.2;0.07;0.14
0.25;0.0;0.5;0.0;0.13;0.1
0.38;0.0;0.19;0.2;0.2;0.52
0.5;0.0;0.75;0.6;0.13;0.52
1.0;0.5;0.31;0.0;0.4;0.38
0.25;0.0;0.31;0.0;0.13;0.52
0.63;1.0;1.0;1.0;1.0;1.0
