# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; sales transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; P181
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# name_prefix; transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_te__jdit_graph(n_components=5)
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P181;P431;P814;P509;P586;P124
32.0;3.0;4.0;9.0;7.0;4.0
44.0;6.0;2.0;5.0;2.0;6.0
31.0;4.0;2.0;5.0;4.0;0.0
38.0;2.0;6.0;2.0;6.0;7.0
37.0;5.0;0.0;9.0;8.0;4.0
36.0;6.0;4.0;3.0;8.0;3.0
30.0;8.0;7.0;13.0;7.0;5.0
42.0;8.0;8.0;4.0;3.0;4.0
49.0;8.0;3.0;5.0;3.0;2.0
46.0;7.0;2.0;7.0;8.0;7.0
26.0;8.0;6.0;4.0;6.0;11.0
31.0;7.0;9.0;6.0;4.0;6.0
39.0;13.0;5.0;7.0;4.0;8.0
47.0;4.0;4.0;6.0;4.0;4.0
43.0;1.0;5.0;7.0;13.0;4.0
50.0;5.0;3.0;4.0;3.0;10.0
35.0;6.0;4.0;7.0;6.0;5.0
37.0;8.0;3.0;6.0;8.0;3.0
32.0;9.0;6.0;4.0;4.0;4.0
31.0;9.0;5.0;4.0;8.0;3.0
29.0;8.0;5.0;8.0;5.0;4.0
45.0;11.0;3.0;6.0;10.0;3.0
33.0;10.0;3.0;5.0;7.0;4.0
35.0;9.0;12.0;12.0;9.0;6.0
29.0;12.0;9.0;11.0;13.0;8.0
16.0;11.0;7.0;4.0;14.0;6.0
34.0;1.0;3.0;5.0;6.0;4.0
28.0;5.0;6.0;2.0;4.0;0.0
30.0;4.0;5.0;4.0;7.0;1.0
30.0;4.0;3.0;4.0;5.0;2.0
17.0;4.0;7.0;4.0;7.0;7.0
32.0;2.0;4.0;3.0;4.0;5.0
37.0;3.0;3.0;3.0;4.0;3.0
31.0;7.0;6.0;6.0;8.0;6.0
24.0;1.0;3.0;6.0;5.0;6.0
34.0;9.0;8.0;6.0;2.0;4.0
33.0;4.0;1.0;4.0;3.0;1.0
38.0;4.0;2.0;6.0;5.0;1.0
35.0;5.0;3.0;7.0;4.0;6.0
28.0;6.0;4.0;7.0;4.0;6.0
34.0;5.0;3.0;4.0;7.0;5.0
28.0;1.0;8.0;4.0;8.0;4.0
32.0;6.0;6.0;5.0;3.0;4.0
24.0;8.0;7.0;3.0;2.0;11.0
28.0;4.0;3.0;5.0;6.0;2.0
22.0;5.0;4.0;4.0;2.0;3.0
24.0;6.0;4.0;9.0;7.0;8.0
26.0;5.0;8.0;5.0;5.0;3.0
33.0;5.0;4.0;7.0;4.0;2.0
25.0;7.0;16.0;5.0;5.0;2.0
40.0;6.0;7.0;7.0;12.0;9.0
15.0;14.0;11.0;6.0;11.0;4.0
15.0;1.0;0.0;2.0;2.0;0.0
50.0;14.0;16.0;13.0;14.0;11.0
0.49;0.15;0.25;0.64;0.42;0.36
0.83;0.38;0.13;0.27;0.0;0.55
0.46;0.23;0.13;0.27;0.17;0.0
0.66;0.08;0.38;0.0;0.33;0.64
0.63;0.31;0.0;0.64;0.5;0.36
0.6;0.38;0.25;0.09;0.5;0.27
0.43;0.54;0.44;1.0;0.42;0.45
0.77;0.54;0.5;0.18;0.08;0.36
0.97;0.54;0.19;0.27;0.08;0.18
0.89;0.46;0.13;0.45;0.5;0.64
0.31;0.54;0.38;0.18;0.33;1.0
0.46;0.46;0.56;0.36;0.17;0.55
0.69;0.92;0.31;0.45;0.17;0.73
0.91;0.23;0.25;0.36;0.17;0.36
0.8;0.0;0.31;0.45;0.92;0.36
1.0;0.31;0.19;0.18;0.08;0.91
0.57;0.38;0.25;0.45;0.33;0.45
0.63;0.54;0.19;0.36;0.5;0.27
0.49;0.62;0.38;0.18;0.17;0.36
0.46;0.62;0.31;0.18;0.5;0.27
0.4;0.54;0.31;0.55;0.25;0.36
0.86;0.77;0.19;0.36;0.67;0.27
0.51;0.69;0.19;0.27;0.42;0.36
0.57;0.62;0.75;0.91;0.58;0.55
0.4;0.85;0.56;0.82;0.92;0.73
0.03;0.77;0.44;0.18;1.0;0.55
0.54;0.0;0.19;0.27;0.33;0.36
0.37;0.31;0.38;0.0;0.17;0.0
0.43;0.23;0.31;0.18;0.42;0.09
0.43;0.23;0.19;0.18;0.25;0.18
0.06;0.23;0.44;0.18;0.42;0.64
0.49;0.08;0.25;0.09;0.17;0.45
0.63;0.15;0.19;0.09;0.17;0.27
0.46;0.46;0.38;0.36;0.5;0.55
0.26;0.0;0.19;0.36;0.25;0.55
0.54;0.62;0.5;0.36;0.0;0.36
0.51;0.23;0.06;0.18;0.08;0.09
0.66;0.23;0.13;0.36;0.25;0.09
0.57;0.31;0.19;0.45;0.17;0.55
0.37;0.38;0.25;0.45;0.17;0.55
0.54;0.31;0.19;0.18;0.42;0.45
0.37;0.0;0.5;0.18;0.5;0.36
0.49;0.38;0.38;0.27;0.08;0.36
0.26;0.54;0.44;0.09;0.0;1.0
0.37;0.23;0.19;0.27;0.33;0.18
0.2;0.31;0.25;0.18;0.0;0.27
0.26;0.38;0.25;0.64;0.42;0.73
0.31;0.31;0.5;0.27;0.25;0.27
0.51;0.31;0.25;0.45;0.17;0.18
0.29;0.46;1.0;0.27;0.25;0.18
0.71;0.38;0.44;0.45;0.83;0.82
0.0;1.0;0.69;0.36;0.75;0.36
