# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; sales transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; P536
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# name_prefix; transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_granger__graph(n_components=5)
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P536;P380;P234;P218;P11;P781
14.0;0.0;0.0;0.0;15.0;9.0
9.0;0.0;0.0;0.0;7.0;13.0
13.0;0.0;0.0;0.0;15.0;15.0
13.0;0.0;0.0;0.0;14.0;15.0
3.0;0.0;1.0;0.0;17.0;16.0
21.0;0.0;0.0;0.0;7.0;17.0
12.0;0.0;0.0;0.0;10.0;14.0
11.0;0.0;0.0;1.0;16.0;15.0
12.0;0.0;0.0;0.0;11.0;15.0
9.0;0.0;0.0;0.0;8.0;19.0
6.0;0.0;0.0;0.0;8.0;19.0
12.0;0.0;0.0;0.0;10.0;16.0
11.0;0.0;0.0;0.0;10.0;13.0
13.0;0.0;0.0;0.0;12.0;16.0
9.0;0.0;0.0;0.0;10.0;19.0
14.0;0.0;0.0;0.0;16.0;22.0
18.0;0.0;0.0;0.0;13.0;18.0
15.0;0.0;0.0;0.0;10.0;20.0
13.0;0.0;0.0;0.0;13.0;11.0
10.0;0.0;0.0;0.0;13.0;18.0
7.0;0.0;0.0;0.0;18.0;23.0
14.0;0.0;1.0;0.0;12.0;19.0
20.0;0.0;0.0;0.0;15.0;23.0
19.0;0.0;0.0;0.0;9.0;25.0
16.0;0.0;0.0;0.0;8.0;27.0
15.0;0.0;0.0;0.0;5.0;18.0
11.0;0.0;0.0;0.0;11.0;10.0
4.0;0.0;0.0;0.0;8.0;11.0
7.0;0.0;0.0;0.0;9.0;15.0
8.0;0.0;0.0;0.0;10.0;17.0
9.0;0.0;0.0;0.0;7.0;13.0
9.0;0.0;0.0;0.0;12.0;10.0
10.0;0.0;0.0;0.0;12.0;10.0
10.0;0.0;0.0;0.0;9.0;10.0
17.0;0.0;0.0;0.0;16.0;10.0
8.0;0.0;0.0;0.0;11.0;12.0
11.0;0.0;0.0;0.0;12.0;15.0
4.0;0.0;0.0;0.0;10.0;11.0
15.0;0.0;0.0;0.0;6.0;19.0
5.0;0.0;0.0;1.0;19.0;15.0
11.0;0.0;0.0;0.0;6.0;26.0
10.0;0.0;0.0;0.0;12.0;20.0
15.0;0.0;0.0;0.0;11.0;16.0
4.0;0.0;0.0;0.0;16.0;11.0
11.0;0.0;0.0;0.0;12.0;19.0
9.0;0.0;0.0;0.0;11.0;12.0
11.0;0.0;0.0;0.0;13.0;11.0
6.0;0.0;0.0;0.0;8.0;20.0
15.0;0.0;0.0;1.0;17.0;20.0
15.0;1.0;0.0;0.0;10.0;17.0
17.0;0.0;2.0;0.0;10.0;20.0
22.0;2.0;0.0;2.0;21.0;30.0
3.0;0.0;0.0;0.0;5.0;9.0
22.0;2.0;2.0;2.0;21.0;30.0
0.58;0.0;0.0;0.0;0.63;0.0
0.32;0.0;0.0;0.0;0.13;0.19
0.53;0.0;0.0;0.0;0.63;0.29
0.53;0.0;0.0;0.0;0.56;0.29
0.0;0.0;0.5;0.0;0.75;0.33
0.95;0.0;0.0;0.0;0.13;0.38
0.47;0.0;0.0;0.0;0.31;0.24
0.42;0.0;0.0;0.5;0.69;0.29
0.47;0.0;0.0;0.0;0.38;0.29
0.32;0.0;0.0;0.0;0.19;0.48
0.16;0.0;0.0;0.0;0.19;0.48
0.47;0.0;0.0;0.0;0.31;0.33
0.42;0.0;0.0;0.0;0.31;0.19
0.53;0.0;0.0;0.0;0.44;0.33
0.32;0.0;0.0;0.0;0.31;0.48
0.58;0.0;0.0;0.0;0.69;0.62
0.79;0.0;0.0;0.0;0.5;0.43
0.63;0.0;0.0;0.0;0.31;0.52
0.53;0.0;0.0;0.0;0.5;0.1
0.37;0.0;0.0;0.0;0.5;0.43
0.21;0.0;0.0;0.0;0.81;0.67
0.58;0.0;0.5;0.0;0.44;0.48
0.89;0.0;0.0;0.0;0.63;0.67
0.84;0.0;0.0;0.0;0.25;0.76
0.68;0.0;0.0;0.0;0.19;0.86
0.63;0.0;0.0;0.0;0.0;0.43
0.42;0.0;0.0;0.0;0.38;0.05
0.05;0.0;0.0;0.0;0.19;0.1
0.21;0.0;0.0;0.0;0.25;0.29
0.26;0.0;0.0;0.0;0.31;0.38
0.32;0.0;0.0;0.0;0.13;0.19
0.32;0.0;0.0;0.0;0.44;0.05
0.37;0.0;0.0;0.0;0.44;0.05
0.37;0.0;0.0;0.0;0.25;0.05
0.74;0.0;0.0;0.0;0.69;0.05
0.26;0.0;0.0;0.0;0.38;0.14
0.42;0.0;0.0;0.0;0.44;0.29
0.05;0.0;0.0;0.0;0.31;0.1
0.63;0.0;0.0;0.0;0.06;0.48
0.11;0.0;0.0;0.5;0.88;0.29
0.42;0.0;0.0;0.0;0.06;0.81
0.37;0.0;0.0;0.0;0.44;0.52
0.63;0.0;0.0;0.0;0.38;0.33
0.05;0.0;0.0;0.0;0.69;0.1
0.42;0.0;0.0;0.0;0.44;0.48
0.32;0.0;0.0;0.0;0.38;0.14
0.42;0.0;0.0;0.0;0.5;0.1
0.16;0.0;0.0;0.0;0.19;0.52
0.63;0.0;0.0;0.5;0.75;0.52
0.63;0.5;0.0;0.0;0.31;0.38
0.74;0.0;1.0;0.0;0.31;0.52
1.0;1.0;0.0;1.0;1.0;1.0
