# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; sales transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; P131
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# name_prefix; transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_granger__graph(n_components=5)
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P131;P380;P433;P234;P218;P608
29.0;0.0;2.0;0.0;0.0;1.0
32.0;0.0;4.0;0.0;0.0;1.0
32.0;0.0;5.0;0.0;0.0;0.0
35.0;0.0;3.0;0.0;0.0;0.0
49.0;0.0;2.0;1.0;0.0;0.0
38.0;0.0;2.0;0.0;0.0;0.0
34.0;0.0;1.0;0.0;0.0;1.0
43.0;0.0;5.0;0.0;1.0;0.0
39.0;0.0;3.0;0.0;0.0;1.0
31.0;0.0;5.0;0.0;0.0;0.0
45.0;0.0;6.0;0.0;0.0;0.0
38.0;0.0;5.0;0.0;0.0;1.0
40.0;0.0;2.0;0.0;0.0;0.0
40.0;0.0;7.0;0.0;0.0;0.0
42.0;0.0;4.0;0.0;0.0;0.0
45.0;0.0;5.0;0.0;0.0;1.0
34.0;0.0;2.0;0.0;0.0;0.0
37.0;0.0;3.0;0.0;0.0;0.0
38.0;0.0;3.0;0.0;0.0;1.0
43.0;0.0;3.0;0.0;0.0;0.0
41.0;0.0;2.0;0.0;0.0;0.0
32.0;0.0;5.0;1.0;0.0;0.0
36.0;0.0;10.0;0.0;0.0;0.0
35.0;0.0;8.0;0.0;0.0;0.0
36.0;0.0;6.0;0.0;0.0;1.0
28.0;0.0;5.0;0.0;0.0;1.0
32.0;0.0;1.0;0.0;0.0;0.0
27.0;0.0;1.0;0.0;0.0;0.0
30.0;0.0;2.0;0.0;0.0;0.0
26.0;0.0;4.0;0.0;0.0;0.0
35.0;0.0;3.0;0.0;0.0;0.0
19.0;0.0;4.0;0.0;0.0;0.0
31.0;0.0;3.0;0.0;0.0;1.0
24.0;0.0;3.0;0.0;0.0;0.0
40.0;0.0;3.0;0.0;0.0;0.0
33.0;0.0;4.0;0.0;0.0;0.0
28.0;0.0;3.0;0.0;0.0;0.0
32.0;0.0;2.0;0.0;0.0;1.0
28.0;0.0;10.0;0.0;0.0;0.0
22.0;0.0;7.0;0.0;1.0;0.0
39.0;0.0;2.0;0.0;0.0;0.0
25.0;0.0;1.0;0.0;0.0;0.0
32.0;0.0;2.0;0.0;0.0;0.0
30.0;0.0;5.0;0.0;0.0;2.0
32.0;0.0;6.0;0.0;0.0;0.0
38.0;0.0;2.0;0.0;0.0;1.0
31.0;0.0;3.0;0.0;0.0;0.0
29.0;0.0;4.0;0.0;0.0;1.0
37.0;0.0;3.0;0.0;1.0;3.0
30.0;1.0;7.0;0.0;0.0;0.0
19.0;0.0;3.0;2.0;0.0;0.0
24.0;2.0;16.0;0.0;2.0;5.0
19.0;0.0;1.0;0.0;0.0;0.0
49.0;2.0;16.0;2.0;2.0;5.0
0.33;0.0;0.07;0.0;0.0;0.2
0.43;0.0;0.2;0.0;0.0;0.2
0.43;0.0;0.27;0.0;0.0;0.0
0.53;0.0;0.13;0.0;0.0;0.0
1.0;0.0;0.07;0.5;0.0;0.0
0.63;0.0;0.07;0.0;0.0;0.0
0.5;0.0;0.0;0.0;0.0;0.2
0.8;0.0;0.27;0.0;0.5;0.0
0.67;0.0;0.13;0.0;0.0;0.2
0.4;0.0;0.27;0.0;0.0;0.0
0.87;0.0;0.33;0.0;0.0;0.0
0.63;0.0;0.27;0.0;0.0;0.2
0.7;0.0;0.07;0.0;0.0;0.0
0.7;0.0;0.4;0.0;0.0;0.0
0.77;0.0;0.2;0.0;0.0;0.0
0.87;0.0;0.27;0.0;0.0;0.2
0.5;0.0;0.07;0.0;0.0;0.0
0.6;0.0;0.13;0.0;0.0;0.0
0.63;0.0;0.13;0.0;0.0;0.2
0.8;0.0;0.13;0.0;0.0;0.0
0.73;0.0;0.07;0.0;0.0;0.0
0.43;0.0;0.27;0.5;0.0;0.0
0.57;0.0;0.6;0.0;0.0;0.0
0.53;0.0;0.47;0.0;0.0;0.0
0.57;0.0;0.33;0.0;0.0;0.2
0.3;0.0;0.27;0.0;0.0;0.2
0.43;0.0;0.0;0.0;0.0;0.0
0.27;0.0;0.0;0.0;0.0;0.0
0.37;0.0;0.07;0.0;0.0;0.0
0.23;0.0;0.2;0.0;0.0;0.0
0.53;0.0;0.13;0.0;0.0;0.0
0.0;0.0;0.2;0.0;0.0;0.0
0.4;0.0;0.13;0.0;0.0;0.2
0.17;0.0;0.13;0.0;0.0;0.0
0.7;0.0;0.13;0.0;0.0;0.0
0.47;0.0;0.2;0.0;0.0;0.0
0.3;0.0;0.13;0.0;0.0;0.0
0.43;0.0;0.07;0.0;0.0;0.2
0.3;0.0;0.6;0.0;0.0;0.0
0.1;0.0;0.4;0.0;0.5;0.0
0.67;0.0;0.07;0.0;0.0;0.0
0.2;0.0;0.0;0.0;0.0;0.0
0.43;0.0;0.07;0.0;0.0;0.0
0.37;0.0;0.27;0.0;0.0;0.4
0.43;0.0;0.33;0.0;0.0;0.0
0.63;0.0;0.07;0.0;0.0;0.2
0.4;0.0;0.13;0.0;0.0;0.0
0.33;0.0;0.2;0.0;0.0;0.2
0.6;0.0;0.13;0.0;0.5;0.6
0.37;0.5;0.4;0.0;0.0;0.0
0.0;0.0;0.13;1.0;0.0;0.0
0.17;1.0;1.0;0.0;1.0;1.0
