# max_attributes; 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; sales transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; P784
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# name_prefix; transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; dm_PCA(copy=True, iterated_power='auto', n_components=3, random_state=None, svd_solver='auto', tol=0.0, whiten=False)
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P784;0;1;2
3.0;203.0637294977968;-11.987810737022418;1.7085400344366228
1.0;217.9557285604728;-19.50236163865669;-8.62578078840711
2.0;232.61968594638208;-28.735682194320233;-26.529500743476643
1.0;251.07962289700268;-28.354411690548265;13.442882060606683
3.0;236.98741922637697;-18.168541443752982;-20.260384078705357
4.0;229.38375305428482;-14.47705276285082;-26.038515353672267
3.0;245.69545184903717;-26.00769393206648;-10.533126955037906
4.0;235.62657688266768;-20.158702030868234;39.90055647453266
1.0;251.40528060764467;-18.521453654927054;17.646073805728815
4.0;242.07550644759607;-15.129861788408473;4.0770718134129025
1.0;252.4888155588758;-25.034322534343183;9.699412705793776
1.0;236.86036748729714;-16.325018155158077;-34.69152366172022
1.0;248.6770280087577;-14.51789968710532;3.8053227654524475
4.0;243.24502681817108;-16.983977598461152;5.72454665609805
4.0;250.67284424966783;-13.948862058155637;4.133565814154978
6.0;260.7959705058345;-8.703608647594537;-3.8587987589438257
5.0;263.53849018583554;-15.58183014182298;-10.887777984763215
5.0;249.43645507276653;4.237766970300153;-41.723979641311296
5.0;255.08901029370074;-7.22962768184828;44.26575781046157
5.0;238.82479813522613;2.6729026139951046;-28.580182634601105
3.0;250.97315004226917;10.644196655545533;-23.31555183522655
4.0;235.51357199049153;10.420015087490293;1.1332606483000243
3.0;240.81930983525578;22.69741035671425;-12.798353493831607
2.0;230.1800061811109;45.61102218341773;3.1244265536400118
4.0;221.7991692372349;91.44314282441346;9.717940708097979
7.0;142.12314520847684;108.03915658956448;-12.877169237504106
3.0;109.78552221257215;-18.14344501046981;-0.8202612828438369
3.0;120.74915519217436;-22.79189850435262;-10.818973945758067
2.0;134.26315136957862;-18.959963212622753;-12.530214722516337
1.0;132.22760067825112;-16.83348316327552;7.8484434037585755
2.0;145.89836222801458;-20.316702232732705;32.49767355868415
3.0;140.7856180885544;-17.753125062592446;16.39526197667202
2.0;152.0802246661409;-24.187259581833903;9.30019226609244
1.0;156.55178690049672;-21.07682862295032;24.268439654602076
5.0;159.1600175286139;-14.556421908199749;8.76787898701655
4.0;157.81543439930337;-20.48421252093807;-9.625934668777134
3.0;160.65096696782558;-23.356590201072628;-6.008829075125674
3.0;161.7925933709421;-7.6609997658186995;-14.55756419635381
4.0;172.9009587643423;-23.10422887132311;8.610724184902399
1.0;157.64989604489944;-11.10747831068004;2.788203878179548
4.0;167.93739627402022;-10.430284755139382;-18.4708366546381
4.0;170.60473938178905;-9.277669805254893;-5.423388360024275
4.0;178.5165384872999;-3.118691589885632;-16.3116167282273
5.0;173.34905254168586;-0.16600066075643058;-17.75549095185063
2.0;175.92502049455214;-5.693225704599912;5.988080356077887
6.0;182.59581641911274;-10.450236255209028;20.18062660082592
3.0;189.677168449629;-2.3747918235501704;30.950117191957414
7.0;184.19709111620418;8.60533153417701;20.531021692741568
1.0;179.64713394073982;11.615084924729445;-8.834266658923505
5.0;176.065473308131;37.174159130214285;14.399621915404147
8.0;160.66557652871762;68.84278602010426;5.432706359802695
4.0;126.01967267410986;126.31178446757886;-1.2054135696949597
1.0;-7.576035193754494;-25.74437641939038;0.9757835519334238
8.0;451.5332264919681;71.87349809329432;17.05860875814581
0.29;-206.3122651457291;-0.12177749911939992;-0.13124824586511555
0.0;-205.8896269441707;-0.4088859150818078;-0.4744755623850858
0.14;-205.3858357630293;-0.5872577795348592;-1.2631265427394374
0.0;-204.8431909765415;-0.48438233206008935;0.37120524130997956
0.29;-205.18353086626496;-0.123894716692721;-0.8969667601949453
0.43;-205.3905331103855;0.08521297333276052;-1.3113895222511776
0.29;-204.86942054601872;-0.3519924673631727;-0.4232432830728048
0.43;-205.2315556607092;-0.14832719334241434;1.4109769782659838
0.0;-204.794523637979;-0.11202829375314287;0.5572544742165859
0.43;-205.0376856879224;-0.031061649945989474;0.05083960795766372
0.0;-204.7273884779366;-0.37494592021459705;0.2116389100770183
0.0;-205.04126987880915;0.01749972502884623;-1.6023337225645935
0.0;-204.83274158821408;0.12716447188950006;0.14914638147494244
0.43;-205.0425789963531;0.01587225072997028;0.12487655964194912
0.43;-204.72774093138196;0.3164776015756278;0.11242094921809824
0.71;-204.41392275520457;0.38998719413742833;-0.17367176356337555
0.57;-204.36193373606872;0.013616991043533708;-0.5931955034416471
0.57;-204.7582658045304;0.8364656800076032;-1.7221021237126686
0.57;-204.61304462926796;0.5486956350885867;1.6521855996421755
0.57;-205.1495379408162;0.7736214673846933;-1.323910380003283
0.29;-204.8165295406562;0.9348607859409053;-0.9121518104365325
0.43;-205.19276356557768;1.2294916117611974;0.007345093791487297
0.29;-204.99115499247316;1.763447761094645;-0.6027661192532625
0.14;-205.26168829597464;2.720907723951654;0.17519058391766207
0.43;-205.26855201872647;4.709112613370199;0.6300160236780521
0.86;-207.7291148532403;5.338939719609604;-0.2125404849029972
0.29;-209.63600612934664;-0.6706988900800943;0.03451203818065205
0.29;-209.1757505692425;-0.8153934640818998;-0.5661819544988056
0.14;-208.80120325507986;-0.7570971474574273;-0.6234110092377899
0.0;-208.88799019855617;-0.5781669020938389;0.17694453679665376
0.14;-208.41300559227702;-0.6198024732287202;1.1851158631702436
0.29;-208.5367344565247;-0.44858203820916603;0.6690265725681879
0.14;-208.21863454427339;-0.6742838625755911;0.3159619953566511
0.0;-208.03859382678493;-0.505059190259821;0.961571826676086
0.57;-207.86817653397716;-0.2436083080433159;0.34067373345883084
0.43;-207.8491248216878;-0.4406772544645779;-0.34958668175151986
0.29;-207.8851677492618;-0.608326715592138;-0.2298070894151511
0.29;-207.7867496371177;-0.005484623849721353;-0.5669438946376733
0.43;-207.47396887512056;-0.3606379421749052;0.3308847176844476
0.0;-207.99191834771258;-0.15961737547351834;0.15460521605458483
0.43;-207.64325272918538;0.011231397077945108;-0.7864715580475083
0.43;-207.5570859499983;0.01909710216198003;-0.2634662881015293
0.43;-207.29444699200582;0.3078429281478533;-0.5861814575205443
0.57;-207.4366864135234;0.3861395531522164;-0.5868165421481474
0.14;-207.3113944216558;0.3360383333398272;0.30192481472759086
0.71;-207.0961073827445;0.19589947546475103;0.8556990158684498
0.29;-206.89491832034392;0.6017434179644616;1.4435239827152502
0.86;-207.0247257619057;1.0077266956867441;0.9971232653361747
0.0;-207.12579002513246;1.1115704035026803;-0.1880108530898253
0.57;-207.04763617943027;2.460494992886701;0.7816014575156911
1.0;-207.38396240604365;3.717545990084865;0.5676600201731239
0.43;-208.15364564323582;6.423660368295746;0.530767487783186
