# max_attributes; 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; sales transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; P511
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# name_prefix; transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; dm_PCA(copy=True, iterated_power='auto', n_components=5, random_state=None, svd_solver='auto', tol=0.0, whiten=False)
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P511;0;1;2;3;4
25.0;203.06372949779671;-11.98787905546787;1.4827113707804729;-28.326534549822494;-15.178957764541595
23.0;217.95572856047306;-19.50236604624754;-7.854690747064741;5.996926986085568;-11.345291148932942
30.0;232.6196859463827;-28.735608726114513;-25.152571341453157;28.91391695200816;11.641691962391027
33.0;251.0796228970033;-28.354439982987994;11.182040770389134;-1.2342217366062906;28.540004740729305
20.0;236.98741922637737;-18.168526607851955;-19.453583202388963;-40.10448785969822;13.9764844553303
27.0;229.38375305428497;-14.477128613967542;-28.27309466942897;-12.507445837607074;-0.41732442371872935
31.0;245.69545184903743;-26.007681558884197;-11.252010928317992;-15.853255082357526;-36.045896674195276
26.0;235.62657688266802;-20.158647990393522;40.82601002543549;-20.90916347603462;11.292897915739653
21.0;251.40528060764498;-18.52147639174038;18.532858687454528;-18.498287587455273;15.930460793074246
42.0;242.07550644759635;-15.129861262322944;5.067705815486425;-8.514067192655055;4.581446070065287
22.0;252.48881555887638;-25.03435357043098;9.546069581016958;5.8218606237267645;28.744158132138388
30.0;236.8603674872975;-16.325021850850572;-36.24959785615822;-10.976985363826534;6.418025326050762
33.0;248.67702800875801;-14.517946273589564;3.0518201976201342;22.404112502780336;-26.08882375958144
27.0;243.24502681817125;-16.98404319866008;6.436062748069597;-6.034923486766066;-28.676361959793564
28.0;250.67284424966806;-13.948953026828347;3.195246834200935;13.58259961538459;18.066471842190808
32.0;260.7959705058347;-8.703569883257563;-2.716522067195399;-14.760979780693972;-24.040543237219303
31.0;263.538490185836;-15.581789425328706;-9.629085315498001;-34.67328839475189;-16.268183506559865
28.0;249.43645507276622;4.237792349621252;-41.38831334389375;17.529860457898675;27.040126413555708
25.0;255.08901029370074;-7.229567528763641;45.191121463614145;8.385482951186614;-8.592068498618582
27.0;238.82479813522602;2.672944438817216;-27.382179355546718;-27.36792803408559;7.402437301789474
31.0;250.97315004226908;10.644244680091475;-20.65396220380881;51.57511956925423;-3.7201702827034664
19.0;235.5135719904913;10.419962181247149;1.0923045726365963;19.39683780655514;27.97155401474604
17.0;240.8193098352552;22.697420142101517;-13.620613439475283;33.75474243927368;-17.11102333419726
28.0;230.18000618110958;45.61095424707601;2.1178506326113373;0.9713705372895636;38.75940738140431
33.0;221.79916923723277;91.44313299415664;11.014785991971179;16.742854758164295;-16.428440553244553
38.0;142.12314520847437;108.03915784879227;-12.712756861850597;-17.509361846807973;0.5455354393288058
24.0;109.78552221257252;-18.143459853694683;-0.6519411616549127;-12.299073864829149;-1.4694493600673808
25.0;120.74915519217478;-22.791832306009628;-9.582098723237738;3.162072163008125;-5.404160125465686
24.0;134.26315136957894;-18.959916487080733;-12.578546811861942;7.830075714556715;14.219039238412178
19.0;132.22760067825155;-16.833461008368914;7.758029874237904;16.04704123498386;-6.382960347866322
22.0;145.8983622280151;-20.316679534496906;30.87167140591119;-9.054304748418387;4.299667074929306
18.0;140.78561808855488;-17.753117998502148;16.45470026027654;6.845775997315057;-22.076867641531223
25.0;152.08022466614133;-24.187227920522663;10.439069951178304;10.215214162975153;-20.608264103499348
16.0;156.55178690049718;-21.076786893971015;23.463024152100125;-14.022394636583904;25.772638444822636
18.0;159.16001752861416;-14.556387982407923;10.223096527570837;0.19299352859624289;-9.95972100468588
17.0;157.81543439930388;-20.48420596204222;-9.791876950617795;9.895116877583828;-9.627065534270354
23.0;160.650966967826;-23.356541124409137;-5.591252339023262;9.881587510004982;-25.508445833002156
20.0;161.79259337094226;-7.661061032871688;-15.8800784146912;13.587294564538311;6.012302730844421
23.0;172.90095876434273;-23.1042585861753;8.214284983114824;7.75914020050328;13.96409539356139
24.0;157.6498960448997;-11.107472394869783;1.9880137792835169;-7.219850743062051;-12.287236705715342
26.0;167.93739627402044;-10.430350998673374;-19.585296200336067;-13.159431693638387;1.3699416273161114
21.0;170.60473938178916;-9.277741459877257;-6.1026602114597805;0.03932641539517587;2.5945116821035437
22.0;178.5165384872999;-3.118673366651336;-15.757220020619126;-9.677126012884157;23.710497062293832
19.0;173.34905254168578;-0.16603890777685618;-19.35994191029864;1.3409946597262643;-15.85854044220019
21.0;175.92502049455217;-5.693152378990898;7.866561174820158;-10.856616265271306;-14.978473459969019
19.0;182.59581641911277;-10.450172304158208;21.390276642705818;11.506838546559694;16.083363449157897
22.0;189.677168449629;-2.374825027689417;30.501627701112923;11.904959943647953;11.741707896756926
21.0;184.19709111620395;8.605299652988776;19.068621126016005;15.0578352786397;-6.026405125008621
25.0;179.6471339407396;11.615095151231772;-9.870246224277311;-0.12691631087066624;-5.891417921198634
21.0;176.0654733081302;37.174165975149485;13.882356772480739;11.154485147758763;-3.259596131603797
19.0;160.66557652871603;68.8426658494433;3.538463180690939;-7.919291605144069;-9.341717951560085
28.0;126.01967267410701;126.31188791298867;-0.38505270973049216;-15.09834103365898;4.075938653314222
16.0;-7.576035193753919;-25.744372702355005;1.0859770632056154;3.4141490550318783;4.808074038611598
42.0;451.533226491966;71.87352413398494;16.75910217818685;-4.9564558129520515;-3.2935086524627244
0.35;-206.312265145729;-0.12178121749516373;-0.11809817701315845;-1.2972288835170718;-0.4769635424756505
0.27;-205.8896269441706;-0.408887138464512;-0.43560956096501624;0.12986222268789743;-0.2404368588894157
0.54;-205.38583576302915;-0.5872547665052752;-1.1902977100656122;0.9957476998351537;0.6038355758459969
0.65;-204.8431909765414;-0.4843837405865907;0.2894432314849859;-0.1474243957842827;1.297230269517595
0.15;-205.18353086626482;-0.12389460442274783;-0.8470878692315958;-1.827257872542035;0.6952559563003523
0.42;-205.39053311038538;0.08520881668027182;-1.406868657916827;-0.5868078011701275;0.14763864651388017
0.58;-204.86942054601857;-0.3519926535500245;-0.44610877132420623;-0.8863234235179032;-1.3233239056318702
0.38;-205.2315556607091;-0.14832512833063857;1.4717812963202392;-1.009641231033858;0.5765398346852251
0.19;-204.7945236379789;-0.1120297896100696;0.6138714632571535;-0.7808854578671457;0.7553652243881515
1.0;-205.03768568792228;-0.031062225619059827;0.11426388579931947;-0.6135892996734382;0.22716889514733682
0.23;-204.7273884779367;-0.3749478570949089;0.22641151620001934;0.058898624287292235;1.33031968652572
0.54;-205.04126987880903;0.017499248256797;-1.6630379087421752;-0.632908612994181;0.3202921358398972
0.65;-204.832741588214;0.12716202210886193;0.13171678504197332;0.6582493816907338;-0.9964685431883665
0.42;-205.04257899635303;0.015868440505774125;0.17809415944346563;-0.36643856831319244;-1.0261517821891937
0.46;-204.72774093138182;0.31647234467266494;0.07069510650476159;0.4659074920568058;0.834695588591207
0.62;-204.41392275520457;0.3899885457951313;-0.1083927556302016;-0.8648057169194108;-0.9374115946464688
0.58;-204.36193373606872;0.013617940107955234;-0.5328856682272419;-1.5606963993278002;-0.48638849677097923
0.46;-204.75826580453037;0.8364662280390027;-1.6855713505307441;0.5407404566305756;1.3232295448297806
0.35;-204.6130446292679;0.5486979877168103;1.7013240105096894;0.14588165661743507;-0.36021318997872137
0.42;-205.1495379408162;0.7736228728568486;-1.2590892882153932;-1.1923633355800114;0.4357002944058612
0.58;-204.8165295406561;0.9348620642613492;-0.7845168104462965;2.04262218935053;-0.012304366060601899
0.12;-205.19276356557756;1.229488530294074;0.022426995934165257;0.7911779089195428;1.3721976053398406
0.04;-204.99115499247316;1.7634479407054593;-0.6431062148667619;1.3880206359703857;-0.4952612258911738
0.46;-205.2616882959747;2.720904147062248;0.13174197952138303;-0.12210611234046878;1.6625385362147151
0.65;-205.2685520187264;4.709111854975999;0.6941125500095953;0.6559442025359324;-0.6316485539383231
0.85;-207.72911485324042;5.338939063778904;-0.2219327084723954;-1.089989957158406;0.17318886739840544
0.31;-209.63600612934655;-0.6707002077318778;0.061777894517268866;-0.3749337716683175;0.12213012186899626
0.35;-209.17575056924244;-0.8153915958664162;-0.4986266608103542;0.1781545163241736;-0.09205472384501973
0.31;-208.8012032550798;-0.7570952600531516;-0.6022393052318362;0.2983855658635434;0.7010993571188895
0.12;-208.88799019855597;-0.5781665662009099;0.18752194945833583;0.730458081443327;-0.005640352064556801
0.23;-208.4130055922768;-0.6198025283127185;1.1230542546181717;-0.3138780717849854;0.32529072074198373
0.08;-208.53673445652456;-0.4485824720334044;0.6860604108151359;0.41768870032968103;-0.7750672109721983
0.35;-208.2186345442734;-0.6742829507533084;0.3801550785567164;0.443043804162947;-0.5903949351512184
0.0;-208.03859382678488;-0.505058287977331;0.9252949488509317;-0.5900338768619855;1.0647835952998048
0.08;-207.86817653397705;-0.24360725212653642;0.4245982430817883;-0.03648194436622932;-0.3080591171591132
0.04;-207.84912482168775;-0.4406777223561101;-0.3372670974418008;0.4470533419675279;-0.27387313010828973
0.27;-207.88516774926165;-0.6083245227433004;-0.19815069867372215;0.2987476260015968;-0.9048873306460211
0.15;-207.78674963711774;-0.005487648213032719;-0.6125370452512074;0.499456844677436;0.3813116639242101
0.27;-207.47396887512053;-0.36063975847863894;0.3283631093986124;0.31819951204096586;0.6615006227779858
0.31;-207.99191834771247;-0.15961725953785083;0.12641009299109457;-0.31621511096139826;-0.30539216017163606
0.38;-207.6432527291852;0.011228210567433219;-0.8213525864893136;-0.6097815619835794;0.20429360933319857
0.19;-207.55708594999817;0.01909354503598646;-0.2776984280830363;0.010988391982929757;0.2637480760289002
0.23;-207.29444699200573;0.3078433207305963;-0.5561735005015145;-0.3258901836183492;1.0931222837948393
0.12;-207.4366864135234;0.3861376224690987;-0.6500761898436911;0.0406771621387784;-0.5007840038920409
0.19;-207.31139442165573;0.3360410575419224;0.3969590277542832;-0.25118154497493456;-0.5078631188624344
0.12;-207.09610738274444;0.19590195106939287;0.923238469752366;0.5750391164921185;0.8050531397638199
0.23;-206.89491832034392;0.6017416466988214;1.4337202201214412;0.44746193057479716;0.5150149197608337
0.19;-207.02472576190564;1.0077251162993166;0.9451922418365966;0.622548114700184;-0.024247612242534123
0.35;-207.12579002513237;1.1115712922080756;-0.22950696682924412;0.07965008991271541;-0.15728565739764463
0.19;-207.04763617943027;2.460495359863751;0.7588783187871974;0.536888067050018;-0.031038348433172977
0.12;-207.38396240604365;3.717539471957799;0.46094107488127767;-0.5153990611431863;-0.34994891699122477
0.46;-208.1536456432359;6.423666179395856;0.5519111610653835;-0.7550843850933413;0.24500030839590906
