# max_attributes; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; sales transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# predict; P208
# lag_parameter; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# horizon; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# name_prefix; transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_te__jdit_graph(n_components=5)
# prediction_type; rolling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P208;P311;P431;P328;P6;P571
30.0;8.0;3.0;4.0;3.0;4.0
26.0;6.0;6.0;6.0;3.0;3.0
36.0;1.0;4.0;6.0;2.0;6.0
33.0;9.0;2.0;6.0;7.0;6.0
33.0;5.0;5.0;4.0;6.0;4.0
30.0;1.0;6.0;9.0;3.0;6.0
33.0;3.0;8.0;3.0;8.0;8.0
28.0;5.0;8.0;2.0;6.0;10.0
19.0;12.0;8.0;5.0;6.0;4.0
26.0;4.0;7.0;0.0;3.0;2.0
43.0;7.0;8.0;0.0;1.0;2.0
36.0;3.0;7.0;4.0;1.0;10.0
31.0;3.0;13.0;6.0;5.0;2.0
33.0;6.0;4.0;7.0;4.0;7.0
41.0;2.0;1.0;8.0;3.0;3.0
29.0;3.0;5.0;4.0;5.0;5.0
33.0;2.0;6.0;1.0;3.0;8.0
45.0;9.0;8.0;6.0;5.0;7.0
24.0;6.0;9.0;5.0;10.0;6.0
32.0;0.0;9.0;9.0;8.0;5.0
50.0;7.0;8.0;5.0;4.0;3.0
41.0;2.0;11.0;2.0;9.0;5.0
50.0;2.0;10.0;4.0;7.0;5.0
51.0;4.0;9.0;6.0;5.0;12.0
39.0;7.0;12.0;4.0;4.0;8.0
49.0;3.0;11.0;8.0;2.0;13.0
19.0;5.0;1.0;2.0;1.0;4.0
15.0;6.0;5.0;1.0;3.0;4.0
27.0;8.0;4.0;3.0;2.0;4.0
24.0;1.0;4.0;1.0;4.0;3.0
26.0;3.0;4.0;5.0;0.0;3.0
22.0;4.0;2.0;4.0;3.0;7.0
21.0;8.0;3.0;6.0;2.0;0.0
15.0;0.0;7.0;4.0;11.0;3.0
23.0;4.0;1.0;2.0;2.0;1.0
25.0;2.0;9.0;2.0;1.0;5.0
18.0;8.0;4.0;3.0;4.0;8.0
33.0;4.0;4.0;3.0;4.0;2.0
25.0;1.0;5.0;4.0;3.0;7.0
30.0;8.0;6.0;2.0;2.0;3.0
27.0;4.0;5.0;2.0;5.0;5.0
29.0;7.0;1.0;5.0;4.0;3.0
31.0;2.0;6.0;0.0;4.0;4.0
37.0;5.0;8.0;2.0;2.0;2.0
26.0;0.0;4.0;4.0;4.0;4.0
27.0;2.0;5.0;8.0;3.0;10.0
39.0;3.0;6.0;3.0;6.0;5.0
33.0;5.0;5.0;1.0;5.0;7.0
32.0;4.0;5.0;3.0;3.0;6.0
36.0;6.0;7.0;5.0;3.0;9.0
39.0;2.0;6.0;5.0;10.0;3.0
45.0;4.0;14.0;5.0;6.0;11.0
15.0;0.0;1.0;0.0;0.0;0.0
51.0;12.0;14.0;9.0;11.0;13.0
0.42;0.67;0.15;0.44;0.27;0.31
0.31;0.5;0.38;0.67;0.27;0.23
0.58;0.08;0.23;0.67;0.18;0.46
0.5;0.75;0.08;0.67;0.64;0.46
0.5;0.42;0.31;0.44;0.55;0.31
0.42;0.08;0.38;1.0;0.27;0.46
0.5;0.25;0.54;0.33;0.73;0.62
0.36;0.42;0.54;0.22;0.55;0.77
0.11;1.0;0.54;0.56;0.55;0.31
0.31;0.33;0.46;0.0;0.27;0.15
0.78;0.58;0.54;0.0;0.09;0.15
0.58;0.25;0.46;0.44;0.09;0.77
0.44;0.25;0.92;0.67;0.45;0.15
0.5;0.5;0.23;0.78;0.36;0.54
0.72;0.17;0.0;0.89;0.27;0.23
0.39;0.25;0.31;0.44;0.45;0.38
0.5;0.17;0.38;0.11;0.27;0.62
0.83;0.75;0.54;0.67;0.45;0.54
0.25;0.5;0.62;0.56;0.91;0.46
0.47;0.0;0.62;1.0;0.73;0.38
0.97;0.58;0.54;0.56;0.36;0.23
0.72;0.17;0.77;0.22;0.82;0.38
0.97;0.17;0.69;0.44;0.64;0.38
1.0;0.33;0.62;0.67;0.45;0.92
0.67;0.58;0.85;0.44;0.36;0.62
0.94;0.25;0.77;0.89;0.18;1.0
0.11;0.42;0.0;0.22;0.09;0.31
0.0;0.5;0.31;0.11;0.27;0.31
0.33;0.67;0.23;0.33;0.18;0.31
0.25;0.08;0.23;0.11;0.36;0.23
0.31;0.25;0.23;0.56;0.0;0.23
0.19;0.33;0.08;0.44;0.27;0.54
0.17;0.67;0.15;0.67;0.18;0.0
0.0;0.0;0.46;0.44;1.0;0.23
0.22;0.33;0.0;0.22;0.18;0.08
0.28;0.17;0.62;0.22;0.09;0.38
0.08;0.67;0.23;0.33;0.36;0.62
0.5;0.33;0.23;0.33;0.36;0.15
0.28;0.08;0.31;0.44;0.27;0.54
0.42;0.67;0.38;0.22;0.18;0.23
0.33;0.33;0.31;0.22;0.45;0.38
0.39;0.58;0.0;0.56;0.36;0.23
0.44;0.17;0.38;0.0;0.36;0.31
0.61;0.42;0.54;0.22;0.18;0.15
0.31;0.0;0.23;0.44;0.36;0.31
0.33;0.17;0.31;0.89;0.27;0.77
0.67;0.25;0.38;0.33;0.55;0.38
0.5;0.42;0.31;0.11;0.45;0.54
0.47;0.33;0.31;0.33;0.27;0.46
0.58;0.5;0.46;0.56;0.27;0.69
0.67;0.17;0.38;0.56;0.91;0.23
0.83;0.33;1.0;0.56;0.55;0.85
