# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;FYGT10
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=2)
"FYGT10";"GDP284A";"Sfygm6"
0.0230017251293849;0.000287530421745538;0.0166358595194085
0.0212765957446802;0.00248508435937196;0.120147874306839
0.0069005175388154;0.00325525513190455;-0.0998151571164511
-0.0083381253594014;0.000318337252646845;-0.0369685767097968
-0.0195514663599772;-0.000410757745350728;-0.0258780036968573
-0.0368027602070157;0.00145818999599511;0.029574861367837
0.00460034502587749;-0.000996087532475548;-0.0147874306839187
-0.00862564692351921;0.00145818999599511;-0.0757855822550828
0.000287521564117009;0.00404596379170477;-0.00184842883549019
0.0163887291546865;-0.00057506084349104;0.0609981515711645
-0.000575043128234892;0.0023105123175979;-0.00369685767097927
0.00373778033352559;0.00052371612532217;-0.0536044362292054
-0.0123634272570448;-0.0029574557665253;-0.0573012939001848
0.0100632547441061;-0.000195109929041582;0.0406654343807764
-0.0074755606670503;0.000431295632618251;-0.0517560073937154
-0.000862564692351943;0.000431295632618289;-0.00554528650646952
0.00603795284646345;-0.000441564576252032;0.0147874306839186
0.00603795284646345;-0.000729094997997571;0.0221811460258779
0.00747556066705034;0.000308068309013063;0.00554528650646946
0.0051753881541115;0.000780439716166403;0.00739371534195971
0.00172512938470389;-9.24204927039186e-05;-0.00924214417744934
-0.000575043128234934;0.00248508435937192;-0.00554528650646946
-0.0017251293847038;0.00341955823004489;0.0129390018484286
0.00258769407705571;0.00713691582546904;-0.0295748613678372
0.00028752156411789;-0.00106797013791194;-0.0166358595194084
0.0034502587694077;0.000318337252646843;0.0258780036968578
0.0195514663599764;-0.00119119746151713;0.0295748613678372
0.0255894192064406;0.00538092646409461;0
0.000862564692351991;0.00271100111931489;-0.00739371534195921
0.0310523289246692;0.00386112280629689;0.0776340110905731
-0.0117883841288098;0.00575060843491033;-0.0480591497227359
-0.0362277170787808;0.00588410470214929;-0.1090573012939
0.0204140310523291;-0.000441564576252031;0.1090573012939
0.0368027602070157;-0.000349144083548115;0.186691312384473
0.0342150661299591;0.00192029245951467;-0.0110905730129388
-0.00287521564117277;0.00252616013390704;-0.177449168207024
0.011500862564692;0.0072087984309054;-0.0351201478743072
-0.0244393329499709;-0.00432322526981649;-0.0184842883548981
0.0267395054629096;0.00250562224663949;0.00184842883548969
0.0350776308223119;0.00542200223862969;0.0277264325323475
0.0152386428982167;0.000605867674392309;-0.00369685767097933
0.0434157561817141;0.00494963083147636;0.044362292051756
0.0379528464634847;0.00841026483605634;0.0129390018484287
0.00603795284646347;-0.000349144083548109;-0.147874306839187
0.0299022426681995;0.00733202575451061;0.0924214417744917
-0.0218516388729152;-0.000811246547067698;0.0166358595194084
-0.0523289246693504;0.00139657633419253;-0.0147874306839188
-0.0721679125934437;0.0111212659553711;-0.042513863216266
0.0198389879240942;0.000965280701574242;0.0702402957486136
0.0204140310523283;-0.001817603023177;0.033271719038817
-0.0511788384128805;0.00243373964120305;-0.0499075785582256
0.012363427257044;0.011706595742496;0.107208872458411
0.00948821161587118;0.00319364147010197;0.0536044362292049
0.0126509488211618;0.00155061048869906;0.0240295748613683
0.00718803910293242;0.00930366293219415;-0.1090573012939
0.0198389879240942;0.0118914367279038;-0.0129390018484287
0.0175388154111564;0.0194083034678223;-0.055452865064695
0.0345025876940769;0.0262268820406445;-0.0573012939001851
-0.0391029327199544;0.0243887411301999;0.0166358595194084
0.0258769407705577;0.0350170977911502;-0.138632162661738
0.0422656699252443;0.0184635606535156;0.146025878003697
0.0362277170787808;0.0312792023084585;0.11645101663586
-0.0253018976423229;0.0298723570306322;-0.133086876155268
-0.0112133410005749;0.0174572041774063;0.0110905730129392
0.0439907993099481;-0.00187921668497965;0.123844731977819
0.021276595744681;-0.00189975457224717;0.0646950092421443
-0.0201265094882121;0.00383031597539557;-0.0646950092421443
-0.0267395054629097;0.00921124243949023;0.00184842883548963
0.00172512938470382;0.00702395744549766;0.0129390018484291
-0.00373778033352468;0.00384058491902939;-0.0591497227356748
-0.0465784933870038;0.011747671517031;-0.0646950092421444
0.0140885566417477;0.00753740462718594;0.0536044362292054
0.00143760782058688;0.0100122200429242;-0.00554528650646957
-0.00115008625646895;-0.00338875139914352;0.0166358595194086
0.0207015526164462;0.00322444830100321;0.0240295748613676
0.0356526739505458;0.0134523161602366;-0.00369685767097927
0.0267395054629097;0.0173545147410685;0.121996303142329
0.0146635997699827;0.0116860578552285;-0.127541589648799
0.0284646348476135;0.0238034113430751;0.10720887245841
0.0247268545140887;0.022037153038067;-0.229205175600739
0.000575043128234087;0.0314537743502326;-0.044362292051756
-0.000862564692351908;0.0189051252297676;-0.00924214417744923
0.115871190339278;0.0152801881270473;-0.022181146025878
0.132834962622196;0.0245735821156078;-0.022181146025878
-0.13024726854514;0.0118914367279038;0.0573012939001848
0.0411155836687692;0.0246043889465091;0.11090573012939
0.126797009775733;0.0300469290724064;-0.304990757855823
0.0462909718228895;0.0234748051467946;-0.21441774491682
0.0681426106958019;0.00403569484807098;0.0628465804066541
0.0945945945945972;0.00151980365779769;0.353049907578558
-0.0655549166187462;0.00326552407553826;0.253234750462107
0.0178263369752674;0.00548361590043245;-0.114602587800369
-0.0313398504887836;-0.000564791899857364;-0.0683918669131243
-0.0701552616446204;-0.00694180589642746;0.513863216266174
-0.211328349626221;-0.00563765005493877;-0.390018484288355
