# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;PMNV
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=1)
"PMNV";"p_gfsm"
0.310697674418607;-0.0172872340425532
-0.349767441860467;-0.0775709219858152
-0.219534883720928;-0.0319148936170213
0.223255813953489;-0.266400709219858
-0.22046511627907;-0.0474290780141848
-0.0939534883720939;0.0669326241134748
-0.0102325581395359;0.0137411347517739
-0.0437209302325563;0.036347517730496
0.105116279069766;0.098847517730496
0.267906976744186;0.0265957446808511
0.105116279069768;0.038120567375887
0.0716279069767454;0.0487588652482274
-0.231627906976745;-0.152482269503547
-0.173953488372095;-0.00886524822695078
0.151627906976746;0.0514184397163125
-0.0493023255813964;0.047872340425532
0.142325581395349;0.064716312056738
-0.0725581395348839;-0.128989361702128
-0.146046511627906;0.00842198581560233
0.126511627906976;0.105496453900709
0.0837209302325582;0.0407801418439721
0.103255813953488;0.102836879432624
0.107906976744187;0.0416666666666675
0.0260465116279059;-0.0301418439716316
-0.0381395348837218;0.0226063829787234
-0.107906976744184;-0.0704787234042553
-0.22418604651163;0.0265957446808511
0.0753488372093022;0.193705673758866
0.0874418604651184;-0.0704787234042553
0.0893023255813953;-0.0252659574468086
-0.0204651162790715;-0.13563829787234
-0.264186046511626;-0.235372340425532
-0.189767441860465;-0.125443262411348
0.0734883720930225;0.108156028368795
0.182325581395348;0.0895390070921981
0.120930232558142;0.0270390070921982
0.0437209302325563;-0.0452127659574468
-0.106976744186046;0.0168439716312062
-0.170232558139535;0.0908687943262407
0.0372093023255805;0.0514184397163124
0.0893023255813953;0.0514184397163125
0.0176744186046532;0.0403368794326237
0.108837209302326;-0.0319148936170212
-0.103255813953488;-0.145390070921986
-0.187906976744188;0.0757978723404256
0.0595348837209321;-0.175531914893617
0;-0.124556737588653
0.0948837209302328;0.0651595744680851
0.213953488372091;0.0762411347517726
-0.182325581395348;-0.000886524822694135
-0.210232558139534;0.0403368794326238
0.225116279069766;0.0434397163120571
0.0316279069767459;0.0172872340425533
0.0372093023255805;0.0944148936170213
0.278139534883722;0.168882978723404
-0.0223255813953488;0.125
-0.0520930232558149;0.0110815602836873
0.069767441860465;0.0137411347517726
0.0530232558139537;0.0722517730496463
-0.132093023255813;-0.0390070921985823
-0.0204651162790717;-0.176418439716311
-0.103255813953488;-0.187943262411348
-0.287441860465117;-0.375886524822694
-0.349767441860464;-0.220744680851064
-0.106976744186046;0.0735815602836875
0.00279069767441865;0.1697695035461
0.316279069767441;0.111702127659574
0.17953488372093;0.150709219858156
0.143255813953491;0.0328014184397167
-0.0297674418604663;-0.0549645390070931
-0.0669767441860465;-0.0545212765957447
0.119069767441861;0.090868794326242
0.0204651162790689;-0.0296985815602845
-0.124651162790699;0.0230496453900718
-0.0186046511627889;-0.00664893617021278
0.0669767441860465;0.048315602836879
0.084651162790697;-0.0101950354609933
0.0604651162790708;0.0195035460992912
-0.00837209302325603;0.0562943262411344
-0.0827906976744195;0.0195035460992912
0.00186046511627991;0.0159574468085107
-0.00465116279069855;-0.175975177304964
-0.22046511627907;-0.111258865248227
0.00186046511627996;-0.038563829787234
-0.168372093023258;-0.124556737588653
-0.0325581395348819;0.0820035460992913
0.233488372093022;0.11436170212766
-0.0567441860465108;0.0155141843971636
0.103255813953489;0.0106382978723404
-0.0827906976744195;-0.0394503546099296
-0.0483720930232551;-0.0930851063829787
-0.248372093023256;-0.0093085106382978
-0.111627906976744;0.036347517730496
0.0465116279069777;0.0509751773049654
0.0567441860465108;0.022163120567375
0.184186046511628;0.0239361702127659
0.156279069767442;0.0620567375886529
0.105116279069768;0.0815602836879429
0.167441860465116;0.0558510638297872
-0.0800000000000008;-0.00443262411347478
0.0586046511627906;-0.0359042553191489
-0.0995348837209312;-0.0718085106382979
-0.140465116279069;-0.0926418439716317
-0.036279069767442;-0.00221631205673667
-0.0958139534883713;-0.0199468085106383
0.0548837209302309;0.00265957446808518
0.0558139534883721;0.0265957446808511
-0.0279069767441861;0.0115248226950345
0.0046511627906986;0.00177304964539099
0.0390697674418605;-0.002216312056738
-0.0855813953488382;0.0257092198581556
0.0995348837209312;-0.00664893617021278
0.0586046511627908;0.0398936170212766
-0.0241860465116289;0.0757978723404255
0.0883720930232568;0.0403368794326251
-0.111627906976744;-0.0412234042553192
0.090232558139534;0.00265957446808518
0.0279069767441861;-0.0447695035460998
-0.0251162790697674;-0.0492021276595745
-0.0623255813953478;0.002216312056738
-0.0390697674418605;-0.0558510638297872
-0.0493023255813964;-0.0611702127659575
-0.0502325581395349;-0.0208333333333338
-0.0353488372093005;0.0465425531914894
-0.0130232558139545;0.0239361702127659
-0.0046511627906986;0.000886524822695467
-0.0158139534883702;-0.00664893617021278
0.0130232558139518;-0.0483156028368802
-0.0846511627906969;0.0226063829787234
0.0930232558139527;0.0381205673758869
-0.0176744186046502;0.0132978723404255
0.0958139534883711;-0.00620567375886566
0.00837209302325592;-0.000443262411347067
0.015813953488373;0.0257092198581556
-0.0511627906976735;-0.0115248226950346
0.0186046511627889;0.0234929078014176
0.0418604651162791;-0.00886524822694945
0.000930232558141453;-0.00265957446808507
0.0111627906976744;-0.00443262411347606
-0.053953488372095;0.0607269503546104
0.0958139534883741;0.048315602836879
-0.0530232558139535;0.0199468085106382
