# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;CPIAUCSL
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=6)
"CPIAUCSL";"IPS11";"FMRRA";"PW561R";"FSPIN";"LHU27";"GDP276_6"
0.000263675531438038;0.00866830084408681;-0.000102681564050132;-0.000384141000141891;0.00140678002809346;-0.057636887608069;0.000709594376052017
0.000791026594314095;0.00067540733713301;0.000151105256187526;-0.00268167019131771;0.000847134567326003;-0.0414734995614586;0.000660087791676294
0.00093165354441457;-0.00146357368074791;-0.000109099161803332;-0.00375231350803201;-0.000597977341641897;-0.00400952261621323;0.00103138717449421
0.000140626950100457;0.0102442512973979;-0.000266622015744237;-0.000593845166715692;-0.00105029353596079;-0.00714196216013031;8.2510973959493e-06
0.000931653544414027;-0.000562648330651078;-0.000156939435963049;-0.000944272634826132;-0.000233824473334295;-0.0147851146472875;0.00131192448595664
8.78918438128604e-05;-0.00461547458736894;0.000424144869684784;-0.000940664437391686;-0.000419734095575561;0.00751785490540031;0.00108089375886992
0.00100196701946454;-0.00348979569214691;0.000316795961814127;-0.00086717734101649;-0.000222324909072006;0.049367247212129;0.000866365226575138
0.000316410637725634;-0.00337741891958604;-5.89252157334421e-05;-0.000325814340693995;0.00397309945263991;0.0412229043979448;0.000247532921878605
-5.27351062876149e-05;0.00776775772790986;-0.000242701878664111;0.00104191291684828;0.00243790762361696;0.0739255732364365;0.000181524142710983
0.000615242906688936;0.00619142504068005;0.000234534026978414;-0.00101589813976269;0.000435066847925376;0.0184187445182308;0.00061058120730057
0.000228518793912774;0.0093440904151397;0.000435813229236009;-0.000438100424281759;0.00195875911268593;-0.0513720085202356;0.00056932572032081
0.000615242906688936;0.00382730824375404;-0.000200695784280095;-0.000855960579987478;-9.9662890273633e-05;-0.0413482019797017;0.000618832304696519
0.000597664537926024;0.00652931982620589;-4.66734382052541e-06;-0.00086134973119617;-0.00482023401996591;-0.021676481643904;0.000717845473447982
0.000457037587826109;0.00450309781480693;5.25076179802421e-05;-0.000653008936359667;-0.00281930983831809;-0.0166645783736376;0.000404303772401724
0.0003867241127756;0.00180108623235505;0.000241535042709113;-0.000321993017697766;0.00106945947639801;-0.0293196341310612;0.000503316941153173
0.000509772694113706;0.00607866603419693;-6.94267393293122e-05;-0.000700266904283112;0.00353994919875831;0.0355845132188949;0.000404303772401726
