# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;BUSLOANS
# prediction_type;rolling
# method; Part-GFS_te(n_components=7)
"BUSLOANS";"IPS18";"GDP279A";"GDP281A";"CES048";"EXRUK";"GDP275_4";"GDP276_4"
0.000726790791133198;0.00722620164260229;0.00256131636137846;0.00405836036525242;0.00753742467824435;0.00295992102169673;0.00161587192877322;0.0015831802925717
0.000961928988264466;0.00682534020905197;0.00204387871261515;0.00354392031895289;0.00317033739948135;-0.00367783427149171;0.00264318123448335;0.00474954087771515
0.000491652594001792;0.00281021536303869;0.000879644002897623;0.00202918018262616;0.00222553486321786;-0.00342734923870613;0.00107011386011469;0.00243809765056046
0.000748166990872384;0.00401465980954802;7.7615647314502e-05;-0.00150045013504047;0.00556383715803181;0.000297365160295882;0.000674171731872297;0.00187870728051845
0.000684038391654756;0.00702530588936177;0.000452757942667956;0.00402978036268018;0.00508093808394257;0.00181930201963321;1.07011386011229e-05;0.00175205285711267
0.000235138197131269;-0.000802187903564521;-0.000465693883887009;0.00102888009259925;-0.00371622330932833;0.00258782226900389;9.6310247410328e-05;0.00110822620480021
0.000299266796348969;0.000401791506481036;-0.00173341612335714;-0.00122894011060459;-0.00352726280207435;0.000215570126097631;0.000235425049225259;0.000844362822704935
0.000213761997392082;0.00200709738654197;-0.000633861119735065;-0.00168622015175984;-0.00422011799533895;-0.0056236537900638;0.000192620494820618;0.000316636058514355
0.00012825719843526;0.00923376406560833;-0.000465693883887009;-0.00228640020577597;-0.00201557874404249;-0.00429590658026169;0.000149815940416092;0.000601608511177239
0.000213761997392146;0.00742709739584271;-0.000478629825106062;-0.00190057017105135;0.00321232862331771;0.00404071391961414;-0.000224723910624099;0.000295526987946706
0.000448900194523419;0.0128475624416089;0.000258718824381702;-0.00102888009259925;0.00230951731087774;0.00733605342686472;0;0.00100268085196211
0.000491652594001797;0.00301064607981237;1.29359412190527e-05;-0.000757370068163267;0.00375821453316469;0.000196347312309331;0.000588562623063091;0.000886580963840158
0.000577157392958679;0.00602222223255673;0.000633861119735065;7.14500064305373e-05;0.00541686787461418;-0.0012751786986116;3.21034158034432e-05;0.00109767166951638
0.000641285992176311;0.00481824282251009;-0.000116423470971753;0.000200060018005341;-0.000209956119168953;-0.00453128797363689;-0.000203321633421817;0.00107656259894877
0.000790919390350826;0.000802652940031165;-0.000491565766325115;-0.00272939024564506;0.00188960507253983;-0.000941525573501689;0.000310333019433267;0.00120321702235451
0.000470276394262606;0.0160586392381949;0.000323398530477059;-0.000557310050157926;0.00161666211761313;0.000452128426440157;0.000353137573837869;0.00226922508601946
0.000555781193219492;0.00501867353928653;-0.000245782883162558;-0.00160048014404324;0.00474500829327097;-0.00162864309099919;0.00178709014639159;0.00156207122200409
0.000513028793741047;0.00120444444651081;0.000336334471696112;-0.000257220023149812;0.00163765772953452;-0.000470762786750734;0.00130553890933995;0.000496063158339145
0.00113293858617811;0.00722666667906764;-7.76156473145015e-05;-0.000657340059160596;0.00380020575699463;-0.00117808387384422;0.000963102474103243;0.000675490258163935
0.000876424189307648;0.0072262016426022;2.58718824381978e-05;0.000614470055302294;0.00734846417099037;0.000236558300342193;0.000481551237051603;0.0011398898106516
0.000684038391654752;0.0150550905449246;0.00212149435992965;0.000500150045013557;0.00266644271347073;-0.000138875022091534;-2.14022772022822e-05;0.00198425263335658
0.000940552788525211;0.00361333333953384;9.05515885335547e-05;-0.00027151002443598;0.00739045539482031;-0.00645200014358061;1.07011386011602e-05;0.00146708040444979
0.00128257198435262;0.00702577092582712;0.00248370071406396;-0.000557310050157824;0.00634067479896912;-0.000156136324270473;0.000331735296635549;0.00102378992252972
0.00200936277548582;0.0114422222418576;0.000672668943392316;0.000885980079738173;0.0074114510067417;0.00390242735099999;0.0011557229689239;0.000306081523230535
0.00181697697783286;0.000803583012961961;0.00117717065093658;-0.00021435001929151;0.0102248630036301;0.00133422019812068;0.00135904460234568;0.000749372005150593
0.00162459118017997;0.00381376405630751;0.00130653006312738;0.00211492019034286;0.00604673623212745;-0.00139267324414016;0.000631367177467694;0.00216367973318136
0.00153908638122314;0.0106386392288956;0.0022896615957777;-0.00280084025207569;0.00751642906632298;0.00596319145000834;0.000631367177467654;0.00166761657484218
0.00188110557705056;0.00863154184235362;-0.000789092414364069;-0.0007430800668772;0.00762140712591064;-0.00143249192985473;0.00121992980053079;-0.00385240537859116
0.00185972937731129;0.00722666667906763;0.00461813101521266;0.00207205018648456;0.00823027987150897;-0.00511876070126815;0.00143395257255373;0.00395795073142929
0.00218037237339946;0.0094351248553155;0.000983131532650321;0.00182912016462082;0.0062776879632178;-0.00168807689282624;0.00146605598835716;0.00453845017203892
0.0008336717898292;0.0100364170056395;0.0042947324847356;0.0051586904642821;0.00644565285855039;0.00115709569959965;0.00131624004794111;0.00206868891562706
0.000876424189307584;0.014516113281023;0.00250957259650215;0.0042870003858301;0.00505994247202118;0.0016980806020449;0.00119852752332847;0.000569944905325803
0.00134670058357025;0.00463269327264343;0.00243195694918756;0.0036296603266694;0.00256146465388946;0.00113924594393722;0.000856091088091791;0.00123488062820595
0.0011970671853958;-0.00109888116876736;0.00315636965745628;0.00475857042827131;0.00604673623212748;-0.00606460160031919;0.00210812430442598;0.00155151668672027
0.00076954319061158;0.018093638812687;0.00466987478008905;0.00537304048357361;0.00545885909845054;-0.0990661439368992;0.00266458351168563;0.00174149832182888
