# max_attributes; 15
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 100
# predict; LHU14
# lag_parameter; 4
# horizon; 1
# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_te_(n_components=13)
# prediction_type; rolling
LHU14;HSFR;HHSNTN;HSBR;EXRUS;HSSOU;sFYAAAC;FYGM6;LHU26;EXRJAN;FYGT1;HSMW;EXRCAN;FYAAAC
-0.0639492311447403;-0.0667044595616043;0.0238907849829351;-0.0173998044965805;-0.00442252948352995;0.010855405992184998;-0.0166453265044814;0.0179111421260754;-0.0826835902085224;0.0;0.0269682470639413;-0.18992248062015601;-0.0134928557655077;0.0205269607843134
0.0650475958018064;-0.0139833711262246;-0.00910125142206997;-0.0418377321603108;0.005896705978044921;0.0112896222318707;-0.0486555697823304;0.0528029774366134;0.00670897552130593;0.000311407080919257;0.0448020878642884;-0.004651162790697771;-0.01137328838472;0.0110294117647059
0.0224554552111289;-0.027399848828424;0.0034129692832765;-0.0543499511241465;0.00061000406669387;-0.0138949196699948;0.0064020486555698;0.0355896720167481;0.0261106074342702;0.00108992478321157;0.0204436711613749;-0.0441860465116279;-0.00728924391929727;0.00888480392156895
-0.0512570173297535;-0.0566893424036281;0.104095563139936;-0.17888563049853304;0.000355835705566299;-0.0495006513243595;0.030729833546735003;-0.0295417538962547;-0.00235720761559421;0.00108992478321157;-0.0226185297955634;-0.0612403100775185;0.00336028975003112;-0.00153186274509836
0.0072003905296570405;-0.0500755857898696;-0.0654152445961378;-0.0213098729227741;0.00955673037820748;-0.0386452453321759;0.0486555697823303;-0.0646662014421961;-0.009066183136899;0.000467110621376943;-0.0456720313179644;-0.0294573643410861;0.034843619869548995;-0.009191176470588279
0.0519892604344643;-0.0319349962207087;-0.0335608646188837;-0.00957966764418591;-0.00259251728344834;-0.0325662179765523;0.11011523687580099;-0.0404745289602233;0.040435176790571;-0.006048483687058679;-0.051979121357111996;-0.0217054263565883;-0.0012407223692421099;-0.0128676470588235
0.0528435440566257;-0.0156840513983389;-0.0534698521046653;-0.0146627565982405;0.0029483529890146397;-0.0555796786799831;-0.0179257362355955;-0.0055826936496859705;0.0598368087035359;0.00170076174962741;-0.00521966072205307;-0.0658914728682188;0.00884014688084987;0.000612745098039557
0.029655845740786;0.0313681027966724;0.0182025028441415;0.00547409579667679;0.00193167954453544;0.0751194094659145;0.0192061459667094;-0.0065131425913000605;0.058748866727108;-0.00184448809466653;-0.00782949108307962;0.0751937984496142;0.0166980552193818;-0.004595588235294179
-0.0100073224310459;0.0103930461073355;0.0455062571103529;0.0330400782013683;-0.00350752338348925;0.0295267042987412;0.00384122919334187;-0.00348918353105375;0.0250226654578423;0.009330235232119179;0.00413223140495914;-0.0744186046511628;0.005945128019286029;0.0012254901960781302
-0.0290456431535258;0.0566893424036281;0.00853242320819114;0.0471163245356774;0.0170801138674259;0.0542770299609196;-0.0140845070422533;0.00767620376831822;-0.0130553037171351;0.00188041968092645;0.00500217485863372;0.0131782945736417;0.0592961898966938;0.0140931372549026
-0.0375884793751538;0.016817838246406;-0.00910125142207152;0.0187683284457478;0.00111834078893347;0.0047763786365615;-0.00768245838668374;0.0104675505931612;-0.0670897552130553;0.0;0.005654632448891079;0.0403100775193816;0.00656548920390079;-0.00245098039215716
-0.049304369050525994;-0.0156840513983334;0.0711035267349263;0.00273704789834012;0.00447336315574953;0.00564481111593526;-0.0166453265044817;0.0116306117701787;-0.0469628286491391;-0.000515019403055317;0.00695954762940432;-0.0558139534883721;0.0177836872924751;0.0
