# max_attributes; 15
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 100
# predict; PCEPILFE
# lag_parameter; 4
# horizon; 1
# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_granger__graph(n_components=1)
# prediction_type; rolling
PCEPILFE;GDP285A
0.000867093790645021;0.00028715488627821
0.0013144040794695;0.0005996469684045
0.00122838287008045;0.0018242781010616399
0.000543654043341299;-0.00046451525721476395
0.0008705346390202331;0.000143577443139105
0.00087397548739651;0.00102193356587251
0.0008120402166361861;-0.000515189648910922
0.00030623550542552996;0.000177360370936524
0.000674406281613475;-0.000261817690430131
0.0009599966967855619;-0.000228034762632712
0.000416342653444301;-9.29030514429468e-05
0.000818921913386611;-0.00210298725539048
0.000829244458514377;0.00030404635017692
0.000633116101105564;-0.000641875628151288
0.00031311720217701804;0.0009628134422269471
0.000684728826740214;0.00168070065792253
0.0007879542780064309;0.000810790267138502
0.000880857184147011;0.00110639088536608
0.00101505027079546;0.00104727076172055
0.000953115000034036;0.00168070065792253
0.0006296752527303161;0.0009797049061256858
0.000677847129988723;-0.000270263422379501
0.000619352707603611;0.00058275550450579
0.000870534639020235;0.00156246041063148
0.000698492220242163;-0.000827681731037212
0.000626234404354074;0.00134287137994813
0.000650320342983759;0.00204386713174498
0.00114580250906664;0.000996596370024425
0.0017858003069236602;0.00206075859564369
0.0018821440614404802;-0.000574309772556451
0.00201977799646213;0.00113172808121416
0.001107953176936;8.44573194936048e-05
0.0015552634657594198;-0.00054897257670837
0.00220902465711949;8.44573194936846e-06
0.00247396998203913;8.4457319493577e-05
0.00282149566797154;0.00140199150359366
0.0028971943322349102;0.00152023175088469
0.0027802054874646602;0.000405395133569266
0.00303826911563387;0.0014526658952897901
0.00287999009035669;0.000844573194935951
0.00317590305065548;0.00090369331858145
0.0030657959026377697;0.00150334028698598
0.0030485916607605698;0.00538837698369127
0.0028903126354834197;0.0022296732346309
0.00283869990984977;0.00248304519311167
0.00308988184126646;0.00532925686004575
0.00405331938642826;0.00222122750268153
0.00353031043334044;0.0057177605297163
