# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;FYGT1
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=4)
"FYGT1";"GDP255";"CES006";"GDP272A";"EXRUS"
0.0269682470639413;0.00394605394605394;0.00440506830330667;0.00030207947613571;-0.00442252948352995
0.0448020878642884;0.00306693306693309;-0.0422688576519507;0.000574925454580899;0.00589670597804492
0.0204436711613749;0.00273726273726271;-0.00430607800435556;0.000808793436105338;0.00061000406669387
-0.0226185297955634;0.00252747252747253;0.0148485448426055;0.0004872249615092;0.000355835705566299
-0.0456720313179644;0.00205794205794205;-0.00267273807166912;0.000896493929177002;0.00955673037820748
-0.051979121357112;8.99100899100919e-05;-0.0180657295585038;0.000954960924558077;-0.00259251728344834
-0.00521966072205307;0.00223776223776224;-0.0112353989309039;0.000906238428407164;0.00294835298901464
-0.00782949108307962;0.00232767232767233;-0.0288061769946546;0.000233867981524438;0.00193167954453544
0.00413223140495914;0.00403596403596404;-0.010690952286676;0.000380035469977178;-0.00350752338348925
0.00500217485863372;0.000879120879120888;0.00598891308651717;0.000545691956890345;0.0170801138674259
0.00565463244889108;0.00407592407592409;-0.00509800039596081;0.000535947457660148;0.00111834078893347
0.00695954762940432;0.00207792207792206;-0.00569194218966634;0.00118882890608251;0.00447336315574953
-0.0123966942148761;0.0037062937062937;-0.0115818649772324;0.000545691956890344;0.0103192354615746
0.0108742931709435;0.0020979020979021;-0.0138586418530979;0.000565180955350703;0.00132167547784157
-0.0121792083514567;0.00313686313686314;-0.0122253019204114;0.000730837442263835;-0.00259251728344856
0.00195737277076985;0.00112887112887113;-0.00876064145713737;0.000594414453041259;0.000711671411132819
0.00761200521966029;0.00270729270729272;0.00910710750346436;0.000214378983064079;0.00310085400570337
0.0250108742931714;0.00493506493506493;0.000148485448425911;0.000389779969207374;0.00208418056119364
0.0132666376685514;0.00346653346653348;-0.00346466046327398;0.00125704040069379;-0.00142334282228029
0.00630709003914767;0.00386613386613387;-0.00386062165907747;0.000760070939954425;0.000711671411147696
0.00217485863418854;0.00367632367632366;0.000395961195801764;0.000701603944573281;0.000508336722239822
-0.00608960417572837;0.00366633366633368;0.000940407840032687;0.00104266141762974;-0.000406669377800983
0.0106568073075248;0.0037262737262737;0.00806770936448192;0.000993938921478829;-0.00345668971125468
0.00521966072205302;0.00257742257742261;-0.000742427242130278;0.000954960924558077;-0.000457503050020347
0.000652457590256617;0.00379620379620378;-0.00564244704019021;0.000964705423788272;0.00462586417242283
0.00413223140495853;0.00380619380619382;-0.00346466046327415;0.000964705423788275;0.000915006100040694
0.024793388429752;0.00462537462537463;0.00400910710750355;0.00135448539299565;-0.00355835705570851
0.0304480208786431;0.00261738261738259;0.00118788358740837;0.00136422989222585;0.00137250915006082
0.000217485863418687;0.00345654345654345;-0.0192041179964374;0.00208532283525951;0.00183001220008139
0.0376250543714661;0.00251748251748254;0.0235101960007931;0.00216327882910095;-0.0012708418056222
-0.00456720313179643;0.00398601398601396;-0.00138586418531095;0.00199762234218785;0.00284668564457602
-0.0545889517181385;0.00361638361638364;-0.0038606216590773;0.00110112841301085;-0.000813338755586646
-0.0232709873858195;0.00363636363636363;-0.00851316570976002;0.00144218588606731;-0.00122000813338752
0.0574162679425837;0.00431568431568431;-0.0150960205899829;0.00212430083218023;-0.000559170394474395
0.0284906481078726;0.00239760239760241;-0.0128192437141156;0.00258229229599892;0.0174867832452268
-0.00587211831230972;0.00398601398601396;-0.00351415561275049;0.00254331429907816;0.0236884912566034
0.0306655067420618;0.00527472527472531;0.0204909918827957;0.00266999278907058;-0.00172834485562734
-0.0282731622444539;0.0042057942057942;0.00643436943179662;0.00233867981524428;-0.00320252135014221
0.0213136146150502;0.00412587412587409;-0.0219263512175813;0.00341057473056461;-0.00223668157788237
0.0343627664201823;0.00339660339660341;0.0196495743417141;0.00248484730369705;0.00183001220008139
0.0137016093953893;0.00359640359640359;-0.00400910710750338;0.0033521077351835;0.00213501423342832
0.0704654197477164;0.00330669330669334;0.0168778459710953;0.00369316520823992;0.00777755185034557
0.0160939538929972;0.00460539460539461;0.00687982577707355;0.00324491824365148;-0.0133184221228091
-0.0226185297955635;0.00318681318681313;-0.00915660265293919;0.00363469821285881;-0.00366002440016278
-0.00652457590256639;0.00188811188811189;-0.00529598099386303;0.00376137670285127;-0.00696421309475903
-0.0337103088299255;0.00433566433566437;0.00786972876658085;0.00212430083218022;-0.0159109394062578
-0.0841670291431057;0.00273726273726277;0.00450405860225644;0.00344955272748533;-0.00284668564457602
-0.104175728577643;0.00299700299700295;-0.0148485448426055;0.0040926896766775;-0.00757421716145279
0.0615484993475422;0.00366633366633365;-0.0032171847158968;0.00370290970747016;-0.00427002846685653
0.0493692909960855;0.00344655344655351;-0.00786972876658101;0.00280641577829316;-0.020892639284262
-0.0667681600695952;0.00577422577422573;-0.0462284696099793;0.0022607238214028;-0.040209434729555
-0.0208786428882123;0.00586413586413589;0.0562759849534748;0.00472608212663951;-0.0643554290361985
0.0284906481078726;0.00464535464535459;-0.00425658285487923;0.0017052873652823;-0.0133692557950391
0.0202261852979556;0.00500499500499507;0.00994852504454558;0.00267973728830075;0.00320252135014226
0.0184862983906051;0.00737262737262737;0.00539497129281283;0.00346904172594571;0.00996339975599803
0.0569812962157458;0.0038961038961039;-0.00796871906553198;0.00394652218822472;-0.0537820252135007
0.0461070030448023;0.00432567432567432;0.00593941793704222;0.00503790610200545;-0.0631354209028064
0.0972161809482383;0.00241758241758239;0.0220748366660072;0.00589542203426162;-0.0383794225294843
-0.0713353632013923;0.00197802197802199;0.0207879627796477;0.00541794157198267;0.0388877592517285
-0.00391474554153981;0.000189810189810152;0.0185111859037821;0.00650932548576327;0.0576453843025623
0.0872118312309702;0.00416583416583419;0.0266778855672136;0.00720118493110637;-0.0559678731191545
0.0208786428882123;0.00248751248751253;0.0284597109483277;0.0102707021886145;0.037972753151688
-0.0872118312309702;0.00431568431568424;0.0135616709562458;0.0104850811716786;-0.00310085400569293
-0.0891692040017394;0.00376623376623381;0.0350920609780254;0.00815614585566443;-0.0451911346075652
0.0143540669856459;0.00465534465534467;0.00856266085923496;0.00531075208045062;0.00838755591703944
0.0648107872988253;0.00247752247752245;0.00999802019402191;0.00684063845958954;0.0634912566083787
-0.0548064375815572;0.0049450549450549;0.0132647000593938;0.00663600397575573;0.0189101260675074
-0.045889517181383;0.00467532467532472;0.00806770936448176;0.00426809066282077;0.00411752745018296
0.0197912135711176;0.00284715284715281;0.00247475747376819;0.0041219231743681;0.0214009760065062
-0.0173988690735104;0.00519480519480522;0.00212829142743953;0.00525228508506947;-0.00686254575030509
-0.0513266637668547;0.00712287712287715;0.021530390021778;0.0067334489680575;0.00818422122814216
0.0126141800782947;0.00360639360639359;0.0230152445060385;0.00667498197267644;0.00289751931679544
