# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;LHU14
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=11)
"LHU14";"GDP252";"FSDXP";"IPS11";"LHU5";"GDP274_2";"GDP275_1";"GDP276_4";"PW561R";"HHSNTN";"MOCMQ";"CES278.R"
-0.0639492311447403;0.00379713039780874;-0.00733333333333414;0.00866830084408681;-0.01261137765593;0.00283483424773029;-0.000301755669348951;0.0015831802925717;-0.000384141000141891;0.0238907849829351;0.00363283052188774;0.0253258283396043
0.0650475958018064;0.00256108534643871;-0.0126666666666659;0.00067540733713301;0.0418094585332432;0.000806461467026592;0.000713240673006578;0.00474954087771515;-0.00268167019131771;-0.00910125142206997;-0.0227869218101212;-0.0142202900369192
0.0224554552111289;0.000326315893561701;0.011333333333334;-0.00146357368074791;0.0482522275531172;-0.000378792507239711;0.000128017556693483;0.00243809765056046;-0.00375231350803201;0.0034129692832765;-0.00344645317803923;-0.00748536008296103
-0.0512570173297535;0.00207655568630166;0.0359999999999999;0.0102442512973979;-0.057162440027416;0.00312809296301272;0.000201170446232645;0.00187870728051845;-0.000593845166715692;0.104095563139936;0.00216319933515227;0.0494064624521511
0.00720039052965704;0.00286762451917847;0.010666666666666;-0.000562648330651078;0.0625085675119944;0.00193061987560947;0.00190197512801754;0.00175205285711267;-0.000944272634826132;-0.0654152445961378;-0.00650181947062782;-0.00844549736787218
0.0519892604344643;-0.000969059320274095;0.00600000000000006;-0.00461547458736894;-0.00808773132282116;0.000647612996248687;9.14411119239352e-05;0.00110822620480021;-0.000940664437391686;-0.0335608646188837;0.00675847023920527;0.0014819548422625
0.0528435440566257;0.000266985731095902;0.00333333333333402;-0.00348979569214691;0.0622344071281686;-0.000256601375872162;0.00152706656912946;0.000844362822704935;-0.00086717734101649;-0.0534698521046653;-0.0095877394261411;-0.00329670749908872
0.029655845740786;-1.97767208219082e-05;-0.0720000000000001;-0.00337741891958604;0.0271418779986292;-0.00145407446327545;0.000640087783467449;0.000316636058514355;-0.000325814340693995;0.0182025028441415;-0.0120656414894306;-0.000214305658936133
-0.0100073224310459;0.00352025630630187;-0.038666666666668;0.00776775772790986;-0.0638793694311158;0.000232163149598674;-0.000822970007315287;0.000601608511177239;0.00104191291684828;0.0455062571103529;0.0326526995688884;0.0299867831823537
-0.0290456431535258;0.00115693816808232;-0.00200000000000006;0.00619142504068005;0.00424948594927897;-0.00166179938660063;-0.000173738112655435;0.000295526987946706;-0.00101589813976269;0.00853242320819114;0.01180593535456;0.0117808244458264
