# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;LHU27
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=8)
"LHU27";"CES003";"GDP253";"GDP264";"CES002";"CPILFESL";"CCINRV";"LHUR";"LHU14"
-0.057636887608069;0.0678832848691576;0.00304475040472902;0.00269457325479383;0.0106858054226485;0.000891729741683906;0.000998855522000306;-0.10091743119266;-0.0639492311447403
-0.0414734995614586;-0.0240148400681895;0.00166347339185195;0.000595312695826549;-0.000628576789567983;0.00071338379334679;0.0012707659657937;0.0229357798165142;0.0650475958018064
-0.00400952261621323;-0.00862328286372706;-0.0042180932436246;-0.00142561724526883;0.00129937142320996;0.00107007569002049;0.00130488355020956;0.0458715596330267;0.0224554552111289
-0.00714196216013031;0.0506868545071699;0.00268086560026141;0.00202876300288257;0.00860774931982414;0.000713383793347322;0.000872087780695748;-0.0642201834862386;-0.0512570173297535
-0.0147851146472875;-0.0205053644841175;0.00187883378633278;0.000360320842210799;0.000684867248335223;0.000356691896673148;0.00102946046667479;0.0137614678899081;0.00720039052965704
0.00751785490540031;-0.036498546074391;-0.00066093362444118;-0.00167627522245895;-0.00393095037057983;-0.000178345948336565;0.000644488002129126;0.0412844036697246;0.0519892604344643
0.049367247212129;-0.05178983254789;-0.00222043992930238;-0.00257707732798596;-0.00544610188573039;0.000891729741683906;0.00052899497765342;0.100917431192661;0.0528435440566257
0.0412229043979448;-0.0468765667301617;-0.00473792867857832;-0.000258491038977318;-0.00513650436251058;0.000356691896673129;0.000408907677418206;0.0733944954128432;0.029655845740786
0.0739255732364365;0.0104782913867341;0.00160406362785723;0.000657977190124073;0.00124777183600761;0.000535037845010244;-0.000181442835622146;0.0275229357798164;-0.0100073224310459
0.0184187445182308;0.0261706607841174;0.0019011124478308;0.00348571249530017;0.00525846702317341;0.000713383793347322;0.000280205842402334;-0.0321100917431186;-0.0290456431535258
-0.0513720085202356;0.0309836558708516;0.00396560174664707;0.00133945356560973;0.00542264752791023;0.000535037845010244;0.00069749245071608;-0.0779816513761469;-0.0375884793751538
-0.0413482019797017;0.0221096961796854;0.0018639813453341;0.00173893971675648;0.00488788816962146;0.000356691896673128;0.000620426419900009;-0.0779816513761469;-0.049304369050526
-0.021676481643904;0.0272235034593405;0.00219816126780436;0.00128462213309939;0.00594333427150863;0.000713383793347342;0.0011895104695298;-0.0137614678899083;0.00109836465706614
-0.0166645783736376;0.00536448410709429;0.000757474490932587;0.000759806993357559;0.00183882165306219;0.000535037845010245;0.000942471228589059;0.00458715596330367;0.028679521601174
-0.0293196341310612;-0.00120324877168355;0.00407699505413714;0.000751973931570372;0.00166525940519845;0.000356691896673127;0.0010263911906079;-0.00458715596330367;-0.0220893336587771
0.0355845132188949;-0.00310839266018763;0.00201993197582023;-0.00143345030705602;0.00117740876254713;0.000356691896673681;0.0011370928888022;0.0321100917431201;0.0501586526726874
-0.00551309359729368;0.019803469367297;0.0021090466218123;0.00142561724526883;0.0047424711511399;0.000713383793346791;0.00126491870573623;-0.00458715596330372;-0.0191603612399305
-0.00852023555945344;0.0115311340619725;0.00109908063390218;0.00157444541922546;0.00311473871845486;0.000713383793347341;0.0013815040754974;-0.0321100917431186;0.00231876983158291
-0.0109008896128305;0.00616664995487823;0.00166347339185195;-0.000211492668254161;0.00363542546205038;0.000891729741683393;0.00146480075814762;0.00917431192660589;-0.00744447156455827
-0.00563839117905018;0.00486313045221592;0.00373538891116755;-5.48314325103366e-05;0.00442818275635663;0.000891729741683906;0.00165708351433778;-0.0137614678899081;-0.0130583353673432
-0.00175416614459356;0.0171462949964907;0.00268829182076074;0.00141778418348163;0.00406698564593303;0.000178345948336545;0.00152775411624618;-0.0366972477064223;-0.0123260922626288
0.00112767823581006;0.0294795949062472;0.00355715961918341;0.0017311066549693;0.00698939863026458;0.000356691896673662;0.00150329414926583;-0.0275229357798164;-0.0136685379546033
-0.0239318381155245;0.0183996791336559;-0.00362399560367746;0.00180160421105402;0.00501923257341264;0.000891729741683906;0.00133742901415581;-0.00458715596330223;-0.0151330241640213
-0.0175416614459338;0.0411611350646801;0.0101516434225965;-0.00245958140117809;0.00776339243831554;0.000713383793346827;0.00188845509691955;-0.00917431192660592;0.0063461069074921
-0.0090214258864804;0.0301814900230677;0.000230212835479505;0.00775473116931947;0.00798386340181961;0.000535037845010244;0.001823291346008;-0.0321100917431188;-0.017207712960703
-0.0101491041222904;0.0432166850496293;0.00410669993613451;0.00030548940970046;0.00799324514494797;0.000178345948336546;0.00157315498490481;-0.0412844036697246;-0.0379546009275066
-0.00839493797769729;0.0462248069788382;0.00510923970354527;0.00360320842210804;0.00868749413641011;0.000891729741683904;0.0012971728776063;-0.0366972477064223;-0.0106175250183061
-0.0140333291567471;0.0489822520806233;0.00605236970696135;0.00198176463215942;0.00913781780654944;0.000891729741683906;0.00151449390122213;-0.0321100917431186;-0.0394190871369296
-0.00776845006891378;0.0523914569337165;-0.00548797694901158;0.00197393157037222;0.00986959377052213;0.00178345948336728;0.000998902642777293;-0.00458715596330363;-0.0117158896753722
-0.0187946372635008;0.0352451619372411;0.00432206033061534;0.00456667502193258;0.00766957500703634;0.00160511353503073;0.000732813756799497;-0.00917431192660451;0.0214791310715159
0.00187946372635008;0.00977639626992888;7.42622049935276e-06;0.000979132723398918;0.00504737780279627;0.00178345948336728;0.000612163149093521;-0.00917431192660592;-0.0156211862338298
-0.00588898634256333;-0.00120324877168354;-0.00246550520578058;0.00130812131846096;0.00381367858148046;0.00107007569002045;0.000667123109926518;0.0183486238532104;0.0346595069563096
-0.013406841247964;-0.0291286473478446;0.0056662062409957;-0.00068147637548565;0.000436251055446091;0.00142676758669415;0.000532229176439768;0;0.0120820112277276
0.00451071294324019;0.00260703900530934;-0.00124017882338961;0.00117495926807871;0.00489257904118492;0.00196180543170439;0.000892253331406807;-0.00458715596330229;0.000244081034903372
0.00526249843378022;0.018951168154016;0.000230212835479499;0.00470767013410201;0.00619664133596121;0.00196180543170382;0.000992920445949529;0.0137614678899082;0.0123260922626313
-0.000877083072296579;0.017096159631009;0.00847331758974589;0.0054596440656724;0.005178722206586;0.00231849732837806;0.00015455614862505;-0.0229357798165141;-0.0309982914327558
