# max_attributes; 15
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 100
# predict; FMRRA
# lag_parameter; 4
# horizon; 1
# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_te_(n_components=10)
# prediction_type; rolling
FMRRA;GDP274_2;GDP253;FSDJ;HSNE;IPS25;GDP264;FYGT1;LHEL;PW561R;CES048
-0.00010268156405013199;0.00283483424773029;0.00304475040472902;0.00225085042840312;-0.26101321585903103;0.0064834046680511;0.00269457325479383;0.0269682470639413;0.0516605166051662;-0.000384141000141891;0.00753742467824435
0.000151105256187526;0.000806461467026592;0.00166347339185195;0.00205435718354434;-0.0506607929515407;0.0019978014384176;0.000595312695826549;0.0448020878642884;0.0258302583025826;-0.00268167019131771;0.00317033739948135
-0.000109099161803332;-0.000378792507239711;-0.0042180932436246;-9.657468561132759e-05;0.014317180616738999;-0.0021865215742955303;-0.00142561724526883;0.0204436711613749;-0.011070110701107002;-0.0037523135080320103;0.00222553486321786
-0.000266622015744237;0.0031280929630127198;0.00268086560026141;-0.0015531660415301302;-0.0737885462555055;0.0047121233927282895;0.00202876300288257;-0.0226185297955634;0.00369003690036862;-0.000593845166715692;0.00556383715803181
-0.000156939435963049;0.0019306198756094699;0.00187883378633278;-0.000386546628058483;-0.052863436123348;-0.000980000705599948;0.000360320842210799;-0.0456720313179644;-0.0295202952029512;-0.000944272634826132;0.00508093808394257
0.000424144869684784;0.0006476129962486871;-0.00066093362444118;-0.000815946481496111;-0.0220264317180627;-0.00324184233412706;-0.00167627522245895;-0.051979121357111996;-0.0295202952029523;-0.0009406644373916859;-0.0037162233093283297
0.000316795961814127;-0.000256601375872162;-0.00222043992930238;-0.00142715752149502;0.123348017621144;-0.00275184198132622;-0.00257707732798596;-0.00521966072205307;-0.0405904059040592;-0.00086717734101649;-0.00352726280207435
-5.89252157334421e-05;-0.00145407446327545;-0.00473792867857832;0.004122136340185821;-0.145374449339207;-0.00154560111283281;-0.000258491038977318;-0.00782949108307962;-0.0147601476014756;-0.000325814340693995;-0.00422011799533895
-0.00024270187866411099;0.00023216314959867402;0.0016040636278572302;0.0030107695970360603;0.13215859030837;0.000980560706004271;0.0006579771901240731;0.00413223140495914;0.0147601476014756;0.0010419129168482801;-0.00201557874404249
0.00023453402697841402;-0.00166179938660063;0.0019011124478308;0.00131560124913697;0.0848017621145385;0.00192220138398472;0.00348571249530017;0.00500217485863372;0.0295202952029523;-0.00101589813976269;0.0032123286233177104
0.000435813229236009;-0.00260267109813164;0.003965601746647071;0.0009262168472358391;-0.0286343612334814;0.00293972211660022;0.00133945356560973;0.005654632448891079;0.0405904059040592;-0.000438100424281759;0.00230951731087774
-0.000200695784280095;-0.00200393455443004;0.0018639813453341;-0.0006421786666542701;-0.0319383259911871;0.00222432160151155;0.00173893971675648;0.00695954762940432;0.0184501845018442;-0.000855960579987478;0.0037582145331646897
-4.66734382052541e-06;-0.00239494617480662;0.00219816126780436;-0.00580181441940286;0.102422907488987;0.00241248173698686;0.00128462213309939;-0.0123966942148761;0.0;-0.00086134973119617;0.005416867874614179
5.2507617980242104e-05;-0.00249269907990085;0.000757474490932587;-0.00323593752662834;-0.0870044052863458;0.0022993616555401198;0.000759806993357559;0.0108742931709435;-0.011070110701107002;-0.000653008936359667;-0.000209956119168953
0.000241535042709113;-0.000989748164078125;0.00407699505413714;0.00197636875463818;0.0649779735682829;0.000527520379814669;0.000751973931570372;-0.0121792083514567;-0.0147601476014756;-0.000321993017697766;0.00188960507253983
-6.94267393293122e-05;-0.000794242353890112;0.00201993197582023;0.0043542683062234;-0.205947136563875;-7.53200542307174e-05;-0.00143345030705602;0.00195737277076985;0.011070110701107002;-0.000700266904283112;0.00161666211761313
