# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;IPS299
# prediction_type;rolling
# method; Part-GFS_te(n_components=4)
"IPS299";"CES033";"IPS13";"LHU15";"HSBR"
0.00796891432553567;0.0214810627473161;0.00791204486606331;-0.0711677414342313;-0.0173998044965805
0.00371149256068207;0.0189372526851302;0.000545179550926256;-0.0228420480149173;-0.0418377321603108
-0.00305630242225071;0.000423968343696957;-0.0112761741527853;0.00870173257711129;-0.0543499511241465
0.0102603902079675;0.013284341435842;0.0270090879517562;-0.00543858286069454;-0.178885630498533
0;-0.00070661390616289;-0.00382000895250032;-0.013052598865667;-0.0213098729227741
-0.00371149256068207;-0.0183719615602023;-0.00891197845396456;0.0219874135653795;-0.00957966764418591
-0.00316593882363938;-0.0241661955907292;-0.0059110520614574;0.0562504855877563;-0.0146627565982405
-0.00403814896207745;-0.01271905031091;-0.0157325385893698;0.0507342086861923;0.00547409579667679
0.00720446325284449;0.00367439231203803;0.0210980358902999;0.0565612617512245;0.0330400782013683
0.00534815377181136;0.00847936687394013;0.00727568938198024;0.0058270530650299;0.0471163245356774
0.00993373380657215;0.0199265121537592;0.0120948815031797;-0.0606013518763111;0.0187683284457478
0.00458445363337664;0.014132278123236;0.00300092639250597;-0.0457617900707008;0.00273704789834012
0.00665853404867296;0.0130016958733722;0.00845759962659176;-0.0237743765053221;0.0158357771260997
0.00414778536346608;-0.000423968343697068;0.00181864093829454;-0.00846865045451164;0.0158357771260997
0.00218334134955613;-0.00635952515545501;0.00291012566895144;-0.00660399347369983;0.00801564027370666
0.00753187058849634;-0.00339174674957599;0.00609302871816765;0.0159272783777477;0.0127077223851379
0.00316518788938287;0.0077727529677809;0.0079116696564622;-0.00396239608422033;0.0518084066471201
0.00360223162642224;0.0033917467495761;0.00627500537487674;-0.00326314971641675;0.0119257086999003
0.00502149737041597;0.00113058224985607;0.00582062654750508;-0.00940097894491418;0.0293255131964809
0.00360185615929347;0.00607687959299297;0.00236419569882299;-0.00163157485820839;-0.0279569892473137
0.00764113152275613;0.00819672131147409;0.0088208025208078;-0.0120425763343952;-0.0406647116324516
0.00360223162642224;0.0151215375918611;0.0065481579647426;-0.00800248620930766;0.00625610948191785
0.0039296389620741;0.0196438665912932;-0.004729141816847;-0.0120425763343952;-0.044379276637343
0.0148455947755994;0.021057094403619;0.0352847109216388;-0.0147618677647424;0.00234604105571845
0.00796816339127919;0.0114471452798192;0.00954908435724861;-0.0147618677647424;-0.00977517106549552
0.00731372418710435;0.0211984171848502;0.00500154398750965;-0.0132079869474012;0.0201368523949207
0.0106974339450069;0.0286885245901614;0.0103670412884397;-0.0133633750291352;0.0365591397849442
0.0108066948792667;0.0279819106840021;0.00736649010553594;-0.0136741511926036;-0.0355816226783987
0.0087322389968427;0.0332108535896012;0.00445598922698115;-0.0167819128272862;-0.105376344086017
0.00633112671302113;0.0176653476540393;-0.0119129048464694;-0.0159272783777484;-0.116520039100686
0.00720446325284449;0.00960994912380009;0.0090935799010726;0.00520550073809331;-0.0713587487781037
0.00219122615924608;0.00862068965517104;-0.0206530373029633;-0.00481703053375815;0.124926686217009
0.00189197885819622;-0.0168174109666452;-0.00294426974268536;-0.00909020278144667;0.0826979472140743
-0.00063904505192483;0.00522894290559517;0.00267599487763814;0.00264159738948039;0.0791788856304984
0.0121414805194513;0.0223289994347101;0.0249398069996858;0.0113433299665914;0.0404692082111436
0.00541348505209038;0.00876201243640218;0.00876639712859589;-0.00225312718514473;-0.000195503421307919
0.00281149785476859;0.0248728094968921;0.0062502415411802;-0.0174811591950897;-0.00156402737048089
0.00434790934271106;0.0180893159977401;0.00541952748354083;7.76940408669814e-05;0.055131964809384
0.00657029927358377;0.0135669869983042;0.0169208273972043;-0.00776940408670647;0.0158357771260997
0.0063927033220201;0.00310910118711005;0.00504506830127979;-0.00341853779815097;0.0285434995112433
-0.00142302041527378;0.0163934426229521;-0.00854990118855067;0.00707015771890288;-0.0535679374389031
0.00563425972337836;0.00805539853024306;0.00867747245304909;0;-0.0508308895405688
-0.00590647339120814;-0.00409836065573899;-0.0111275911506068;0.00295237355294857;-0.0578690127077242
-0.00864024955047127;-0.000282645562465933;-0.02300822797135;0.0198896744619687;-0.0488758553274662
-0.000304879307969491;-0.0356133408705482;0.00674551821511213;0.0322430269598324;0.109872922776146
-0.00613550833931265;-0.0168174109666452;-0.00551070341669541;0.0236966824644549;0.0527859237536656
-0.0106632664363555;-0.0342001130582262;-0.018469317422445;0.0457617900707017;0.134701857282504
0.008399575121398;-0.0159694742792551;0.048925080773246;0.04156631186388;0.0306940371456481
0.00152364560558937;-0.002119841718485;0.0114333869758001;0.0163157485820838;0.12316715542522
0.0061907020071347;-0.00127190503109109;0.00925754649691143;0.0203558387071704;0.0877810361681346
0.00991683778581026;0.00325042396834507;0.00940200219347564;0.00598244114676483;0.0330400782013665
0.013911057093907;0.0137083097795351;0.0161674065174658;-0.00365161992075286;0.0535679374389092
0.00786641179958056;0.0220463538722442;0.00912134541158011;-0.0208996969932391;-0.0240469208211144
0.00782961602103224;0.00494629734313301;0.0132659106693473;-0.00551627690156242;0.0903225806451612
0.0169778725957424;0.0226116449971723;0.0266804043408752;-0.0211327791158426;0.0304985337243401
0.0134473551907776;0.0303843979649532;0.0148973220165118;-0.034107683940641;-0.087585532746827
0.00286218591705406;0.00664217071792095;-0.00572044558391427;-0.0253282573226634;-0.130791788856305
0.00418120193786098;-0.012153759185982;-0.00591555457667614;-0.00582705306502991;-0.109090909090909
0.00817204204180522;0.0146975692481641;-0.00118528713102356;0.00489472457462513;-0.240664711632451
-0.00895489100377;0.00183719615601907;-0.0337377217348035;0.00660399347370071;0.00586510263929618
0.00244579287205648;-0.0211984171848502;-0.000204114023195867;0.0169373009090202;-0.127663734115349
0.00174592214538916;-0.0237422272470322;0.00248126109447855;0.0163157485820838;-0.140566959921796
-0.0131199478551257;-0.0792820802713396;-0.0341530787636238;0.048247999378447;-0.0553274682306943
-0.0332089410738132;-0.132419446014696;-0.0545978747377759;0.151037215445575;-0.0609970674486802
