# max_attributes; 15
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 100
# predict; FSDJ
# lag_parameter; 4
# horizon; 1
# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_granger__graph(n_components=13)
# prediction_type; rolling
FSDJ;GDP285A;PW561R;CPIAUCSL;IPS25;GDP275A;CES011;GDP284A;GDP275_1;BUSLOANS;CES046;GDP279A;GDP273A;GDP275_3
0.00225085042840312;0.00028715488627821;-0.000384141000141891;0.000263675531438038;0.0064834046680511;0.00045504962885012997;0.0197568389057765;0.000287530421745538;-0.00030175566934895095;0.0007267907911331981;0.00408944081253784;0.0025613163613784603;0.00048673169402095996;0.0008253703530372741
0.00205435718354434;0.0005996469684045;-0.00268167019131771;0.000791026594314095;0.0019978014384176;0.0011471042727264301;-0.00338491295938249;0.00248508435937196;0.0007132406730065781;0.000961928988264466;0.0020264820676606;0.00204387871261515;0.0010221365574440801;0.00021272431779311598
-9.657468561132759e-05;0.0018242781010616399;-0.0037523135080320103;0.0009316535444145699;-0.0021865215742955303;0.000843737853492967;-0.00856590218292273;0.00325525513190455;0.000128017556693483;0.000491652594001792;0.0031329412766018198;0.0008796440028976231;0.00103187119132451;0.0016592496787862698
-0.0015531660415301302;-0.00046451525721476395;-0.000593845166715692;0.000140626950100457;0.0047121233927282895;6.636140420732691e-05;-0.00994749930920143;0.00031833725264684504;0.000201170446232645;0.000748166990872384;0.0043164068041161895;7.7615647314502e-05;0.000389385355216782;-0.0009274780255779721
-0.000386546628058483;0.000143577443139105;-0.000944272634826132;0.0009316535444140269;-0.000980000705599948;0.00142203009015669;0.0047665100856590205;-0.00041075774535072795;0.00190197512801754;0.0006840383916547559;0.00322210648757969;0.00045275794266795593;0.0011097482623678599;-2.12724317793071e-05
-0.000815946481496111;0.00102193356587251;-0.0009406644373916859;8.78918438128604e-05;-0.00324184233412706;0.000673094242674189;-0.00621718706825089;0.0014581899959951099;9.14411119239352e-05;0.000235138197131269;-0.000405296413531622;-0.000465693883887009;0.000798239978194427;0.00150608816997524
-0.00142715752149502;-0.000515189648910922;-0.00086717734101649;0.00100196701946454;-0.00275184198132622;0.00112814387152432;-0.0124343741365018;-0.0009960875324755481;0.00152706656912946;0.000299266796348969;0.000320184166689896;-0.00173341612335714;0.000944259486400694;0.000127634590675873
0.004122136340185821;0.000177360370936524;-0.000325814340693995;0.000316410637725634;-0.00154560111283281;0.000407648625844916;-0.00324675324675397;0.0014581899959951099;0.000640087783467449;0.000213761997392082;-5.26885337587546e-05;-0.0006338611197350651;0.000340712185814693;-0.000229742263216556
0.0030107695970360603;-0.000261817690430131;0.0010419129168482801;-5.27351062876149e-05;0.000980560706004271;-0.0011660646739285099;-0.00352307267200884;0.00404596379170477;-0.0008229700073152871;0.00012825719843526;0.00111861810134842;-0.000465693883887009;-3.89385355216579e-05;-0.00193153680556147
0.00131560124913697;-0.000228034762632712;-0.00101589813976269;0.0006152429066889361;0.00192220138398472;0.00054037143425957;0.00324675324675397;-0.00057506084349104;-0.000173738112655435;0.000213761997392146;0.0036557736500593798;-0.00047862982510606203;0.0007398321749118719;0.0016464862197187
