# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;PMNV
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=13)
"PMNV";"GDP279A";"PMP";"LHEL";"LBLCPU";"GDP284A";"IPS32";"IPS18";"PMDEL";"CES275R";"CES278.R";"PMI";"PMNO";"EXRJAN"
0.310697674418607;0.00256131636137846;0.000775193798450924;0.0516605166051662;-0.000915001203948942;0.000287530421745538;0.0204669819385224;0.00722620164260229;-0.0172872340425532;0.024489089140142;0.0253258283396043;0.00959860383944244;-0.0649738610903662;0
-0.349767441860467;0.00204387871261515;-0.303875968992249;0.0258302583025826;0.0017625812665543;0.00248508435937196;-0.0317118693082068;0.00682534020905197;-0.0775709219858152;-0.00682615576686803;-0.0142202900369192;-0.301919720767888;-0.310679611650486;0.000311407080919257
-0.219534883720928;0.000879644002897623;-0.0705426356589141;-0.011070110701107;0.00298579340235973;0.00325525513190455;0.00652216935268725;0.00281021536303869;-0.0319148936170213;-0.00397318972080579;-0.00748536008296103;-0.0558464223385706;0.0336071695294996;0.00108992478321157
0.223255813953489;7.7615647314502e-05;0.146511627906977;0.00369003690036862;-0.000443053214543697;0.000318337252646845;0.0274384529656716;0.00401465980954802;-0.266400709219858;0.0394239112338028;0.0494064624521511;0.0270506108202462;0.046303211351756;0.00108992478321157
-0.22046511627907;0.000452757942667956;-0.306976744186046;-0.0295202952029512;0.00543221767397062;-0.000410757745350728;-0.0151808598234888;0.00702530588936177;-0.0474290780141848;-0.0019901587255812;-0.00844549736787218;-0.255671902268762;-0.172516803584765;0.000467110621376943
-0.0939534883720939;-0.000465693883887009;0.040310077519379;-0.0295202952029523;0.000876474837466902;0.00145818999599511;-0.00618509957026407;-0.000802187903564521;0.0669326241134748;0.000934983131874068;0.0014819548422625;0.0383944153577669;0.035847647498133;-0.00604848368705868
-0.0102325581395359;-0.00173341612335714;-0.0325581395348837;-0.0405904059040592;0.004729111485673;-0.000996087532475548;-0.0120327552517975;0.000401791506481036;0.0137411347517739;0.00525829938843169;-0.00329670749908872;-0.0183246073298428;-0.0448095593726662;0.00170076174962741
-0.0437209302325563;-0.000633861119735065;0.0589147286821697;-0.0147601476014756;-0.00090536961232845;0.00145818999599511;-0.00562281779114918;0.00200709738654197;0.036347517730496;-0.000337461061723929;-0.000214305658936133;0.0174520069808011;0.0395817774458559;-0.00184448809466653
0.105116279069766;-0.000465693883887009;0.323255813953489;0.0147601476014756;-0.00388153142306765;0.00404596379170477;0.0160813337039473;0.00923376406560833;0.098847517730496;0.0257880898964753;0.0299867831823537;0.331588132635254;0.339058999253173;0.00933023523211918
0.267906976744186;-0.000478629825106062;0.0457364341085278;0.0295202952029523;-0.00155068625090297;-0.00057506084349104;0.0138314583748747;0.00742709739584271;0.0265957446808511;0.0125957884736347;0.0117808244458264;0.0636998254799291;0.00298730395817692;0.00188041968092645
