# max_attributes; 15
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 100
# predict; FM1
# lag_parameter; 4
# horizon; 1
# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_te_(n_components=5)
# prediction_type; rolling
FM1;GDP285A;GDP274_2;IPS25;FYGT5;CES015
0.000862110254322515;0.00028715488627821;0.00283483424773029;0.0064834046680511;0.0254151987921484;0.0545407503234097
0.0007184252119354361;0.0005996469684045;0.000806461467026592;0.0019978014384176;0.027176648213387;-0.0179560155239221
-0.000886057761386783;0.0018242781010616399;-0.000378792507239711;-0.0021865215742955303;0.0108203321590342;-0.00248382923673995
-0.000287370084774178;-0.00046451525721476395;0.0031280929630127198;0.0047121233927282895;-0.0140915953699046;0.0583699870633891
-0.000215527563580639;0.000143577443139105;0.0019306198756094699;-0.000980000705599948;-0.0256668344237543;-0.0240103492884916
0.000933952775516074;0.00102193356587251;0.0006476129962486871;-0.00324184233412706;-0.047307498741822;-0.0306338939197876
-4.7895014129271397e-05;-0.000515189648910922;-0.000256601375872162;-0.00275184198132622;0.00553598389532009;-0.0420698576972831
0.000502897648354797;0.000177360370936524;-0.00145407446327545;-0.00154560111283281;-0.007800704579768991;-0.0426390685640413
0.000742372719000439;-0.000261817690430131;0.00023216314959867402;0.000980560706004271;-0.00201308505284299;0.0140750323415317
0.000598687676612625;-0.000228034762632712;-0.00166179938660063;0.00192220138398472;0.0213890286864617;0.0240103492884758
0.0009339527755160539;-9.29030514429468e-05;-0.00260267109813164;0.00293972211660022;-0.00427780573729264;0.0263389391979352
0.000670530197806185;-0.00210298725539048;-0.00200393455443004;0.00222432160151155;-0.0005032712632103701;0.0244760672703803
0.000694477704871147;0.00030404635017692;-0.00239494617480662;0.00241248173698686;-0.015349773527931999;0.0191979301422921
-9.57900282578077e-05;-0.000641875628151288;-0.00249269907990085;0.0022993616555401198;0.00780070457976896;0.00269081500647883
0.000574740169548336;0.0009628134422269471;-0.000989748164078125;0.000527520379814669;-0.0103170608958231;0.0006209573091849879
0.00110158532496744;0.00168070065792253;-0.000794242353890112;-7.53200542307174e-05;0.00301962757926523;0.0016558861578160901
0.000981847789645325;0.000810790267138502;-0.0010019672772149401;0.00101780073281681;0.00880724710619045;0.0111772315653298
0.00110158532496742;0.00110639088536608;0.000562079204291438;0.0034678024968175197;0.0118268746854549;0.00501940491592257
0.00107763781790315;0.00104727076172055;0.00268820489008906;0.0032415623339249;0.0070457976849527;0.00708926261318477
0.000694477704871167;0.00168070065792253;-0.000525421864881109;0.0033174423885590897;0.00553598389531929;0.00652005174644238
0.000766320226063991;0.0009797049061256858;-0.0016007038209167;0.00467432336551227;-0.000503271263211147;0.0108150064683105
0.00182001053690357;-0.000270263422379501;-0.0033969134520217;0.00275156198112491;-0.00150981378963258;0.0244243208279377
0.0014847454379994301;0.00058275550450579;-0.00274930045577285;0.00335468241537162;0.00100654252642224;0.00957309184994054
0.000862110254322515;0.00156246041063148;-0.00206503012011386;0.0049002835282035894;0.00503271263210822;0.0411901681759324
0.000670530197806898;-0.000827681731037212;-0.00233385060912281;0.00523964377254382;0.00125817815802742;0.0289780077619716
0.0013889554097416;0.00134287137994813;-0.004618824765698529;0.00546560393523514;0.00377453447408152;0.0390168175937849
0.00210738062167704;0.00204386713174498;-0.00615843302093139;0.00701120504806709;0.0231504781077002;0.0348771021992289
0.0020834331146127698;0.000996596370024425;-0.00120969220053996;0.00704872507508264;0.0312028183190736;0.0493661060802066
0.00131711288854877;0.00206075859564369;0.0027248622294993603;0.005164323718313071;-0.00176144942123777;0.0540232858990942
-0.000383160113032723;-0.000574309772556451;0.00455772920001454;0.0055784440164797205;0.0372420734776041;0.0337904269081551
0.00035921260596771804;0.00113172808121416;0.00541306711958861;7.53200542298743e-05;-0.0135883241066935;0.0210608020698471
0.00122132286029025;8.44573194936048e-05;0.0032258458681068396;-0.000417760300787148;-0.0415198792148967;0.000827943078923865
0.00172422050864505;-0.00054897257670837;0.0006842703356590151;-0.000133280095961946;0.00729743331655786;-0.0221992238033635
