# name_prefix; us_data_stock_watson_2012
# description; Stock and Watson 2012: US indicators
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;CCINRV
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=4)
"CCINRV";"GDP255";"GDP252";"FMFBA";"CES088"
0.000998855522000306;0.00394605394605394;0.00379713039780874;0.000129475674818692;0.0040451710770268
0.0012707659657937;0.00306693306693309;0.00256108534643871;0.000182487413376498;0.0030338783077701
0.00130488355020956;0.00273726273726271;0.000326315893561701;-7.7441111165152e-05;0.00320242710264622
0.000872087780695748;0.00252747252747253;0.00207655568630166;-0.000129231381092569;0.00359570762402323
0.00102946046667479;0.00205794205794205;0.00286762451917847;-3.10253032112406e-05;0.00314624417102143
0.000644488002129126;8.99100899100919e-05;-0.000969059320274095;0.000190549106336906;0.00320242710264622
0.00052899497765342;0.00223776223776224;0.000266985731095902;0.000116039519884629;0.00207876847013819
0.000408907677418206;0.00232767232767233;-1.97767208219082e-05;-0.00010944358928066;0.00191021967526207
-0.000181442835622146;0.00403596403596404;0.00352025630630187;-5.86304942575095e-05;0.00230350019664085
0.000280205842402334;0.000879120879120888;0.00115693816808232;0.000270677448488811;0.00309006123939488
0.00069749245071608;0.00407592407592409;0.00481563152013766;0.000406016172733253;0.00269678071801786
0.000620426419900009;0.00207792207792206;0.0026105271484935;7.59753488087144e-05;0.00269678071801787
0.0011895104695298;0.0037062937062937;0.00299617320452097;0.000232567627221429;0.0030338783077701
0.000942471228589059;0.0020979020979021;0.00203700224465781;0.000214245597765958;0.00264059778639308
0.0010263911906079;0.00313686313686314;0.00358947482917857;0.000266768748871668;0.00309006123939488
0.0011370928888022;0.00112887112887113;0.00171068635109614;0.000228170340152191;0.00337097589752233
0.00126491870573623;0.00270729270729272;0.00247209010274006;0.000331750880007025;0.00325861003427276
0.0013815040754974;0.00493506493506493;0.00353014466671281;0.000424093908462677;0.00258441485476654
0.00146480075814762;0.00346653346653348;0.00223476945287701;0.000401863179389988;0.00404517107702679
0.00165708351433778;0.00386613386613387;0.00527049609904183;0.000325887830581349;0.00415753694027814
0.00152775411624618;0.00367632367632366;0.00479585479931572;0.000379876744043422;0.00337097589752233
0.00150329414926583;0.00366633366633368;0.00510239397205547;0.000534270378921555;0.00247204899151519
0.00133742901415581;0.0037262737262737;0.000781180472465871;0.000445347462631025;0.00207876847013995
0.00188845509691955;0.00257742257742261;0.00620989033808304;0.000311474500743019;0.00280914658126744
0.001823291346008;0.00379620379620378;0.00318405205232919;0.00029706117090469;0.00286532951289399
0.00157315498490481;0.00380619380619382;0.00499362200753496;0.000455607799126088;0.00342715882914887
0.0012971728776063;0.00462537462537463;0.00831611110561756;0.00059534381043977;0.00387662228215069
0.00151449390122213;0.00261738261738259;0.00447942726616499;0.000535491847551945;0.00292151244451877
0.000998902642777293;0.00345654345654345;0.000850398995342602;0.000417497977858707;0.00387662228215067
0.000732813756799497;0.00251748251748254;0.00354003302712377;0.000336636754528509;0.00415753694027814
0.000612163149093521;0.00398601398601396;0.0012953752138358;0.000250401069224805;0.00292151244451877
0.000667123109926518;0.00361638361638364;0.00184912339684955;0.000575556018627861;0.00539356143603573
0.000532229176439768;0.00363636363636363;0.00423221825589104;0.000372059344809137;0.00702286645317211
0.000892253331406807;0.00431568431568431;0.00163157946780842;0.000516925524370351;0.0073037811112978
0.000992920445949529;0.00239760239760241;0.0019381186405482;0.000655195773327668;0.00634867127366764
0.00015455614862505;0.00398601398601396;0.00771292112054901;0.000643713968202215;0.00573065902578797
0.00152294351328358;0.00527472527472531;0.00510239397205547;0.00058337341786222;0.00466318332490473
0.00150281009037465;0.0042057942057942;0.00632855066301456;0.0007023444624598;0.00691050058992076
0.00201359931327014;0.00412587412587409;0.00152280750328786;0.000722865135449852;0.00803415922242881
0.00184531388370408;0.00339660339660341;0.00386634892068551;0.000682068083195719;0.00741614697454915
0.00177000631461292;0.00359640359640359;0.00220510437164412;0.000462936610908203;0.00741614697454912
0.0011144277950552;0.00330669330669334;0.0016118027469865;0.000439484413205272;0.00758469576942525
0.000950447491026594;0.00460539460539461;0.0027687409150689;0.000787602972859236;0.00500028091465873
0.000754103780598467;0.00318681318681313;0.00213588584876742;0.000610001434004147;0.0064610371369172
0.000165415345874644;0.00188811188811189;0.00166124454904132;0.000706253162076943;0.00438226866677904
0.000770596052555639;0.00433566433566437;0.00313461025027439;0.000595343810439769;0.00269678071801785
0.000325411802392213;0.00273726273726277;-0.00102838948273987;0.000643469674476167;0.00466318332490648
0.000936889558365871;0.00299700299700295;0.0069416290084941;0.000994275465116958;0.00528119557278442
0.00163352740953464;0.00366633366633365;0.00339170762095939;0.000919521584938559;0.00601157368391542
0.00192546204170835;0.00344655344655351;0.00295661976287712;0.000878235945232328;0.00556211023091183
0.00254381514741927;0.00577422577422573;0.00624944377972686;0.000314161731729771;0.00601157368391367
0.00242200793882261;0.00586413586413589;0.00504306380958972;0.00108368696885966;0.00466318332490648
0.0029873501703868;0.00464535464535459;0.00728772162287775;0.000813986695275114;0.00651722006854377
0.00267541062651486;0.00500499500499507;0.00603189985068575;0.000832308724730512;0.00516882970953306
0.00320659029473937;0.00737262737262737;0.00929505878630268;0.00131943041452009;0.00528119557278617
0.00469462159595714;0.0038961038961039;0.00736682850616538;0.0013599831730481;0.00668576886341812
0.00382130224949921;0.00432567432567432;-0.000217543929041136;0.000842569061225651;0.00618012247879154
0.00334578935376295;0.00241758241758239;0.00148325406164404;0.00108246550022927;0.0050564638462835
0.00283874837449383;0.00197802197802199;-0.00123604505137004;0.00124516512179386;0.00382043935052589
0.00217967863373048;0.000189810189810152;-0.00357958646876763;0.00129500104191274;0.00640485420529241
0.0017951088376431;0.00416583416583419;0.00165135618863038;0.00144670744580405;0.00382043935052412
0.00144821424463638;0.00248751248751253;0.00184912339684953;0.00118287022164525;0.00230350019664088
-0.000200991532524869;0.00431568431568424;-0.00599234640904192;0.000806413589766804;0.000393280521376993
0.000138642177113735;0.00376623376623381;0.00350047958548;0.00092172022847329;-0.00174167088038596
-0.00104333967736103;0.00465534465534467;0.0067339734398639;0.00114305034429539;0.000505646384628355
-9.84824239711746e-05;0.00247752247752245;0.00596268132780906;0.00138001525858613;0.00370807348727459
0.00197980086502589;0.0049450549450549;0.00442998546411019;0.00110323046694544;0.00460700039327994
0.00333103198314152;0.00467532467532472;0.00856332011589159;0.00131869753334179;0.0043822686667791
0.00282566164960371;0.00284715284715281;0.00390590236232927;0.00155273092291974;0.0052250126411596
0.00256771823248939;0.00519480519480522;0.00462775267232943;0.00124736376532851;0.0050564638462835
0.00359816395177408;0.00712287712287715;0.00588357444452137;0.00144255445246056;0.00797797629080388
-0.00536699224696111;0.00360639360639359;0.00536937970315141;0.00140591039355036;0.00848362267543068
0.00528902877952842;0.00289710289710288;0.00248197846315099;0.00138367966447722;0.00915781785493519
0.00475129503959172;0.00687312687312686;0.00439043202246639;0.0018590752554147;0.00876453733355809
0.00484328764745513;0.00512487512487514;0.00699107081054892;0.00174230285435282;0.011629866846452
0.00505147580774308;0.00701298701298708;0.00267974567137025;0.00196485443880479;0.0107309399404466
0.00702206670271588;0.00642357642357633;0.0101355694212342;0.00158644345711728;0.0110118545985725
0.00642935158341017;0.00236763236763238;0.00211610912794546;0.00198317646826026;0.0108433058036979
0.00475395093793263;0.00247752247752253;0.00395534416438409;0.00193798212893726;0.0101691106241918
0.00651048499402401;0.0049550449550449;0.00257097370684972;0.00137268644680395;0.0107871228720715
0.00559379311417274;0.00459540459540464;-0.000187878847808298;0.00149019172904478;0.0104500252823193
0.00530483565836504;0.00189810189810186;0.00488485004301437;0.00250572074833032;0.00943873251306254
0.00509564082693215;0.00339660339660341;0.00143381225958927;0.00238723829118467;0.00735996404292427
0.00364507054344393;0.00127872127872131;-0.000791068832876773;0.00181265944746184;0.00876453733355803
-0.00206780962537828;-0.00298701298701298;-0.0111342938227413;0.00171665201311441;0.00567447609416161
-0.00106623609128484;0.00630369630369632;0.00531004954068576;0.00205622029235632;0.00584302488903921
0.00167608603859742;0.00768231768231764;0.00656587131287756;0.002415087775957;0.00780942749592622
0.00204923975552537;-0.00315684315684317;0.00213588584876739;0.000742897220988109;0.00702286645317207
0.00260406548639994;0.00429570429570431;0.000118660324931574;0.00164751688863601;0.0052250126411596
0.00244486151567747;0.000109890109890098;0.00198756044260301;0.00140273457511092;0.00365189055564968
0.00220953607153335;0.000909090909090915;-0.0038070187582197;0.00112008673404425;0.000898926906005459
0.00277038041074495;0.00231768231768231;0.00329282401684977;0.00177796973835898;0.00146075622226016
0.00178405687357841;0.0026873126873127;0.00177990487397284;0.00176502217087687;0.00157312208550991
0.000623172276087935;0.00484515484515485;0.0038960140019183;0.00199074957376902;0.00162930501713632
0.00187816991640841;0.00938061938061929;0.00924561698424786;0.00244928889760745;0.00179785381201092
0.00312712752985561;0.00719280719280718;0.0050826172512336;0.00313868579258485;0.00533737850441085
0.00361879000098783;0.0078821178821179;0.0104124435127411;0.00352418129232872;0.00780942749592622
0.00599209219120048;0.00815184815184822;0.00948293763411096;0.00243414268659069;0.0103938423506943
0.00776704618740054;0.00644355644355638;0.0085732084763025;0.00242046223793109;0.00898926906005904
