# name_prefix; us_data_stock_watson_2012
# description; Stock and Watson 2012: US indicators
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;FYAAAC
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=4)
"FYAAAC";"FSDXP";"GDP284A";"GDP274_2";"Sfygm6"
0.0205269607843134;-0.00733333333333414;0.000287530421745538;0.00283483424773029;0.0166358595194085
0.0110294117647059;-0.0126666666666659;0.00248508435937196;0.000806461467026592;0.120147874306839
0.00888480392156895;0.011333333333334;0.00325525513190455;-0.000378792507239711;-0.0998151571164511
-0.00153186274509836;0.0359999999999999;0.000318337252646845;0.00312809296301272;-0.0369685767097968
-0.00919117647058828;0.010666666666666;-0.000410757745350728;0.00193061987560947;-0.0258780036968573
-0.0128676470588235;0.00600000000000006;0.00145818999599511;0.000647612996248687;0.029574861367837
0.000612745098039557;0.00333333333333402;-0.000996087532475548;-0.000256601375872162;-0.0147874306839187
-0.00459558823529418;-0.0720000000000001;0.00145818999599511;-0.00145407446327545;-0.0757855822550828
0.00122549019607813;-0.038666666666668;0.00404596379170477;0.000232163149598674;-0.00184842883549019
0.0140931372549026;-0.00200000000000006;-0.00057506084349104;-0.00166179938660063;0.0609981515711645
-0.00245098039215716;-0.0159999999999999;0.0023105123175979;-0.00260267109813164;-0.00369685767097927
0;0.0186666666666679;0.00052371612532217;-0.00200393455443004;-0.0536044362292054
-0.0104166666666663;0.085333333333332;-0.0029574557665253;-0.00239494617480662;-0.0573012939001848
0.00367647058823522;0.0466666666666679;-0.000195109929041582;-0.00249269907990085;0.0406654343807764
-0.00735294117647051;-0.0159999999999998;0.000431295632618251;-0.000989748164078125;-0.0517560073937154
-0.00551470588235299;-0.05;0.000431295632618289;-0.000794242353890112;-0.00554528650646952
0.00214460784313694;-0.0280000000000001;-0.000441564576252032;-0.00100196727721494;0.0147874306839186
0.00612745098039246;-0.00333333333333402;-0.000729094997997571;0.000562079204291438;0.0221811460258779
0.00428921568627396;-0.00466666666666599;0.000308068309013063;0.00268820489008906;0.00554528650646946
0.00398284313725544;-0.012;0.000780439716166403;-0.000525421864881109;0.00739371534195971
0.0027573529411765;-0.00533333333333402;-9.24204927039186e-05;-0.0016007038209167;-0.00924214417744934
0.000306372549019329;-0.00466666666666599;0.00248508435937192;-0.0033969134520217;-0.00554528650646946
0.00183823529411761;-0.002;0.00341955823004489;-0.00274930045577285;0.0129390018484286
-0.000919117647058803;0.000666666666666038;0.00713691582546904;-0.00206503012011386;-0.0295748613678372
0.00214460784313694;-0.00200000000000006;-0.00106797013791194;-0.00233385060912281;-0.0166358595194084
0.00490196078431433;0.012666666666666;0.000318337252646843;-0.00461882476569853;0.0258780036968578
0.0107230392156857;-0.013333333333332;-0.00119119746151713;-0.00615843302093139;0.0295748613678372
0.0183823529411765;0.0253333333333319;0.00538092646409461;-0.00120969220053996;0
0.0174632352941177;0.0333333333333341;0.00271100111931489;0.00272486222949936;-0.00739371534195921
0.029105392156863;0.060666666666666;0.00386112280629689;0.00455772920001454;0.0776340110905731
0.00582107843137224;0.0193333333333339;0.00575060843491033;0.00541306711958861;-0.0480591497227359
-0.0242034313725487;-0.0566666666666659;0.00588410470214929;0.00322584586810684;-0.1090573012939
0.0131740196078428;-0.036;-0.000441564576252031;0.000684270335659015;0.1090573012939
0.032475490196079;-0.019333333333334;-0.000349144083548115;0.0049609599335281;0.186691312384473
0.0376838235294118;0.000666666666666094;0.00192029245951467;0.00557191559036629;-0.0110905730129388
0.0091911764705882;0.0273333333333339;0.00252616013390704;0.0117059103850244;-0.177449168207024
0.0116421568627446;-0.037333333333334;0.0072087984309054;0.0086511321008321;-0.0351201478743072
-0.0162377450980387;-0.00599999999999995;-0.00432322526981649;0.00678160779090645;-0.0184842883548981
0.0153186274509798;-0.020666666666666;0.00250562224663949;0.00775913684184809;0.00184842883548969
0.0419730392156866;0.036;0.00542200223862969;0.00664719754640203;0.0277264325323475
0.0171568627450984;-0.00133333333333407;0.000605867674392309;0.00846784540378057;-0.00369685767097933
0.0162377450980385;0.0486666666666681;0.00494963083147636;0.00652500641503445;0.044362292051756
0.0370710784313732;0.00800000000000001;0.00841026483605634;0.00586517430564881;0.0129390018484287
0.0392156862745092;0.0453333333333321;-0.000349144083548109;0.00376348684612476;-0.147874306839187
0.0226715686274513;0.0819999999999999;0.00733202575451061;0.00475323501020292;0.0924214417744917
0.00735294117647062;0.00133333333333407;-0.000811246547067698;0.00182064785737851;0.0166358595194084
-0.0287990196078429;-0.078;0.00139657633419253;0.00608511834211078;-0.0147874306839188
-0.0634191176470588;-0.0880000000000001;0.0111212659553711;0.00489986436784418;-0.042513863216266
0.0235906862745092;-0.031333333333334;0.000965280701574242;0.00577964051369145;0.0702402957486136
0.00765931372549084;0.018;-0.001817603023177;0.00507093195175906;0.033271719038817
-0.0235906862745102;0.011333333333334;0.00243373964120305;0.00118525397426644;-0.0499075785582256
-0.00612745098039247;-0.055333333333334;0.011706595742496;0.00361685748848356;0.107208872458411
0.00398284313725555;-0.010666666666666;0.00319364147010197;0.00292036803968759;0.0536044362292049
-0.0064338235294118;-0.00333333333333391;0.00155061048869906;0.00438666161610002;0.0240295748613683
-0.00643382352941174;-0.0186666666666661;0.00930366293219415;0.00503427461234851;-0.1090573012939
0.00765931372548984;0.00466666666666599;0.0118914367279038;0.00437444250296321;-0.0129390018484287
0.00796568627451016;0.0433333333333341;0.0194083034678223;0.00580407873996497;-0.055452865064695
0.025735294117647;0.024;0.0262268820406445;0.00646391084935066;-0.0573012939001851
0.00582107843137231;0.052;0.0243887411301999;0.00597514632387969;0.0166358595194084
0.0226715686274513;0.0659999999999999;0.0350170977911502;0.0159703808697565;-0.138632162661738
0.0428921568627444;0.052;0.0184635606535156;0.0264299417148303;0.146025878003697
0.0572916666666673;0.192666666666666;0.0312792023084585;0.0377081831400679;0.11645101663586
0.00275735294117641;0.078;0.0298723570306322;0.036046383753467;-0.133086876155268
-0.0284926470588234;-0.122666666666666;0.0174572041774063;0.024022776426887;0.0110905730129392
0.0153186274509797;-0.110666666666666;-0.00187921668497965;0.018683023986119;0.123844731977819
0.00367647058823539;0.022;-0.00189975457224717;0.0114004325566051;0.0646950092421443
-0.00949754901960753;-0.0226666666666681;0.00383031597539557;0.0164958027346375;-0.0646950092421443
