# name_prefix; us_data_stock_watson_2012
# description; Stock and Watson 2012: US indicators
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;CPILFESL
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=1)
"CPILFESL";"FYGM3"
0.000891729741683906;0.0153602891348546
0.00071338379334679;0.0365936299977412
0.00107007569002049;0.046758527219336
0.000713383793347322;-0.0241698667269034
0.000356691896673148;-0.0596340637000227
-0.000178345948336565;-0.0429184549356222
0.000891729741683906;-0.00361418567878902
0.000356691896673129;0.00293652586401605
0.000535037845010244;-0.00316241246894083
0.000713383793347322;0
0.000535037845010244;0.0106166704314437
0.000356691896673128;0.0178450417890217
0.000713383793347342;-0.000451773209848211
0.000535037845010245;0.00835780438219993
0.000356691896673127;-0.00180709283939487
0.000356691896673681;0.00632482493788164
0.000713383793346791;0.00225886604924308
0.000713383793347341;0.0239439801219786
0.000891729741683393;0.0137790829003845
0.000891729741683906;0.00225886604924305
0.000178345948336545;-0.00361418567878902
0.000356691896673662;0.00135531962954596
0.000891729741683906;0.0126496498757619
0.000713383793346827;0.0140049695053086
0.000535037845010244;-0.0011294330246219
0.000178345948336546;-0.000451773209848211
0.000891729741683904;0.0203297944431896
0.000891729741683906;0.0300429184549355
0.00178345948336728;-0.00158120623447011
0.00160511353503073;0.0309464648746326
0.00178345948336728;0.0112943302462166
0.00107007569002045;-0.0472103004291849
0.00142676758669415;-0.0578269708606278
0.00196180543170439;0.043370228145471
0.00196180543170382;0.0307205782697085
0.00231849732837806;0.0201039078382654
0.00196180543170386;0.0318500112943303
0.00267518922505119;-0.0219110006776596
0.00285353517338826;0.0264287327761464
0.00267518922505119;0.0343347639484975
0.00321022707006143;0.00700248475265464
0.00285353517338777;0.056019878021233
0.00285353517338773;0.0223627738875085
0.00321022707006142;-0.0097131240117459
0.00392361086340876;-0.0361418567878923
0.00285353517338777;-0.0237180935170545
0.00356691896673508;-0.0659588886379044
0.00214015138004095;-0.102552518635645
0.00231849732837752;0.0277840524056924
0.00196180543170435;0.0515021459227469
0.00124842163835708;-0.0528574655522928
0.00196180543170436;-0.05376101197199
0.00178345948336728;0.0225886604924326
0.00178345948336728;0.0304946916647843
0.00124842163835756;0.0435961147503952
0.00178345948336728;0.0566975378360067
0.00249684327671465;0.0612152699344928
0.00249684327671407;0.116557488140954
0.00410195681174533;-0.055793991416309
0.00392361086340823;0.00790603117235172
0.00659880008845994;0.0363677433928165
0.00891729741683693;0.00248475265416781
0.007847221726817;-0.0562457646261578
0.00588541629511262;-0.109103230178451
0.00445864870841847;-0.0241698667269034
0.00374526491507163;0.0634741359837366
0.00499368655342924;-0.0476620736390331
0.00552872439843896;-0.048113846848882
0.00410195681174527;0.0162638355545517
0.00499368655342872;-0.000451773209848849
0.00428030276008193;-0.0323017845041792
0.00517203250176579;-0.0029365258640161
0.00517203250176523;0.0142308561102327
0.0046369946567556;0.0444996611700929
0.00445864870841844;0.0415631353060762
0.00588541629511263;0.0192003614185677
0.00695549198513309;0.0056471651231087
0.00749052983014328;0.056697537836006
0.00784722172681696;0.0851592500564721
0.00838225957182726;0.0551163316015358
0.00873895146850034;-0.000451773209848128
0.00980902715852083;0.0201039078382648
0.0117708325902252;0.147052179805736
0.01480271371195;0.102326632030721
0.0139109839702662;-0.25321888412017
0.00642045414012288;-0.0313982380844821
0.0135542920735924;0.302236277388749
0.0105224109518682;0.0526315789473709
0.0101657190551944;0.0350124237632731
0.0158727894019705;0.00993901061666602
0.00945233526184724;-0.223853625480007
0.00606376224344968;0.0720578269708586
0.00927398931351059;-0.0266546193810686
0.00856060552016374;-0.21030042918455
0.00178345948336739;-0.0955500338829909
0.00321022707006136;0.0135531962954596
0.00517203250176579;0.0196521346284166
0.00659880008845787;0.0503727128981251
0.00695549198513301;-0.0230404337022815
0.00749052983014331;0.0250734131466004
0.00677714603679808;0.0424666817257741
0.00695549198513318;0.0354641969731193
0.00570707034677764;-0.10277840524057
0.00624210819178256;-0.0420149085159252
0.00606376224345295;-0.049017393268579
0.00517203250176196;-0.0239439801219786
0.00677714603679813;0.00406595888863787
0.00642045414012293;-0.0182968149988706
0.00499368655342702;-0.0512762593178228
0.0057070703467777;-0.041789021911001
0.00588541629511258;-0.0115202168511407
0.00499368655342708;0.0124237632708385
0.00749052983014331;0.00813191777727584
0.00588541629511258;0.0262028461712217
0.00731218388180832;-0.0121978766659138
0.006242108191788;-0.00948723740682172
0.00784722172681318;0.0329794443189522
0.00731218388180832;0.0542127851818388
0.0080255676751535;0.0485656200587309
0.00713383793346811;0.0551163316015358
0.00731218388180843;-0.0088095775920487
0.0065988000884577;-0.0384007228371361
0.00838225957182881;-0.0128755364806867
0.008917297416839;0.00722837135757881
0.00927398931350909;-0.000903546419697143
0.0107007569002048;-0.0182968149988706
0.00838225957182881;-0.0329794443189522
0.0107007569002048;-0.0655071154280555
0.00677714603679269;-0.0313982380844815
0.00820391362349382;-0.0124237632708378
0.007133837933468;-0.0566975378360066
0.00677714603679824;-0.04382200135532
0.0067771460367928;-0.0144567427151568
0.00606376224345284;-0.040433702281455
0.007133837933468;-0.000903546419697088
0.00695549198513312;-0.00745425796250285
0.00677714603679813;0.000451773209848877
0.00481534060509214;0.00248475265416717
0.00642045414012271;0.00384007228371383
0.00535037845010244;0.0124237632708378
0.00570707034677231;0.0503727128981257
0.00624210819178783;0.0332053309238763
0.00535037845010244;0.054438671786763
0.007133837933468;0.0309464648746332
0.00695549198513312;-0.00948723740682178
0.00570707034677775;-0.0155861757397787
0.0060637622434474;-0.00722837135757876
0.00588541629511263;-0.0223627738875085
0.00517203250176745;0.00609893833295688
0.00570707034677764;0.00519539191325979
0.00570707034677231;-0.00813191777727579
0.00517203250176734;0.00564716512310792
0.00570707034677764;-0.000903546419697032
0.00392361086340665;0
0.00517203250176734;0.00293652586401599
0.00552872439843743;-0.00248475265416781
0.00517203250176734;-0.00519539191325907
0.00552872439843743;-0.0103907838265196
0.00517203250176723;-0.0386266094420601
0.00410195681174175;0.0103907838265195
0.00445864870842216;0.00316241246894011
0.00499368655342713;0.0133273096905356
0.00535037845010233;0.0266546193810706
0.00624210819178783;0.0323017845041791
0.00606376224344751;0.0131014230856109
0.00642045414012293;0.0205556810481143
0.00588541629511263;0
0.007133837933468;-0.0813191777727583
0.00606376224345295;-0.0783826519087422
0.0067771460367928;-0.0332053309238763
0.00659880008846314;-0.0856110232663203
0.00552872439843732;-0.0124237632708385
0.00517203250176745;-0.000451773209848211
0.00535037845010233;-0.00496950530833568
0.00463699465675182;-0.0210074542579625
0.00338857301840179;-0.011971990060989
0.00178345948336567;-0.00790603117235172
0.00410195681174685;-0.00745425796250283
0.00267518922505117;-0.000903546419697303
0.00499368655342713;0
0.00659880008845781;0.010842557036368
0.00445864870842216;0.0277840524056924
0.00642045414012282;0.0352383103681952
0.00659880008845781;0.0359159701829683
0.00517203250176745;0.0221368872825837
0.00338857301839635;0.0336571041337251
0.00731218388180843;0.0316241246894063
0.0065988000884577;0.0384007228371354
0.00927398931350898;0.0210074542579625
0.00713383793347344;0.0137790829003845
0.00570707034677231;-0.000225886604924785
0.0062064390021187;0.00542127851818391
0.00590325088994992;-0.0167156087643999
0.00592465240374496;-0.0293652586401631
0.00761180507501402;-0.0618929297492658
0.00703574766188464;-0.091258188389429
0.0056999365088406;-0.0282358256155406
0.0079524458363337;-0.0090354641969736
0.00183339634890356;-0.0810932911678337
