# name_prefix; us_data_stock_watson_2012
# description; Stock and Watson 2012: US indicators
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;FSDXP
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=4)
"FSDXP";"FYGT1";"GDP275_1";"GDP284A";"FYFF"
-0.00733333333333414;0.0269682470639413;-0.000301755669348951;0.000287530421745538;0.0297182554998068
-0.0126666666666659;0.0448020878642884;0.000713240673006578;0.00248508435937196;0.0285604013894253
0.011333333333334;0.0204436711613749;0.000128017556693483;0.00325525513190455;0.0239289849478964
0.0359999999999999;-0.0226185297955634;0.000201170446232645;0.000318337252646845;-0.0032805866460828
0.010666666666666;-0.0456720313179644;0.00190197512801754;-0.000410757745350728;-0.013701273639521
0.00600000000000006;-0.051979121357112;9.14411119239352e-05;0.00145818999599511;-0.0439984561945195
0.00333333333333402;-0.00521966072205307;0.00152706656912946;-0.000996087532475548;-0.037051331532227
-0.0720000000000001;-0.00782949108307962;0.000640087783467449;0.00145818999599511;-0.0169818602856044
-0.038666666666668;0.00413223140495914;-0.000822970007315287;0.00404596379170477;-0.0156310304901582
-0.00200000000000006;0.00500217485863372;-0.000173738112655435;-0.00057506084349104;-0.00289463527595524
-0.0159999999999999;0.00565463244889108;9.14411119240337e-06;0.0023105123175979;0.0414897722886918
0.0186666666666679;0.00695954762940432;0.00152706656912946;0.00052371612532217;0.0032805866460828
0.085333333333332;-0.0123966942148761;0.00067666422823703;-0.0029574557665253;0.0086839058278657
0.0466666666666679;0.0108742931709435;0.000557790782735917;-0.000195109929041582;0.0138942493245851
-0.0159999999999998;-0.0121792083514567;0.000877834674469643;0.000431295632618251;0.0044384407564643
-0.05;0.00195737277076985;0.000923555230431593;0.000431295632618289;0.00250868390582829
-0.0280000000000001;0.00761200521966029;-0.000283467446964144;-0.000441564576252032;-0.000192975685064073
-0.00333333333333402;0.0250108742931714;0.0013624725676664;-0.000729094997997571;0.0212273253570053
-0.00466666666666599;0.0132666376685514;0.000384052670080483;0.000308068309013063;0.00714010034735599
-0.012;0.00630709003914767;0.00174652523774688;0.000780439716166403;0.000578927055191053
-0.00533333333333402;0.00217485863418854;0.000429773226042434;-9.24204927039186e-05;0.0015438054805097
-0.00466666666666599;-0.00608960417572837;0.00106986100950988;0.00248508435937192;-0.00192975685063668
-0.002;0.0106568073075248;0.000886978785662013;0.00341955823004489;0.00694712466229258
0.000666666666666038;0.00521966072205302;1.82882223848067e-05;0.00713691582546904;0.0229641065225778
-0.00200000000000006;0.000652457590256617;0.00221287490855886;-0.00106797013791194;0.00598224623697452
0.012666666666666;0.00413223140495853;0.00155449890270667;0.000318337252646843;-0.000192975685064073
-0.013333333333332;0.024793388429752;0.000521214337966338;-0.00119119746151713;0.00540331918178347
0.0253333333333319;0.0304480208786431;0.00384967081199707;0.00538092646409461;0.0225781551524508
0.0333333333333341;0.000217485863418687;0.00233174835406001;0.00271100111931489;0.0206483983018136
0.060666666666666;0.0376250543714661;0.00149963423555229;0.00386112280629689;0.0287533770744888
0.0193333333333339;-0.00456720313179643;0.00121616678858817;0.00575060843491033;0.00887688151292915
-0.0566666666666659;-0.0545889517181385;-0.000667520117044625;0.00588410470214929;-0.0428406020841374
-0.036;-0.0232709873858195;0.000164594001463063;-0.000441564576252031;-0.0482439212659203
-0.019333333333334;0.0574162679425837;0.00241404535479151;-0.000349144083548115;-0.00559629486684698
0.000666666666666094;0.0284906481078726;0.00131675201170445;0.00192029245951467;0.0162099575453493
0.0273333333333339;-0.00587211831230972;0.00223116313094367;0.00252616013390704;0.0355075260517179
-0.037333333333334;0.0306655067420618;0.00197512801755671;0.0072087984309054;0.069085295252798
-0.00599999999999995;-0.0282731622444539;0.00215801024140454;-0.00432322526981649;-0.00212273253570072
-0.020666666666666;0.0213136146150502;0.00268836869056328;0.00250562224663949;-0.00154380548050909
0.036;0.0343627664201823;0.00138990490124358;0.00542200223862969;0.037630258587418
-0.00133333333333407;0.0137016093953893;0.00341989758595466;0.000605867674392309;0.101891161713624
0.0486666666666681;0.0704654197477164;0.00439831748354058;0.00494963083147636;0.038016209957545
0.00800000000000001;0.0160939538929972;0.00370336503291881;0.00841026483605634;-0.00250868390582776
0.0453333333333321;-0.0226185297955635;0.00444403803950257;-0.000349144083548109;-0.0212273253570051
0.0819999999999999;-0.00652457590256639;0.00293525969275785;0.00733202575451061;-0.0401389424932457
0.00133333333333407;-0.0337103088299255;0.00199341623994147;-0.000811246547067698;-0.0681204168274799
