# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;LHU27
# prediction_type;rolling
# method; FCBF(n_components=13)
"LHU27";"GDP254";"GDP265";"GDP266";"GDP267";"LBOUT";"GDP277A";"IPS13";"CES277R";"LHEM";"LHU680";"HSBR";"HSSOU";"Sfygm6"
-0.057636887608069;0.00314724040749634;0.00772205542582502;0.0208919087785068;0.000870885360887851;0.00322597593653131;0.00127137850596445;0.00791204486606331;0.0151448500342365;0.0101090252502962;-0.0686015831134588;-0.0173998044965805;0.010855405992185;0.0166358595194085
-0.0414734995614586;0.00202870897347328;0.00643710540296775;0.0183926897844423;0.00028244930623386;0.00303683076761416;0.000917603617348218;0.000545179550926256;0.0191468728446208;0.00125097669296822;-0.0738786279683349;-0.0418377321603108;0.0112896222318707;0.120147874306839
-0.00400952261621323;0.00251121272932635;-0.00563401163868197;-0.0131990003124023;-0.00171823327958947;0.00131350811748017;0.00056382872873207;-0.0112761741527853;0.0147430368494399;0.00063560951713878;-0.068601583113459;-0.0543499511241465;-0.0138949196699948;-0.0998151571164511
-0.00714196216013031;-0.00018642190567047;-0.0102178237394516;-0.0407034260127045;0.00551953019265394;0.0138286134608311;0.000265331166462151;0.0270090879517562;0.0301511765724865;0.00347358576882438;0.0131926121372057;-0.178885630498533;-0.0495006513243595;-0.0369685767097968
-0.0147851146472875;0.00433156780822664;0.00407724526483559;-0.00329324169530355;0.00787327441126973;-0.0104660326800819;0.000563828728732031;-0.00382000895250032;-0.000685959089213498;0.0102993032586122;-0.0844327176781025;-0.0213098729227741;-0.0386452453321759;-0.0258780036968573
0.00751785490540031;-0.0026208726738384;0.0122811569492321;0.0266713527022806;0.00491932541690693;0.00102979036410444;-0.000232164770654381;-0.00891197845396456;0.02031551555537;-0.000457476913608913;0.0343007915567333;-0.00957966764418591;-0.0325662179765523;0.029574861367837
0.049367247212129;0.000339945827987399;0.00355832314022013;0.0030329063834219;0.00384837179743679;-0.00393001628750068;-0.000652272450886068;-0.0059110520614574;0.00668894102495736;-0.00223475448064226;0.0554089709762531;-0.0146627565982405;-0.0555796786799831;-0.0147874306839187
0.0412229043979448;0.00244541676261911;0.00683247464077004;-0.0011454753722796;0.0109802167798425;0.00538012924919876;-0.000508551402385802;-0.0157325385893698;0.0156979922685869;-0.0012347828199205;0.0422163588390475;0.00547409579667679;0.0751194094659145;-0.0757855822550828
0.0739255732364365;0.00393679200798326;0.00119846300208806;0.00801832760595647;-0.0023419754975227;0.0178006620080912;0.000143721048500345;0.0210980358902999;0.0289665216703791;-0.00161129036828958;0.155672823218999;0.0330400782013683;0.0295267042987412;-0.00184842883549019
0.0184187445182308;0.00020835389457291;0.0104896400904407;0.0252395084869313;0.0029421802732697;0.00545368570377764;-0.000110554652692576;0.00727568938198024;-9.63851128525095e-05;0.000748966628476531;0.0817941952506569;0.0471163245356774;0.0542770299609196;0.0609981515711645
-0.0513720085202356;0.00535140529218892;0.0118363665567046;0.0159325210871601;0.00972096362288311;0.00587400830137128;6.6332791615538e-05;0.0120948815031797;0.0226383374677136;0.00363957296756815;-0.0448548812664934;0.0187683284457478;0.0047763786365615;-0.00369685767097927
-0.0413482019797017;0.00343235626322776;0.00990894152241867;0.0344814120587317;-0.00256558119829118;0.00536962118425895;0.000165831979038844;0.00300092639250597;0.00264590813258095;0.00501605217665898;-0.063324538258575;0.00273704789834012;0.00564481111593526;-0.0536044362292054
-0.021676481643904;0.00183132107335155;0.00302704572692346;0.00387899614703741;0.00257734991938428;0.00312089528713284;0.000198998374846613;0.00845759962659176;0.0138374219999284;0.00239264474286155;-0.0211081794195197;0.0158357771260997;0.0134607034303091;-0.0573012939001848
-0.0166645783736376;0.00288405654066737;0.0128247896512102;0.0290013537436219;0.00458980122630074;0.00777596805548261;-5.52773263462684e-05;0.00181864093829454;0.013717984919464;0.00369625152323579;-0.060686015831137;0.0158357771260997;-0.00955275727312288;0.0406654343807764
-0.0293196341310612;0.00236865480146068;0.000889580785055077;-0.00524575653441639;0.0039895964505537;0.00464456470340986;-0.000364830353885457;0.00291012566895144;0.0109384864479554;0.00107284408943836;-0.0580474934036912;0.00801564027370666;0.108988276161529;-0.0517560073937154
0.0355845132188949;0.00165586516213219;-0.0034965466968136;-0.0240289492866813;0.0069317767238234;0.00415068565123737;0.000110554652692576;0.00609302871816765;0.00901701791517304;0.00218212439323624;0.0369393139841636;0.0127077223851379;-0.0625271385149804;-0.00554528650646952
-0.00551309359729368;0.00167779715103462;-0.00075367260956051;-0.00902061855670101;0.00341292911699289;0.00398255661219983;-0.000685438846693876;0.0079116696564622;-0.000528135344694092;0.00590671519430585;0.0158311345646437;0.0518084066471201;0.041684759009987;0.0147874306839186
-0.00852023555945344;0.0032020703797524;0.0246611562079148;0.0532515880454026;0.0101328688611408;0.0120737666158777;-0.0011055465269256;0.00627500537487674;0.0194508915043147;0.00437639419125858;-0.0237467018469658;0.0119257086999003;0.0764220581849765;0.0221811460258779
-0.0109008896128305;0.000263183866828977;-0.00544868230846217;-0.0269837550765387;0.00543714914500246;0.0014711290915778;0.000807048964655682;0.00582062654750508;0.0114264550439578;0.00318614452221962;-0.0422163588390473;0.0293255131964809;-0.0581849761181072;0.00554528650646946
-0.00563839117905018;0.00756653617133267;0.00213746494186839;-0.00519368947204002;0.00587259182544628;0.00814375032837701;-0.00101710280477153;0.00236419569882299;-0.000518762689101393;0.0043197156355897;-0.00791556728232184;-0.0279569892473137;0.0178028658271823;0.00739371534195971
-0.00175416614459356;0.00755557017688149;0.00389191593461578;-0.00649536603144843;0.00919137117369462;0.00152366941627702;0.00259803433827512;0.0088208025208078;0.00986203789487466;0.0095705789714462;-0.0158311345646439;-0.0406647116324516;-0.0451584889274863;-0.00924214417744934
0.00112767823581006;0.00753363818797913;0.000395369237802284;-0.00754972404456938;0.0044721140153699;0.0058845163663111;0.000409052214962456;0.0065481579647426;0.00787183941119018;0.000951390041577363;0.0211081794195278;0.00625610948191785;0.00347372991749934;-0.00554528650646946
-0.0239318381155245;0.00142557927865683;-0.00176680628142878;-0.01373268770176;0.00438973296771845;-0.00328902432617029;0.00333875051131526;-0.004729141816847;0.0134116479501966;0.00279749156906445;-0.0290237467018496;-0.044379276637343;0.00173686495874903;0.0129390018484286
-0.0175416614459338;0.00490179951968947;-0.0013467264662639;-0.0117150890346766;0.00396605900836751;0.00995113749802969;0.000154776513769614;0.0352847109216388;0.0191663522157482;0.00579740655123219;-0.065963060686013;0.00234604105571845;0.0121580547112458;-0.0295748613678372
-0.0090214258864804;0.00482503755853098;0.0076479236937371;0.0016140789336665;0.0107095361947018;0.000704040350969382;0.000685438846693837;0.00954908435724861;0.0160280985529973;0.0086191889298676;-0.0712401055408969;-0.00977517106549552;-0.0282240555796779;-0.0166358595194084
