# name_prefix; us_data_stock_watson_2012
# description; Stock and Watson 2012: US indicators
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;GDP260
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=14)
"GDP260";"GDP254";"GDP255";"IPS13";"FSPCOM";"CES046";"BUSLOANS";"GDP275_1";"GDP276A";"GDP276_7";"IPS299";"IPS18";"HHSNTN";"CES088";"LHEL"
0.00157801418439716;0.00314724040749634;0.00394605394605394;0.00791204486606331;0.00138321064470805;0.00408944081253784;0.000726790791133198;-0.000301755669348951;0.000314374787142068;0.00192789302083823;0.00796891432553567;0.00722620164260229;0.0238907849829351;0.0040451710770268;0.0516605166051662
0.00174645390070922;0.00202870897347328;0.00306693306693309;0.000545179550926256;0.000848893489310738;0.0020264820676606;0.000961928988264466;0.000713240673006578;0.000925659095473875;0.00249492037990836;0.00371149256068207;0.00682534020905197;-0.00910125142206997;0.0030338783077701;0.0258302583025826
-9.75177304964551e-05;0.00251121272932635;0.00273726273726271;-0.0112761741527853;-0.00067078777084504;0.00313294127660182;0.000491652594001792;0.000128017556693483;0.00116144018583044;0.00209800122855926;-0.00305630242225071;0.00281021536303869;0.0034129692832765;0.00320242710264622;-0.011070110701107
0.00200354609929078;-0.00018642190567047;0.00252747252747253;0.0270090879517562;-0.00103162533033402;0.00431640680411619;0.000748166990872384;0.000201170446232645;0.000681145372141149;0.00120965836601616;0.0102603902079675;0.00401465980954802;0.104095563139936;0.00359570762402323;0.00369003690036862
0.00101063829787234;0.00433156780822664;0.00205794205794205;-0.00382000895250032;-0.00014340979928413;0.00322210648757969;0.000684038391654756;0.00190197512801754;0.000925659095473875;0.000708784198837588;0;0.00702530588936177;-0.0654152445961378;0.00314624417102143;-0.0295202952029512
-0.0024290780141844;-0.0026208726738384;8.99100899100919e-05;-0.00891197845396456;-0.000242871434271473;-0.000405296413531622;0.000235138197131269;9.14411119239352e-05;0.00101298542523556;0.0013608656617682;-0.00371149256068207;-0.000802187903564521;-0.0335608646188837;0.00320242710264622;-0.0295202952029523
-0.00187943262411347;0.000339945827987399;0.00223776223776224;-0.0059110520614574;-0.00026831510833803;0.000320184166689896;0.000299266796348969;0.00152706656912946;0.000864530664640698;0.00125691064593866;-0.00316593882363938;0.000401791506481036;-0.0534698521046653;0.00207876847013819;-0.0405904059040592
-0.00176418439716312;0.00244541676261911;0.00232767232767233;-0.0157325385893698;0.00462843561883063;-5.26885337587546e-05;0.000213761997392082;0.000640087783467449;0.000261978989285069;0.00123800973396967;-0.00403814896207745;0.00200709738654197;0.0182025028441415;0.00191021967526207;-0.0147601476014756
0.00248226950354609;0.00393679200798326;0.00403596403596404;0.0210980358902999;0.00276179516685846;0.00111861810134842;0.00012825719843526;-0.000822970007315287;0.000532690611546287;0.000481973255209548;0.00720446325284449;0.00923376406560833;0.0455062571103529;0.00230350019664085;0.0147601476014756
0.000735815602836881;0.00020835389457291;0.000879120879120888;0.00727568938198024;0.000587517564809104;0.00365577365005938;0.000213761997392146;-0.000173738112655435;0.000646214840236463;0.00150262250153572;0.00534815377181136;0.00742709739584271;0.00853242320819114;0.00309006123939488;0.0295202952029523
0.00329787234042553;0.00535140529218892;0.00407592407592409;0.0120948815031797;0.00238939230097551;0.00286544564367068;0.000448900194523419;9.14411119240337e-06;0.00050649271261778;0.000897793318527608;0.00993373380657215;0.0128475624416089;-0.00910125142207152;0.00269678071801786;0.0405904059040592
0.00154255319148936;0.00343235626322776;0.00207792207792206;0.00300092639250597;-0.00028681959856819;0.00315320609728007;0.000491652594001797;0.00152706656912946;0.000899461196545383;0.0013608656617682;0.00458445363337664;0.00301064607981237;0.0711035267349263;0.00269678071801787;0.0184501845018442
0.00153368794326241;0.00183132107335155;0.0037062937062937;0.00845759962659176;-0.00529922338967567;0.00394758706780121;0.000577157392958679;0.00067666422823703;0.000637482207260315;0.000444171431271529;0.00665853404867296;0.00602222223255673;-0.0847554038680322;0.0030338783077701;0
0.000274822695035459;0.00288405654066737;0.0020979020979021;0.00181864093829454;-0.00304861476542665;0.0023628780908926;0.000641285992176311;0.000557790782735917;0.000480294813689273;0.00121910882200068;0.00414778536346608;0.00481824282251009;-0.0437997724687129;0.00264059778639308;-0.011070110701107
0.000283687943262412;0.00236865480146068;0.00313686313686314;0.00291012566895144;0.00123980084542392;0.00237503698329732;0.000790919390350826;0.000877834674469643;0.000401701116903753;0.00147427113358218;0.00218334134955613;0.000802652940031165;0.0728100113765626;0.00309006123939488;-0.0147601476014756
0.00122340425531915;0.00165586516213219;0.00112887112887113;0.00609302871816765;0.00411724907622112;0.00246420219427519;0.000470276394262606;0.000923555230431593;0.000637482207260313;0.000236261399612553;0.00753187058849634;0.0160586392381949;0.00967007963595057;0.00337097589752233;0.011070110701107
0.00143617021276596;0.00167779715103462;0.00270729270729272;0.0079116696564622;0.00285894374056705;0.00320184166690268;0.000555781193219492;-0.000283467446964144;0.000375503217975246;0.00117185654207814;0.00316518788938287;0.00501867353928653;-0.0705346985210457;0.00325861003427276;-0.0073800738007383
0.00289893617021276;0.0032020703797524;0.00493506493506493;0.00627500537487674;0.000899780837443855;0.00283302193058894;0.000513028793741047;0.0013624725676664;0.00050649271261778;0.00189954165288476;0.00360223162642224;0.00120444444651081;0.0273037542662113;0.00258441485476654;0.0073800738007383
0.00273049645390071;0.000263183866828977;0.00346653346653348;0.00582062654750508;0.0016006384049129;0.00402459338637312;0.00113293858617811;0.000384052670080483;0.000716075904045835;0.00170108207721022;0.00502149737041597;0.00722666667906764;0.0102389078498293;0.00404517107702679;0.011070110701107
0.00170212765957448;0.00756653617133267;0.00386613386613387;0.00236419569882299;0.00296534455939079;0.00462443207840013;0.000876424189307648;0.00174652523774688;0.000724808537022016;0.0015593252374427;0.00360185615929347;0.0072262016426022;0.0278725824800905;0.00415753694027814;0.011070110701107
0.00148049645390071;0.00755557017688149;0.00367632367632366;0.0088208025208078;0.00191058861626889;0.00305593495803238;0.000684038391654752;0.000429773226042434;0.00074227380297431;0.00133251429381469;0.00764113152275613;0.0150550905449246;-0.0216154721274182;0.00337097589752233;0.0258302583025826
0.0025354609929078;0.00753363818797913;0.00366633366633368;0.0065481579647426;0.00178799636849381;0.00451500204674648;0.000940552788525211;0.00106986100950988;0.000812134866783684;0.00192789302083826;0.00360223162642224;0.00361333333953384;0.0255972696245733;0.00247204899151519;0.0258302583025837
0.00219858156028368;0.00142557927865683;0.0037262737262737;-0.004729141816847;0.00129994043867205;0.00457579650877629;0.00128257198435262;0.000886978785662013;0.000724808537022016;0.00146482067759767;0.0039296389620741;0.00702577092582712;0.0329920364050119;0.00207876847013995;0.0184501845018442
0.0060195035460993;0.00490179951968947;0.00257742257742261;0.0352847109216388;0.00126061839693291;0.0045960613294533;0.00200936277548582;1.82882223848067e-05;0.0005850864094033;0.00122855927798518;0.0148455947755994;0.0114422222418576;0.0307167235494878;0.00280914658126744;0.0258302583025836
0.00156914893617021;0.00482503755853098;0.00379620379620378;0.00954908435724861;0.000599082871202944;0.00588490392448518;0.00181697697783286;0.00221287490855886;0.000654947473212642;0.00138921702972167;0.00796816339127919;0.000803583012961961;0.0136518771331057;0.00286532951289399;0.0405904059040582
0.00469858156028369;0.00633834479279757;0.00380619380619382;0.00500154398750965;-0.000349272253095143;0.0055890375426072;0.00162459118017997;0.00155449890270667;0.000681145372141149;0.00123800973396966;0.00731372418710435;0.00381376405630751;0.015358361774744;0.00342715882914887;0.0295202952029523
0.00364361702127659;0.0153633582261407;0.00462537462537463;0.0103670412884397;0.00335162579294632;0.00580789760591449;0.00153908638122314;0.000521214337966338;0.000890728563569206;0.00170108207721022;0.0106974339450069;0.0106386392288956;0.0273037542662113;0.00387662228215069;0.0774907749077487
0.00525709219858156;0.00415611189700743;0.00261738261738259;0.00736649010553594;-8.7896328593514e-05;0.00608755213125037;0.00188110557705056;0.00384967081199707;0.000951856994402398;0.00221140670037331;0.0108066948792667;0.00863154184235362;-0.0989761092150165;0.00292151244451877;0.0553505535055349
0.0036258865248227;0.00405741794694649;0.00345654345654345;0.00445598922698115;-0.00241714903632081;0.00687788013763908;0.00185972937731129;0.00233174835406001;0.00132736021237761;0.00220195624438876;0.0087322389968427;0.00722666667906763;-0.0773606370876054;0.00387662228215067;0.011070110701107
