# name_prefix; us_data_stock_watson_2012
# description; Stock and Watson 2012: US indicators
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;GDP253
# prediction_type;rolling
# method; Part-GFS_te(n_components=4)
"GDP253";"GDP285A";"FYGT5";"EXRUS";"CES015"
0.00304475040472902;0.00028715488627821;0.0254151987921484;-0.00442252948352995;0.0545407503234097
0.00166347339185195;0.0005996469684045;0.027176648213387;0.00589670597804492;-0.0179560155239221
-0.0042180932436246;0.00182427810106164;0.0108203321590342;0.00061000406669387;-0.00248382923673995
0.00268086560026141;-0.000464515257214764;-0.0140915953699046;0.000355835705566299;0.0583699870633891
0.00187883378633278;0.000143577443139105;-0.0256668344237543;0.00955673037820748;-0.0240103492884916
-0.00066093362444118;0.00102193356587251;-0.047307498741822;-0.00259251728344834;-0.0306338939197876
-0.00222043992930238;-0.000515189648910922;0.00553598389532009;0.00294835298901464;-0.0420698576972831
-0.00473792867857832;0.000177360370936524;-0.00780070457976899;0.00193167954453544;-0.0426390685640413
0.00160406362785723;-0.000261817690430131;-0.00201308505284299;-0.00350752338348925;0.0140750323415317
0.0019011124478308;-0.000228034762632712;0.0213890286864617;0.0170801138674259;0.0240103492884758
0.00396560174664707;-9.29030514429468e-05;-0.00427780573729264;0.00111834078893347;0.0263389391979352
0.0018639813453341;-0.00210298725539048;-0.00050327126321037;0.00447336315574953;0.0244760672703803
0.00219816126780436;0.00030404635017692;-0.015349773527932;0.0103192354615746;0.0191979301422921
0.000757474490932587;-0.000641875628151288;0.00780070457976896;0.00132167547784157;0.00269081500647883
0.00407699505413714;0.000962813442226947;-0.0103170608958231;-0.00259251728344856;0.000620957309184988
0.00201993197582023;0.00168070065792253;0.00301962757926523;0.000711671411132819;0.00165588615781609
0.0021090466218123;0.000810790267138502;0.00880724710619045;0.00310085400570337;0.0111772315653298
0.00109908063390218;0.00110639088536608;0.0118268746854549;0.00208418056119364;0.00501940491592257
0.00166347339185195;0.00104727076172055;0.0070457976849527;-0.00142334282228029;0.00708926261318477
0.00373538891116755;0.00168070065792253;0.00553598389531929;0.000711671411147696;0.00652005174644238
0.00268829182076074;0.000979704906125686;-0.000503271263211147;0.000508336722239822;0.0108150064683105
0.00355715961918341;-0.000270263422379501;-0.00150981378963258;-0.000406669377800983;0.0244243208279377
-0.00362399560367746;0.00058275550450579;0.00100654252642224;-0.00345668971125468;0.00957309184994054
0.0101516434225965;0.00156246041063148;0.00503271263210822;-0.000457503050020347;0.0411901681759324
0.000230212835479505;-0.000827681731037212;0.00125817815802742;0.00462586417242283;0.0289780077619716
0.00410669993613451;0.00134287137994813;0.00377453447408152;0.000915006100040694;0.0390168175937849
0.00510923970354527;0.00204386713174498;0.0231504781077002;-0.00355835705570851;0.0348771021992289
0.00605236970696135;0.000996596370024425;0.0312028183190736;0.00137250915006082;0.0493661060802066
-0.00548797694901158;0.00206075859564369;-0.00176144942123777;0.00183001220008139;0.0540232858990942
0.00432206033061534;-0.000574309772556451;0.0372420734776041;-0.0012708418056222;0.0337904269081551
7.42622049935276e-06;0.00113172808121416;-0.0135883241066935;0.00284668564457602;0.0210608020698471
-0.00246550520578058;8.44573194936048e-05;-0.0415198792148967;-0.000813338755586646;0.000827943078923865
0.0056662062409957;-0.00054897257670837;0.00729743331655786;-0.00122000813338752;-0.0221992238033635
-0.00124017882338961;8.44573194936846e-06;0.0420231504781071;-0.000559170394474395;-0.00201811125485118
