# max_attributes; 15
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 100
# predict; EXRUS
# lag_parameter; 4
# horizon; 1
# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_te_(n_components=1)
# prediction_type; rolling
EXRUS;CES155
-0.00442252948352995;0.0851063829787245
0.005896705978044921;-0.021276595744682002
0.00061000406669387;-0.0531914893617
0.000355835705566299;0.0531914893617
0.00955673037820748;-0.127659574468085
-0.00259251728344834;-0.0212765957446788
0.0029483529890146397;-0.0638297872340425
0.00193167954453544;-0.0212765957446819
-0.00350752338348925;0.0425531914893606
0.0170801138674259;0.09574468085106401
0.00111834078893347;0.0744680851063852
0.00447336315574953;0.0106382978723393
0.0103192354615746;0.0
0.00132167547784157;-0.0106382978723393
-0.00259251728344856;0.0
0.0007116714111328191;0.0
0.0031008540057033697;0.0
0.00208418056119364;0.0425531914893606
-0.00142334282228029;0.0106382978723394
0.000711671411147696;-0.0106382978723394
0.000508336722239822;0.0531914893617033
-0.000406669377800983;0.0531914893617
-0.00345668971125468;-0.0106382978723392
-0.00045750305002034697;0.10638297872340301
0.00462586417242283;-0.0319148936170213
0.0009150061000406939;0.0212765957446819
-0.00355835705570851;0.0851063829787246
0.00137250915006082;0.0531914893617
0.0018300122000813898;0.0319148936170213
-0.0012708418056222;-0.0425531914893607
0.00284668564457602;-0.0531914893617033
-0.000813338755586646;-0.10638297872340301
-0.0012200081333875199;-0.0638297872340425
-0.000559170394474395;0.0531914893617031
0.0174867832452268;-0.0106382978723425
0.0236884912566034;0.0212765957446819
-0.00172834485562734;0.0212765957446819
-0.00320252135014221;0.0319148936170213
-0.00223668157788237;0.0531914893617
0.0018300122000813898;-0.0319148936170212
0.00213501423342832;0.0
0.007777551850345571;-0.0212765957446788
-0.0133184221228091;-0.0319148936170213
-0.0036600244001627797;-0.0851063829787245
-0.00696421309475903;-0.0744680851063821
-0.0159109394062578;-0.0319148936170214
-0.00284668564457602;-0.0851063829787245
-0.007574217161452791;0.0638297872340426
-0.0042700284668565295;0.0212765957446819
-0.020892639284262;0.0
-0.040209434729555;0.0212765957446788
-0.0643554290361985;0.0638297872340427
-0.0133692557950391;0.0957446808510639
0.00320252135014226;0.0106382978723426
0.00996339975599803;0.0638297872340427
-0.0537820252135007;0.0531914893616999
-0.0631354209028064;0.0106382978723426
-0.0383794225294843;-0.0319148936170213
0.0388877592517285;-0.0212765957446819
0.0576453843025623;-0.0744680851063821
