# name_prefix; us_data_stock_watson_2012
# description; Stock and Watson 2012: US indicators
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;HSWST
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=3)
"HSWST";"HSBR";"HSSOU";"GDP284A"
0.0761346998535878;-0.0173998044965805;0.010855405992185;0.000287530421745538
-0.035139092240117;-0.0418377321603108;0.0112896222318707;0.00248508435937196
-0.0505124450951683;-0.0543499511241465;-0.0138949196699948;0.00325525513190455
-0.0292825768667658;-0.178885630498533;-0.0495006513243595;0.000318337252646845
-0.0658857979502195;-0.0213098729227741;-0.0386452453321759;-0.000410757745350728
-0.0336749633967781;-0.00957966764418591;-0.0325662179765523;0.00145818999599511
0.0131771595900439;-0.0146627565982405;-0.0555796786799831;-0.000996087532475548
0.0204978038067342;0.00547409579667679;0.0751194094659145;0.00145818999599511
-0.0270863836017561;0.0330400782013683;0.0295267042987412;0.00404596379170477
0.0592972181551976;0.0471163245356774;0.0542770299609196;-0.00057506084349104
0.0380673499267927;0.0187683284457478;0.0047763786365615;0.0023105123175979
0.00366032210834633;0.00273704789834012;0.00564481111593526;0.00052371612532217
0.0907759882869684;0.0158357771260997;0.0134607034303091;-0.0029574557665253
0.0117130307467073;0.0158357771260997;-0.00955275727312288;-0.000195109929041582
0.0190336749633951;0.00801564027370666;0.108988276161529;0.000431295632618251
0.0600292825768683;0.0127077223851379;-0.0625271385149804;0.000431295632618289
0.0366032210834537;0.0518084066471201;0.041684759009987;-0.000441564576252032
-0.0197657393850659;0.0119257086999003;0.0764220581849765;-0.000729094997997571
0.0183016105417293;0.0293255131964809;-0.0581849761181072;0.000308068309013063
-0.0732064421669122;-0.0279569892473137;0.0178028658271823;0.000780439716166403
-0.13762811127379;-0.0406647116324516;-0.0451584889274863;-9.24204927039186e-05
0.0475841874084903;0.00625610948191785;0.00347372991749934;0.00248508435937192
-0.107613469985359;-0.044379276637343;0.00173686495874903;0.00341955823004489
-0.0673499267935562;0.00234604105571845;0.0121580547112458;0.00713691582546904
-0.0373352855051244;-0.00977517106549552;-0.0282240555796779;-0.00106797013791194
-0.0366032210834561;0.0201368523949207;0.0412505427702988;0.000318337252646843
0.000732064421668371;0.0365591397849442;-0.0234476769431177;-0.00119119746151713
-0.0183016105417269;-0.0355816226783987;-0.0542770299609197;0.00538092646409461
-0.0607613469985365;-0.105376344086017;-0.0243161094224928;0.00271100111931489
-0.106881405563688;-0.116520039100686;-0.101172383847156;0.00386112280629689
-0.0424597364568096;-0.0713587487781037;-0.0529743812418575;0.00575060843491033
0.038067349926795;0.124926686217009;0.070343030829353;0.00588410470214929
0.0834553440702781;0.0826979472140743;0.0599218410768562;-0.000441564576252031
0.117130307467056;0.0791788856304984;0.0642640034737294;-0.000349144083548115
-0.0161054172767196;0.0404692082111436;0.0408163265306118;0.00192029245951467
0.0871156661786221;-0.000195503421307919;0.0225792444637437;0.00252616013390704
-0.000732064421668344;-0.00156402737048089;-0.0134607034303091;0.0072087984309054
-0.0161054172767195;0.055131964809384;0.0421189752496751;-0.00432322526981649
0.0695461200585635;0.0158357771260997;0.0742509769865393;0.00250562224663949
-0.0607613469985342;0.0285434995112433;-0.014329135909683;0.00542200223862969
0.132503660322107;-0.0535679374389031;-0.0851063829787241;0.000605867674392309
-0.046852122986822;-0.0508308895405688;-0.0373425966131125;0.00494963083147636
0.00146412884333663;-0.0578690127077242;-0.0382110290924889;0.00841026483605634
-0.1303074670571;-0.0488758553274662;-0.0395136778115497;-0.000349144083548109
0.0219619326500731;0.109872922776146;0.0725141120277902;0.00733202575451061
0.125183016105417;0.0527859237536656;0.100303951367781;-0.000811246547067698
0.0856515373352854;0.134701857282504;0.132001736864958;0.00139657633419253
0.185212298682283;0.0306940371456481;0.0451584889274863;0.0111212659553711
0.0717423133235731;0.12316715542522;0.108119843682154;0.000965280701574242
0.00439238653001461;0.0877810361681346;0.0338688666956143;-0.001817603023177
0.0270863836017562;0.0330400782013665;0.0729483282674772;0.00243373964120305
0.209370424597366;0.0535679374389092;0.130699088145896;0.011706595742496
-0.258418740849195;-0.0240469208211144;-0.0303951367781109;0.00319364147010197
0.0680819912152268;0.0903225806451612;0.0521059487624834;0.00155061048869906
0.0322108345534413;0.0304985337243401;0.0746851932262224;0.00930366293219415
-0.173499267935578;-0.087585532746827;-0.043855840208428;0.0118914367279038
0.0563689604685196;-0.130791788856305;-0.247069040382106;0.0194083034678223
-0.117130307467056;-0.109090909090909;-0.0112896222318719;0.0262268820406445
-0.162518301610541;-0.240664711632451;-0.201910551454624;0.0243887411301999
-0.0710102489019025;0.00586510263929618;-0.0603560573165432;0.0350170977911502
0.0109809663250366;-0.127663734115349;-0.05601389491967;0.0184635606535156
-0.130307467057102;-0.140566959921796;-0.217108119843682;0.0312792023084585
-0.0827232796486075;-0.0553274682306943;-0.117238384715588;0.0298723570306322
-0.0585651537335292;-0.0609970674486802;-0.0104211897524967;0.0174572041774063
0.171303074670571;0.109872922776149;0.0403821102909249;-0.00187921668497965
0.0497803806735;0.068817204301075;0.082935301780287;-0.00189975457224717
0.0666178623718878;0.0428152492668621;0.0664350846721666;0.00383031597539557
0.0241581259150805;0.0492668621700879;0.0455927051671733;0.00921124243949023
0.0746705710102489;-0.00684261974584743;-0.0334346504559275;0.00702395744549766
0.070278184480234;0.101857282502446;0.0712114633087281;0.00384058491902939
0.202781844802342;0.0844574780058649;0.0247503256621798;0.011747671517031
0.163250366032212;0.0428152492668621;0.135909683022145;0.00753740462718594
-0.172035139092241;0.0770283479960878;0.0508033000434216;0.0100122200429242
0.112005856515373;0.0119257086999061;0.0898827616152844;-0.00338875139914352
0.0358711566617875;0.027761485826;0.0347372991749895;0.00322444830100321
-0.0702781844802342;-0.00156402737048089;-0.114198871037777;0.0134523161602366
0.0505124450951683;0.0825024437927682;0.154580981328702;0.0173545147410685
-0.00878477306002923;-0.0916911045943284;-0.0673035171515418;0.0116860578552285
0.0358711566617855;0.032453567937437;-0.00998697351280975;0.0238034113430751
-0.243777452415812;-0.140957966764416;-0.106817194963092;0.022037153038067
0.136896046852122;0.0484848484848446;0.0382110290924889;0.0314537743502326
-0.0622254758418733;-0.030889540566956;0.0117238384715588;0.0189051252297676
-0.176427525622254;-0.147018572825026;-0.0998697351280941;0.0152801881270473
