# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;MSONDQ
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=15)
"MSONDQ";"GDP251";"GDP254";"CES049";"LBMNU";"IPS43";"LHEL";"PW561R";"GDP275_1";"GDP276_7";"BUSLOANS";"IPS18";"IPS32";"IPS38";"HSFR";"EXRJAN"
0.0176932789667134;0.00674133669874321;0.00314724040749634;0.00850520944078146;0.0184353959602438;0.0120540791556577;0.0516605166051662;-0.000384141000141891;-0.000301755669348951;0.00192789302083823;0.000726790791133198;0.00722620164260229;0.0204669819385224;0.0194458177866979;-0.0667044595616043;0
0.00382818217643254;-0.000199821212599236;0.00202870897347328;0.00986797595345527;-0.00288554023725553;-0.0104465265171052;0.0258302583025826;-0.00268167019131771;0.000713240673006578;0.00249492037990836;0.000961928988264466;0.00682534020905197;-0.0317118693082068;0.00143942327844211;-0.0139833711262246;0.000311407080919257
-0.00566989166887832;0.000925487721512342;0.00251121272932635;0.0037886842054376;0.000144277011862669;0.000903836025232639;-0.011070110701107;-0.00375231350803201;0.000128017556693483;0.00209800122855926;0.000491652594001792;0.00281021536303869;0.00652216935268725;-0.00382599217542088;-0.027399848828424;0.00108992478321157
-0.00926484425893238;0.00586843350686228;-0.00018642190567047;0.003054143390101;0.00604360371914079;0.0165736258008899;0.00369003690036862;-0.000593845166715692;0.000201170446232645;0.00120965836601616;0.000748166990872384;0.00401465980954802;0.0274384529656716;0.01106817025325;-0.0566893424036281;0.00108992478321157
0.00961870983826741;-0.00134616395856339;0.00433156780822664;0.00256122784296202;0.00174735492144921;-0.00703093530901735;-0.0295202952029512;-0.000944272634826132;0.00190197512801754;0.000708784198837588;0.000684038391654756;0.00702530588936177;-0.0151808598234888;-0.00366402517332808;-0.0500755857898696;0.000467110621376943
-0.0100932114105564;0.000420676237051051;-0.0026208726738384;0.00226161251038981;-0.00559474190445662;-0.00482155835844905;-0.0295202952029523;-0.000940664437391686;9.14411119239352e-05;0.0013608656617682;0.000235138197131269;-0.000802187903564521;-0.00618509957026407;-0.00513618194038122;-0.0319349962207087;-0.00604848368705868
-0.00451178613651168;-0.00348109586159751;0.000339945827987399;-0.00334409371194309;-0.00912151330554658;-0.00713209457218203;-0.0405904059040592;-0.00086717734101649;0.00152706656912946;0.00125691064593866;0.000299266796348969;0.000401791506481036;-0.0120327552517975;-0.00790364961393568;-0.0156840513983389;0.00170076174962741
0.00205081188023257;0.00159856970079404;0.00244541676261911;-0.00360504900160625;-0.00545046489259384;-0.00431906071425037;-0.0147601476014756;-0.000325814340693995;0.000640087783467449;0.00123800973396967;0.000213761997392082;0.00200709738654197;-0.00562281779114918;0.00318620126164173;0.0313681027966724;-0.00184448809466653
-0.0013591655206249;0.00501656412683389;0.00393679200798326;-0.00159472677014671;-0.0022603398525168;0.0104468930361743;0.0147601476014756;0.00104191291684828;-0.000822970007315287;0.000481973255209548;0.00012825719843526;0.00923376406560833;0.0160813337039473;0.0158498102520435;0.0103930461073355;0.00933023523211918
0.0209906627741446;0.00440658358310982;0.00020835389457291;0.00465853517097494;0.00567489579993586;0.00893976662264735;0.0295202952029523;-0.00101589813976269;-0.000173738112655435;0.00150262250153572;0.000213761997392146;0.00742709739584271;0.0138314583748747;0.0114367408328168;0.0566893424036281;0.00188041968092645
-0.00207493907882357;0.0056475784824105;0.00535140529218892;0.00197166218854508;0.0123276691247194;0.009642750197829;0.0405904059040592;-0.000438100424281759;9.14411119240337e-06;0.000897793318527608;0.000448900194523419;0.0128475624416089;0.0119201492534522;0.0193059565171738;0.016817838246406;0
0.0102942713988154;0.00506914865646526;0.00343235626322776;0.00707478785301454;0.00360692529656944;0.00411857478326735;0.0184501845018442;-0.000855960579987478;0.00152706656912946;0.0013608656617682;0.000491652594001797;0.00301064607981237;0.00539797990076493;0.00301743249568187;-0.0156840513983334;-0.000515019403055317
-0.00170498870042946;0.00313403796603037;0.00183132107335155;0.00601163667291572;0.0117665918563643;0.0029130935638892;0;-0.00086134973119617;0.00067666422823703;0.000444171431271529;0.000577157392958679;0.00602222223255673;-0.00168684533734473;0.00556426795378713;0.0621693121693085;0.00025152110381832
-0.00399707256656933;0.00267129410527425;0.00288405654066737;0.00290916822917869;-0.00208400128246237;0.0032140057198966;-0.011070110701107;-0.000653008936359667;0.000557790782735917;0.00121910882200068;0.000641285992176311;0.00481824282251009;0.00191168322772899;0.00373119259151795;-0.0226757369614513;-0.00366502179849582
0.015763103079434;0.000715149602986818;0.00236865480146068;-0.00069588077242768;-0.00634818852196218;0.00271224111383607;-0.0147601476014756;-0.000321993017697766;0.000877834674469643;0.00147427113358218;0.000790919390350826;0.000802652940031165;0.00326145878265057;0.00163412376914721;0.0808767951625113;-0.00913860010540168
