# max_attributes; 15
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 100
# predict; FYGT5
# lag_parameter; 4
# horizon; 1
# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; Hits_granger__graph(n_components=2)
# prediction_type; rolling
FYGT5;GDP284A;LHEL
0.0254151987921484;0.000287530421745538;0.0516605166051662
0.027176648213387;0.00248508435937196;0.0258302583025826
0.0108203321590342;0.00325525513190455;-0.011070110701107002
-0.0140915953699046;0.00031833725264684504;0.00369003690036862
-0.0256668344237543;-0.00041075774535072795;-0.0295202952029512
-0.047307498741822;0.0014581899959951099;-0.0295202952029523
0.00553598389532009;-0.0009960875324755481;-0.0405904059040592
-0.007800704579768991;0.0014581899959951099;-0.0147601476014756
-0.00201308505284299;0.00404596379170477;0.0147601476014756
0.0213890286864617;-0.00057506084349104;0.0295202952029523
-0.00427780573729264;0.0023105123175979;0.0405904059040592
-0.0005032712632103701;0.00052371612532217;0.0184501845018442
-0.015349773527931999;-0.0029574557665253;0.0
0.00780070457976896;-0.000195109929041582;-0.011070110701107002
-0.0103170608958231;0.00043129563261825097;-0.0147601476014756
0.00301962757926523;0.000431295632618289;0.011070110701107002
0.00880724710619045;-0.000441564576252032;-0.0073800738007383
0.0118268746854549;-0.000729094997997571;0.0073800738007383
0.0070457976849527;0.000308068309013063;0.011070110701107002
0.00553598389531929;0.000780439716166403;0.011070110701107002
-0.000503271263211147;-9.24204927039186e-05;0.0258302583025826
-0.00150981378963258;0.00248508435937192;0.0258302583025837
0.00100654252642224;0.00341955823004489;0.0184501845018442
0.00503271263210822;0.007136915825469041;0.0258302583025836
0.00125817815802742;-0.00106797013791194;0.0405904059040582
0.00377453447408152;0.00031833725264684303;0.0295202952029523
0.0231504781077002;-0.00119119746151713;0.0774907749077487
