# name_prefix; us_data_stock_watson_2012
# description; Stock and Watson 2012: US indicators
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;GDP277A
# prediction_type;rolling
# method; Part-GFS_te(n_components=4)
"GDP277A";"GDP265";"IPS38";"GDP275_2";"FYGM6"
0.00127137850596445;0.00772205542582502;0.0194458177866979;0.00236947982761638;0.0179111421260754
0.000917603617348218;0.00643710540296775;0.00143942327844211;0.00349856081929932;0.0528029774366134
0.00056382872873207;-0.00563401163868197;-0.00382599217542088;0.00147893707361296;0.0355896720167481
0.000265331166462151;-0.0102178237394516;0.01106817025325;0.00198781864732917;-0.0295417538962547
0.000563828728732031;0.00407724526483559;-0.00366402517332808;0.00415056533562323;-0.0646662014421961
-0.000232164770654381;0.0122811569492321;-0.00513618194038122;0.00292606904886861;-0.0404745289602233
-0.000652272450886068;0.00355832314022013;-0.00790364961393568;0.00152664472114874;-0.00558269364968597
-0.000508551402385802;0.00683247464077004;0.00318620126164173;0.000779224909753028;-0.00651314259130006
0.000143721048500345;0.00119846300208806;0.0158498102520435;-0.00157435236868465;-0.00348918353105375
-0.000110554652692576;0.0104896400904407;0.0114367408328168;0.00391202709794384;0.00767620376831822
6.6332791615538e-05;0.0118363665567046;0.0193059565171738;-0.000397563729465922;0.0104675505931612
0.000165831979038844;0.00990894152241867;0.00301743249568187;-0.0030214843439403;0.0116306117701787
0.000198998374846613;0.00302704572692346;0.00556426795378713;0.00276704355708219;-0.00767620376831821
-5.52773263462684e-05;0.0128247896512102;0.00373119259151795;0.00384841690122922;0.0137241218888116
-0.000364830353885457;0.000889580785055077;0.00163412376914721;0.000890542754003538;-0.00837404047452897
0.000110554652692576;-0.0034965466968136;0.0069020898844593;0.00131991158182654;0.00581530588508933
-0.000685438846693876;-0.00075367260956051;0.0126181221945381;0.00194011099979326;0.0041870202372645
-0.0011055465269256;0.0246611562079148;0.00880445821612599;0.00219455178665137;0.0274482437776232
0.000807048964655682;-0.00544868230846217;0.00760012090135354;0.00302148434394041;0.014887183065829
-0.00101710280477153;0.00213746494186839;0.00898002874595412;0.00152664472114874;0.00325657129565038
