# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;IPS32
# prediction_type;rolling
# method; Part-GFS_te(n_components=2)
"IPS32";"HSFR";"EXRSW"
0.0204669819385224;-0.0667044595616043;0.000856018408624704
-0.0317118693082068;-0.0139833711262246;-0.000785522774974012
0.00652216935268725;-0.027399848828424;0.00544830540078312
0.0274384529656716;-0.0566893424036281;-0.000201416096147988
-0.0151808598234888;-0.0500755857898696;-0.00229614349607787
-0.00618509957026407;-0.0319349962207087;-0.00475341986907263
-0.0120327552517975;-0.0156840513983389;-0.000986938871122112
-0.00562281779114918;0.0313681027966724;0.00270904649318049
0.0160813337039473;0.0103930461073355;0.00264862166433344
0.0138314583748747;0.0566893424036281;-0.00248748878741656
0.0119201492534522;0.016817838246406;0.00119842577207663
0.00539797990076493;-0.0156840513983334;0.00234649752011262
-0.00168684533734473;0.0621693121693085;0.000574035874019496
0.00191168322772899;-0.0226757369614513;-0.00275940051721513
0.00326145878265057;0.0808767951625113;-0.000926514042278281
0.00584765568153455;-0.0916477702192006;0.00246734717780406
0.0133817825941051;0.129251700680272;-0.00011077885288191
0.000337443888730679;0.0185185185185204;-0.002135010619158
0.00618472546395657;-0.0234315948601644;-0.000805664384590066
0.00562319189745672;0.00907029478458043;0.002014160961473
0.00865869047080152;-0.0897581254724149;-0.00161132876917947
0.010120697917761;0.0228647014361337;0.00100708048073794
0.00843422668672376;-0.0173847316704478;-0.00141998347783778
0.0142818823682583;-0.0523431594860148;0.00445129572485181
0.0112456355822984;0.0353363567649264;0.00328308236720021
0.00899613435953109;0.00736961451247165;-0.00666687278247269
0.00393559834749804;0.0236205593348469;-0.000201416096148321
0.0140570444778729;-0.0804988662131519;0.00457214538254314
0.0100080919194156;-0.0625472411186734;-0.00412902997101827
0.00843422668672375;-0.105820105820102;0.0011581425528453
0.00168684533734478;-0.0863567649281955;0.000805664384589733
