# name_prefix; us_data_stock_watson_2012
# description; Stock and Watson 2012: US indicators
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;FYGM6
# prediction_type;rolling
# method; Part-GFS_te(n_components=15)
"FYGM6";"LHEL";"EXRUK";"HHSNTN";"UTL11";"GDP266";"MOCMQ";"GDP276_5";"PMP";"EXRSW";"CES017";"PMI";"sFYBAAC";"FSPCOM";"FSPXE";"FSDJ"
0.0179111421260754;0.0516605166051662;0.00295992102169673;0.0238907849829351;0.140551992636963;0.0208919087785068;0.00363283052188774;0.00150903200035507;0.000775193798450924;0.000856018408624704;0.0736386643807671;0.00959860383944244;-0.0353016688061617;0.00138321064470805;0.00119959398357378;0.00225085042840312
0.0528029774366134;0.0258302583025826;-0.00367783427149171;-0.00910125142206997;-0.179082972385664;0.0183926897844423;-0.0227869218101212;0.00116284230615596;-0.303875968992249;-0.000785522774974012;-0.0392685117152438;-0.301919720767888;-0.01604621309371;0.000848893489310738;-0.0299898495893688;0.00205435718354434
0.0355896720167481;-0.011070110701107;-0.00342734923870613;0.0034129692832765;-0.0186619500877738;-0.0131990003124023;-0.00344645317803923;0.000674626070746976;-0.0705426356589141;0.00544830540078312;-0.00416360519226064;-0.0558464223385706;0.0147625160462132;-0.00067078777084504;-0.0377410722524701;-9.65746856113276e-05
-0.0295417538962547;0.00369003690036862;0.000297365160295882;0.104095563139936;0.193889913166722;-0.0407034260127045;0.00216319933515227;0.000949802494341124;0.146511627906977;-0.000201416096147988;0.0844150542901475;0.0270506108202462;0.0256739409499358;-0.00103162533033402;-0.0130109808987728;-0.00155316604153013
-0.0646662014421961;-0.0295202952029512;0.00181930201963321;-0.0654152445961378;-0.139093499413368;-0.00329324169530355;-0.00650181947062782;0.000284053082419778;-0.306976744186046;-0.00229614349607787;-0.0374724467303456;-0.255671902268762;0.0314505776636715;-0.00014340979928413;-0.0158715511672962;-0.000386546628058483
-0.0404745289602233;-0.0295202952029523;0.00258782226900389;-0.0335608646188837;-0.106700835399042;0.0266713527022806;0.00675847023920527;0.000665749411921346;0.040310077519379;-0.00475341986907263;-0.0377173646828315;0.0383944153577669;0.0545571245186135;-0.000242871434271473;-0.00230691150687368;-0.000815946481496111
-0.00558269364968597;-0.0405904059040592;0.000215570126097631;-0.0534698521046653;-0.134379861031471;0.0030329063834219;-0.0095877394261411;0.00118947228263282;-0.0325581395348837;-0.000986938871122112;-0.0524124418319867;-0.0183246073298428;-0.0115532734274711;-0.00026831510833803;0.0335886315400931;-0.00142715752149502
-0.00651314259130006;-0.0147601476014756;-0.0056236537900638;0.0182025028441415;-0.0892680187134101;-0.0011454753722796;-0.0120656414894306;0.00106519905907416;0.0589147286821697;0.00270904649318049;-0.0599232590415556;0.0174520069808011;0.0128369704749685;0.00462843561883063;0.0612715696225883;0.00412213634018582
-0.00348918353105375;0.0147601476014756;-0.00429590658026169;0.0455062571103529;0.111413003525671;0.00801832760595647;0.0326526995688884;0.00131374550619147;0.323255813953489;0.00264862166433344;0.0200832721038454;0.331588132635254;-0.00962772785622593;0.00276179516685846;0.0413398542031946;0.00301076959703606
0.00767620376831822;0.0295202952029523;0.00404071391961414;0.00853242320819114;0.0908647159319815;0.0252395084869313;0.01180593535456;0.000798899294305622;0.0457364341085278;-0.00248748878741656;0.0329822842681045;0.0636998254799291;-0.0192554557124519;0.000587517564809104;0.0144874042631716;0.00131560124913697
0.0104675505931612;0.0405904059040592;0.00733605342686472;-0.00910125142207152;0.0982057004737163;0.0159325210871601;0.024284051293489;0.000639119435444523;-0.0682170542635653;0.00119842577207663;0.0300432688382735;0.0305410122164058;0.00256739409499293;0.00238939230097551;-0.00203008212604872;0.000926216847235839
0.0116306117701787;0.0184501845018442;0.000196347312309331;0.0711035267349263;0.0240533761471654;0.0344814120587317;0.00384365079607545;0.00091429585903864;0.0565891472868212;0.00234649752011262;0.0304514654257485;-0.0244328097731229;-0.0179717586649544;-0.00028681959856819;-0.0244532619728726;-0.00064217866665427
-0.00767620376831821;0;-0.0012751786986116;-0.0847554038680322;0.00658968410095362;0.00387899614703741;-0.0132511236109535;0.00102081576494609;-0.236434108527133;0.000574035874019496;0.0227773695811905;-0.213787085514835;0.0179717586649544;-0.00529922338967567;-0.0925532896558078;-0.00580181441940286
0.0137241218888116;-0.011070110701107;-0.00453128797363689;-0.0437997724687129;0.00990069895935475;0.0290013537436219;0.0133030648379278;-0.00032843637654789;-0.0612403100775186;-0.00275940051721513;0.0044901624622411;-0.0663176265270498;-0.0160462130937092;-0.00304861476542665;-0.045123189074467;-0.00323593752662834
-0.00837404047452897;-0.0147601476014756;-0.000941525573501689;0.0728100113765626;0.00328013949782069;-0.00524575653441639;0.00666069851784207;-0.000159779858861099;0.113178294573644;-0.000926514042278281;0.00465344109723245;0.102094240837696;-0.000641848523749711;0.00123980084542392;0.022423179846821;0.00197636875463818
0.00581530588508933;0.011070110701107;0.000452128426440157;0.00967007963595057;0.0300417258444411;-0.0240289492866813;0.0174308646992138;0.00041720296480402;-0.0286821705426372;0.00246734717780406;0.0045718017797379;0.0244328097731231;-0.0102695763799737;0.00411724907622112;0.0341422903017431;0.0043542683062234
0.0041870202372645;-0.0073800738007383;-0.00162864309099919;-0.0705346985210457;0.0647279880732894;-0.00902061855670101;0.0145496542853046;0.000390572988327198;0.089147286821707;-0.00011077885288191;0.0131439301167451;0.092495636998254;-0.0211810012836971;0.00285894374056705;-0.00212235858632276;0.00311458202612404
0.0274482437776232;0.0073800738007383;-0.000470762786750734;0.0273037542662113;-0.0100021465726897;0.0532515880454026;-0.00336701365443255;0.000257423105942923;-0.0124031007751955;-0.002135010619158;0.0059596701771566;-0.0706806282722514;-0.0166880616174584;0.000899780837443855;0.000738211682198009;0.000163186197729063
0.014887183065829;0.011070110701107;-0.00117808387384422;0.0102389078498293;0.0285567680260637;-0.0269837550765387;0.0157931883663873;0.000363943011850344;0.0596899224806212;-0.000805664384590066;0.0105314719568945;0.0148342059336832;-0.0160462130937098;0.0016006384049129;0.00756666974255055;0.00251190754692916
0.00325657129565038;0.011070110701107;0.000236558300342193;0.0278725824800905;0.0128750253619033;-0.00519368947204002;0.0100582658352002;0.000967555811992381;0.0279069767441857;0.002014160961473;0.00677606335211117;0.0523560209424083;-0.0134788189987163;0.00296534455939079;0.0301744025099197;0.0033859651297242
-0.00488485694347521;0.0258302583025826;-0.000138875022091534;-0.0216154721274182;0.0462733439779812;-0.00649536603144843;0.0144702147616962;0.000292929741245375;-0.0620155038759697;-0.00161132876917947;0.0123275369417905;0.0244328097731231;0;0.00191058861626889;0.00609024637814892;0.00206209586253093
0.000697836706210736;0.0258302583025837;-0.00645200014358061;0.0255972696245733;0.0225934126683104;-0.00754972404456938;0.0140577403121976;0.000719009364875055;0.0682170542635675;0.00100708048073794;0.0297983508857876;0.100349040139618;-0.00385109114249037;0.00178799636849381;-0.0143028513426234;0.0021018660105961
0.0146545708304257;0.0184501845018442;-0.000156136324270473;0.0329920364050119;0.0191897717281645;-0.01373268770176;0.00230069081831874;0.000869912564910589;-0.0395348837209304;-0.00141998347783778;0.00375540860478335;-0.0401396160558481;0.00128369704749686;0.00129994043867205;-0.0133800867398717;0.00203834274007589
0.0107001628285645;0.0258302583025836;0.00390242735099999;0.0307167235494878;0.104711580024524;-0.0117150890346766;0.0273669158827109;0.000790022635479996;-0.0286821705426371;0.00445129572485181;0.0528206384194639;0.0270506108202461;-0.0102695763799745;0.00126061839693291;0.00673618160007289;0.00151596770670174
-0.00325657129565038;0.0405904059040582;0.00133422019812068;0.0136518771331057;0.0234696848066762;0.0016140789336665;0.00687151879202977;0.00110958235320225;-0.00930232558139532;0.00328308236720021;0.0391052330802503;-0.0523560209424083;0.00577663671373554;0.000599082871202944;0.00313739964934856;0.000839981057407756
0.00279134682484297;0.0295202952029523;-0.00139267324414016;0.015358361774744;0.0222361406387406;0.0380740393626991;0.00576547619411355;0.00110958235320225;-0.0240310077519373;-0.00666687278247269;0.0493101477671741;-0.0418848167539267;0.00577663671373557;-0.000349272253095143;-0.0416166835840168;-0.000773617430903203
0.0246568969527802;0.0774907749077487;0.00596319145000834;0.0273037542662113;0.00360065514574492;0.0275304592314901;0.0191907556837454;0.00133149882384273;0.0496124031007745;-0.000201416096148321;0.0384521185402893;0.0314136125654451;-0.0288831835686778;0.00335162579294632;0.00950447540832244;0.0043886133743584
