# name_prefix; us_data_stock_watson_2012
# description; Stock and Watson 2012: US indicators
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;MSONDQ
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=9)
"MSONDQ";"GDP251";"IPS34";"GDP257";"CES002";"IPS43";"GDP275_1";"GDP276_7";"BUSLOANS";"EXRJAN"
0.0176932789667134;0.00674133669874321;0.0143273834527761;0.00509430094300943;0.0106858054226485;0.0120540791556577;-0.000301755669348951;0.00192789302083823;0.000726790791133198;0
0.00382818217643254;-0.000199821212599236;-0.0279503152617967;0.00197826978269784;-0.000628576789567983;-0.0104465265171052;0.000713240673006578;0.00249492037990836;0.000961928988264466;0.000311407080919257
-0.00566989166887832;0.000925487721512342;0.00569557936907694;-0.00219352193521937;0.00129937142320996;0.000903836025232639;0.000128017556693483;0.00209800122855926;0.000491652594001792;0.00108992478321157
-0.00926484425893238;0.00586843350686228;0.0226657164948591;0.0056478064780648;0.00860774931982414;0.0165736258008899;0.000201170446232645;0.00120965836601616;0.000748166990872384;0.00108992478321157
0.00961870983826741;-0.00134616395856339;-0.0133291579077117;-0.00338253382533827;0.000684867248335223;-0.00703093530901735;0.00190197512801754;0.000708784198837588;0.000684038391654756;0.000467110621376943
-0.0100932114105564;0.000420676237051051;-0.00434512800213515;-0.0043870438704387;-0.00393095037057983;-0.00482155835844905;9.14411119239352e-05;0.0013608656617682;0.000235138197131269;-0.00604848368705868
-0.00451178613651168;-0.00348109586159751;-0.00962972676907102;-0.000635506355063562;-0.00544610188573039;-0.00713209457218203;0.00152706656912946;0.00125691064593866;0.000299266796348969;0.00170076174962741
0.00205081188023257;0.00159856970079404;-0.00616592047086262;-0.0020090200902009;-0.00513650436251058;-0.00431906071425037;0.000640087783467449;0.00123800973396967;0.000213761997392082;-0.00184448809466653
-0.0013591655206249;0.00501656412683389;0.0110979905562294;0.00231652316523166;0.00124777183600761;0.0104468930361743;-0.000822970007315287;0.000481973255209548;0.00012825719843526;0.00933023523211918
0.0209906627741446;0.00440658358310982;0.0110392357759674;0.0038130381303813;0.00525846702317341;0.00893976662264735;-0.000173738112655435;0.00150262250153572;0.000213761997392146;0.00188041968092645
-0.00207493907882357;0.0056475784824105;0.00634188195195495;0.00548380483804836;0.00542264752791023;0.009642750197829;9.14411119240337e-06;0.000897793318527608;0.000448900194523419;0
