# name_prefix; us_data_stock_watson_2012
# description; Stock and Watson 2012: US indicators
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;IPS32
# prediction_type;rolling
# method; Part-GFS_te(n_components=15)
"IPS32";"GDP258";"EXRUS";"GDP253";"CES277R";"GDP256";"HSSOU";"HSFR";"FSPXE";"GDP279A";"FYAAAC";"EXRSW";"GDP274_2";"CES017";"CES155";"PMI"
0.0204669819385224;0.00299488884899903;-0.00442252948352995;0.00304475040472902;0.0151448500342365;0.0127264621245896;0.010855405992185;-0.0667044595616043;0.00119959398357378;0.00256131636137846;0.0205269607843134;0.000856018408624704;0.00283483424773029;0.0736386643807671;0.0851063829787245;0.00959860383944244
-0.0317118693082068;0.00319328842574659;0.00589670597804492;0.00166347339185195;0.0191468728446208;-0.0114700279657925;0.0112896222318707;-0.0139833711262246;-0.0299898495893688;0.00204387871261515;0.0110294117647059;-0.000785522774974012;0.000806461467026592;-0.0392685117152438;-0.021276595744682;-0.301919720767888
0.00652216935268725;-0.000415694351280609;0.00061000406669387;-0.0042180932436246;0.0147430368494399;0.00508653183642037;-0.0138949196699948;-0.027399848828424;-0.0377410722524701;0.000879644002897623;0.00888480392156895;0.00544830540078312;-0.000378792507239711;-0.00416360519226064;-0.0531914893617;-0.0558464223385706
0.0274384529656716;0.00398688673273686;0.000355835705566299;0.00268086560026141;0.0301511765724865;0.017296234750537;-0.0495006513243595;-0.0566893424036281;-0.0130109808987728;7.7615647314502e-05;-0.00153186274509836;-0.000201416096147988;0.00312809296301272;0.0844150542901475;0.0531914893617;0.0270506108202462
-0.0151808598234888;0.00166277740512249;0.00955673037820748;0.00187883378633278;-0.000685959089213498;-0.017782596360394;-0.0386452453321759;-0.0500755857898696;-0.0158715511672962;0.000452757942667956;-0.00919117647058828;-0.00229614349607787;0.00193061987560947;-0.0374724467303456;-0.127659574468085;-0.255671902268762
-0.00618509957026407;-0.00272090848110953;-0.00259251728344834;-0.00066093362444118;0.02031551555537;-0.000962590686175158;-0.0325662179765523;-0.0319349962207087;-0.00230691150687368;-0.000465693883887009;-0.0128676470588235;-0.00475341986907263;0.000647612996248687;-0.0377173646828315;-0.0212765957446788;0.0383944153577669
-0.0120327552517975;-0.000566855933564472;0.00294835298901464;-0.00222043992930238;0.00668894102495736;-0.0191504883881166;-0.0555796786799831;-0.0156840513983389;0.0335886315400931;-0.00173341612335714;0.000612745098039557;-0.000986938871122112;-0.000256601375872162;-0.0524124418319867;-0.0638297872340425;-0.0183246073298428
-0.00562281779114918;-0.00224852853647247;0.00193167954453544;-0.00473792867857832;0.0156979922685869;0.00338426620192112;0.0751194094659145;0.0313681027966724;0.0612715696225883;-0.000633861119735065;-0.00459558823529418;0.00270904649318049;-0.00145407446327545;-0.0599232590415556;-0.0212765957446819;0.0174520069808011
0.0160813337039473;0.00215405254754504;-0.00350752338348925;0.00160406362785723;0.0289665216703791;0.0104973047460787;0.0295267042987412;0.0103930461073355;0.0413398542031946;-0.000465693883887009;0.00122549019607813;0.00264862166433344;0.000232163149598674;0.0200832721038454;0.0425531914893606;0.331588132635254
0.0138314583748747;0.000859731499239479;0.0170801138674259;0.0019011124478308;-9.63851128525095e-05;0.0126352693227415;0.0542770299609196;0.0566893424036281;0.0144874042631716;-0.000478629825106062;0.0140931372549026;-0.00248748878741656;-0.00166179938660063;0.0329822842681045;0.095744680851064;0.0636998254799291
0.0119201492534522;0.00358063998034899;0.00111834078893347;0.00396560174664707;0.0226383374677136;0.00277631418959998;0.0047763786365615;0.016817838246406;-0.00203008212604872;0.000258718824381702;-0.00245098039215716;0.00119842577207663;-0.00260267109813164;0.0300432688382735;0.0744680851063852;0.0305410122164058
0.00539797990076493;0.0025791944977184;0.00447336315574953;0.0018639813453341;0.00264590813258095;0.00985895513314148;0.00564481111593526;-0.0156840513983334;-0.0244532619728726;1.29359412190527e-05;0;0.00234649752011262;-0.00200393455443004;0.0304514654257485;0.0106382978723393;-0.0244328097731229
-0.00168684533734473;0.00336334520581594;0.0103192354615746;0.00219816126780436;0.0138374219999284;-0.0017225307015766;0.0134607034303091;0.0621693121693085;-0.0925532896558078;0.000633861119735065;-0.0104166666666663;0.000574035874019496;-0.00239494617480662;0.0227773695811905;0;-0.213787085514835
0.00191168322772899;0.00150216822394589;0.00132167547784157;0.000757474490932587;0.013717984919464;0.00306002512868317;-0.00955275727312288;-0.0226757369614513;-0.045123189074467;-0.000116423470971753;0.00367647058823522;-0.00275940051721513;-0.00249269907990085;0.0044901624622411;-0.0106382978723393;-0.0663176265270498
0.00326145878265057;-0.000803045905883031;-0.00259251728344856;0.00407699505413714;0.0109384864479554;-0.0060085923884408;0.108988276161529;0.0808767951625113;0.022423179846821;-0.000491565766325115;-0.00735294117647051;-0.000926514042278281;-0.000989748164078125;0.00465344109723245;0;0.102094240837696
0.00584765568153455;-0.000188951977854821;0.000711671411132819;0.00201993197582023;0.00901701791517304;0.00953471405990353;-0.0625271385149804;-0.0916477702192006;0.0341422903017431;0.000323398530477059;-0.00551470588235299;0.00246734717780406;-0.000794242353890112;0.0045718017797379;0;0.0244328097731231
0.0133817825941051;0.00373180156263285;0.00310085400570337;0.0021090466218123;-0.000528135344694092;0.00260406111944232;0.041684759009987;0.129251700680272;-0.00212235858632276;-0.000245782883162558;0.00214460784313694;-0.00011077885288191;-0.00100196727721494;0.0131439301167451;0;0.092495636998254
