# name_prefix; us_data_stock_watson_2012
# description; Stock and Watson 2012: US indicators
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;IPS25
# prediction_type;rolling
# method; Part-GFS_te(n_components=13)
"IPS25";"GDP252";"IPS18";"FM1";"CES015";"GDP257";"CES011";"PMCP";"GDP275_3";"EXRUS";"GDP274A";"GDP276_3";"GDP279A";"LHUR"
0.0064834046680511;0.00379713039780874;0.00722620164260229;0.000862110254322515;0.0545407503234097;0.00509430094300943;0.0197568389057765;0.0176297747306562;0.000825370353037274;-0.00442252948352995;0.00269005136934253;0.000535361300241595;0.00256131636137846;-0.10091743119266
0.0019978014384176;0.00256108534643871;0.00682534020905197;0.000718425211935436;-0.0179560155239221;0.00197826978269784;-0.00338491295938249;-0.0739471106758089;0.000212724317793116;0.00589670597804492;-0.000258366515699503;0.00150312980452447;0.00204387871261515;0.0229357798165142
-0.00218652157429553;0.000326315893561701;0.00281021536303869;-0.000886057761386783;-0.00248382923673995;-0.00219352193521937;-0.00856590218292273;0.0426052889324191;0.00165924967878627;0.00061000406669387;-0.000379950758381693;0.0013246760377773;0.000879644002897623;0.0458715596330267
0.00471212339272829;0.00207655568630166;0.00401465980954802;-0.000287370084774178;0.0583699870633891;0.0056478064780648;-0.00994749930920143;-0.0479921645445632;-0.000927478025577972;0.000355835705566299;-0.00120064439648622;0.00131781243136394;7.7615647314502e-05;-0.0642201834862386
-0.000980000705599948;0.00286762451917847;0.00702530588936177;-0.000215527563580639;-0.0240103492884916;-0.00338253382533827;0.00476651008565902;-0.058765915768854;-2.12724317793071e-05;0.00955673037820748;-0.00113985227514518;0.00104326817482979;0.000452757942667956;0.0137614678899081
-0.00324184233412706;-0.000969059320274095;-0.000802187903564521;0.000933952775516074;-0.0306338939197876;-0.0043870438704387;-0.00621718706825089;-0.103330068560236;0.00150608816997524;-0.00259251728344834;-0.0023404966716313;0.000569679332308357;-0.000465693883887009;0.0412844036697246
-0.00275184198132622;0.000266985731095902;0.000401791506481036;-4.78950141292714e-05;-0.0420698576972831;-0.000635506355063562;-0.0124343741365018;-0.0509304603330058;0.000127634590675873;0.00294835298901464;-0.00135262469983899;0.000150999341093798;-0.00173341612335714;0.100917431192661
-0.00154560111283281;-1.97767208219082e-05;0.00200709738654197;0.000502897648354797;-0.0426390685640413;-0.0020090200902009;-0.00324675324675397;0.05435847208619;-0.000229742263216556;0.00193167954453544;0;0.000404952778387859;-0.000633861119735065;0.0733944954128432
0.000980560706004271;0.00352025630630187;0.00923376406560833;0.000742372719000439;0.0140750323415317;0.00231652316523166;-0.00352307267200884;0.0352595494613124;-0.00193153680556147;-0.00350752338348925;0.00357153712878821;0.000350043927081058;-0.000465693883887009;0.0275229357798164
0.00192220138398472;0.00115693816808232;0.00742709739584271;0.000598687676612625;0.0240103492884758;0.0038130381303813;0.00324675324675397;0.000979431929479913;0.0016464862197187;0.0170801138674259;0.00334356667375906;-0.000411816384801245;-0.000478629825106062;-0.0321100917431186
