# name_prefix; us_data_stock_watson_2012
# description; Stock and Watson 2012: US indicators
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;LHEM
# prediction_type;rolling
# method; Part-GFS_te(n_components=5)
"LHEM";"HHSNTN";"LHU14";"GDP274_2";"CES278.R";"LHELX"
0.0101090252502962;0.0238907849829351;-0.0639492311447403;0.00283483424773029;0.0253258283396043;0.087061087061087
0.00125097669296822;-0.00910125142206997;0.0650475958018064;0.000806461467026592;-0.0142202900369192;0.0080166746833415
0.00063560951713878;0.0034129692832765;0.0224554552111289;-0.000378792507239711;-0.00748536008296103;-0.032547699214366
0.00347358576882438;0.104095563139936;-0.0512570173297535;0.00312809296301272;0.0494064624521511;0.0351130351130351
0.0102993032586122;-0.0654152445961378;0.00720039052965704;0.00193061987560947;-0.00844549736787218;-0.0376783710117041
-0.000457476913608913;-0.0335608646188837;0.0519892604344643;0.000647612996248687;0.0014819548422625;-0.0468173801507133
-0.00223475448064226;-0.0534698521046653;0.0528435440566257;-0.000256601375872162;-0.00329670749908872;-0.0665383998717334
-0.0012347828199205;0.0182025028441415;0.029655845740786;-0.00145407446327545;-0.000214305658936133;-0.031104697771364
-0.00161129036828958;0.0455062571103529;-0.0100073224310459;0.000232163149598674;0.0299867831823537;0.00336700336700335
0.000748966628476531;0.00853242320819114;-0.0290456431535258;-0.00166179938660063;0.0117808244458264;0.0278980278980278
0.00363957296756815;-0.00910125142207152;-0.0375884793751538;-0.00260267109813164;0.0205898657935665;0.0546737213403876
0.00501605217665898;0.0711035267349263;-0.049304369050526;-0.00200393455443004;0.0132575516828584;0.0450537117203785
0.00239264474286155;-0.0847554038680322;0.00109836465706614;-0.00239494617480662;-0.00161825802361949;0.00785634118967432
0.00369625152323579;-0.0437997724687129;0.028679521601174;-0.00249269907990085;0.007359921647951;-0.0144300144300143
0.00107284408943836;0.0728100113765626;-0.0220893336587771;-0.000989748164078125;0.00644003038445874;-0.0104216770883435
0.00218212439323624;0.00967007963595057;0.0501586526726874;-0.000794242353890112;0.0130203657009813;-0.00913900913900911
0.00590671519430585;-0.0705346985210457;-0.0191603612399305;-0.00100196727721494;0.0161179189926138;-0.00208433541766906
0.00437639419125858;0.0273037542662113;0.00231876983158291;0.000562079204291438;0.00851583705032929;0.0157126823793491
0.00318614452221962;0.0102389078498293;-0.00744447156455827;0.00268820489008906;0.0110412487387156;0.00272566939233626
0.0043197156355897;0.0278725824800905;-0.0130583353673432;-0.000525421864881109;-0.00105907771518848;0.0145903479236811
0.0095705789714462;-0.0216154721274182;-0.0123260922626288;-0.0016007038209167;0.017223430506819;0.0347923681257012
0.000951390041577363;0.0255972696245733;-0.0136685379546033;-0.0033969134520217;0.0115305814960708;0.0413660413660413
0.00279749156906445;0.0329920364050119;-0.0151330241640213;-0.00274930045577285;-0.0109043880379278;0.0182780182780183
0.00579740655123219;0.0307167235494878;0.0063461069074921;-0.00206503012011386;0.0299250650908089;0.0280583613916964
0.0086191889298676;0.0136518771331057;-0.017207712960703;-0.00233385060912281;0.0103714689605299;0.0564373897707213
0.00573263105903883;0.015358361774744;-0.0379546009275066;-0.00461882476569853;0.00690360918463828;0.0641333974667291
