# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;FYGM6
# prediction_type;rolling
# method; FCBF(n_components=1)
"FYGM6";"FYGT1"
0.0179111421260754;0.0269682470639413
0.0528029774366134;0.0448020878642884
0.0355896720167481;0.0204436711613749
-0.0295417538962547;-0.0226185297955634
-0.0646662014421961;-0.0456720313179644
-0.0404745289602233;-0.051979121357112
-0.00558269364968597;-0.00521966072205307
-0.00651314259130006;-0.00782949108307962
-0.00348918353105375;0.00413223140495914
0.00767620376831822;0.00500217485863372
0.0104675505931612;0.00565463244889108
0.0116306117701787;0.00695954762940432
-0.00767620376831821;-0.0123966942148761
0.0137241218888116;0.0108742931709435
-0.00837404047452897;-0.0121792083514567
0.00581530588508933;0.00195737277076985
0.0041870202372645;0.00761200521966029
0.0274482437776232;0.0250108742931714
0.014887183065829;0.0132666376685514
0.00325657129565038;0.00630709003914767
-0.00488485694347521;0.00217485863418854
0.000697836706210736;-0.00608960417572837
0.0146545708304257;0.0106568073075248
0.0107001628285645;0.00521966072205302
-0.00325657129565038;0.000652457590256617
0.00279134682484297;0.00413223140495853
0.0246568969527802;0.024793388429752
0.0309374273086762;0.0304480208786431
-0.00255873458943956;0.000217485863418687
0.0416375901372414;0.0376250543714661
0.005582693649686;-0.00456720313179643
-0.0623400790881598;-0.0545889517181385
-0.0458246103745059;-0.0232709873858195
0.0681553849732498;0.0574162679425837
0.0302395906024654;0.0284906481078726
-0.0016282856478248;-0.00587211831230972
0.0283786927192366;0.0306655067420618
-0.0248895091881828;-0.0282731622444539
0.0274482437776225;0.0213136146150502
0.0388462433123984;0.0343627664201823
0.00674575482670342;0.0137016093953893
0.0632705280297746;0.0704654197477164
0.0246568969527795;0.0160939538929972
-0.0286113049546406;-0.0226185297955635
-0.0255873458943936;-0.00652457590256639
-0.0223307745987438;-0.0337103088299255
-0.0697836706210747;-0.0841670291431057
-0.110956036287509;-0.104175728577643
0.0374505698999762;0.0615484993475422
0.0572226099092812;0.0493692909960855
-0.0607117934403349;-0.0667681600695952
-0.0418702023726448;-0.0208786428882123
0.0300069783670621;0.0284906481078726
0.0344266108397307;0.0202261852979556
0.0311700395440795;0.0184862983906051
0.0567573854384745;0.0569812962157458
0.0560595487322632;0.0461070030448023
0.112816934170738;0.0972161809482383
-0.0553617120260531;-0.0713353632013923
-0.00930448941614304;-0.00391474554153981
0.0558269364968597;0.0872118312309702
0.0172133054198654;0.0208786428882123
-0.0746685275645499;-0.0872118312309702
-0.110956036287509;-0.0891692040017394
-0.00930448941614376;0.0143540669856459
0.0735054663875324;0.0648107872988253
-0.0572226099092812;-0.0548064375815572
-0.0493137939055597;-0.045889517181383
