# name_prefix; us_data_stock_watson_2012
# description; Stock and Watson 2012: US indicators
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;FSPCOM
# prediction_type;rolling
# method; Part-GFS_te(n_components=4)
"FSPCOM";"CES278.R";"HSMW";"LHU27";"sFYAAAC"
0.00138321064470805;0.0253258283396043;-0.189922480620156;-0.057636887608069;-0.0166453265044814
0.000848893489310738;-0.0142202900369192;-0.00465116279069777;-0.0414734995614586;-0.0486555697823304
-0.00067078777084504;-0.00748536008296103;-0.0441860465116279;-0.00400952261621323;0.0064020486555698
-0.00103162533033402;0.0494064624521511;-0.0612403100775185;-0.00714196216013031;0.030729833546735
-0.00014340979928413;-0.00844549736787218;-0.0294573643410861;-0.0147851146472875;0.0486555697823303
-0.000242871434271473;0.0014819548422625;-0.0217054263565883;0.00751785490540031;0.110115236875801
-0.00026831510833803;-0.00329670749908872;-0.0658914728682188;0.049367247212129;-0.0179257362355955
0.00462843561883063;-0.000214305658936133;0.0751937984496142;0.0412229043979448;0.0192061459667094
0.00276179516685846;0.0299867831823537;-0.0744186046511628;0.0739255732364365;0.00384122919334187
0.000587517564809104;0.0117808244458264;0.0131782945736417;0.0184187445182308;-0.0140845070422533
0.00238939230097551;0.0205898657935665;0.0403100775193816;-0.0513720085202356;-0.00768245838668374
-0.00028681959856819;0.0132575516828584;-0.0558139534883721;-0.0413482019797017;-0.0166453265044817
-0.00529922338967567;-0.00161825802361949;0.0627906976744186;-0.021676481643904;0.0115236875800256
-0.00304861476542665;0.007359921647951;-0.0271317829457373;-0.0166645783736376;-0.0294494238156208
0.00123980084542392;0.00644003038445874;0.0713178294573653;-0.0293196341310612;0.00256081946222761
0.00411724907622112;0.0130203657009813;-0.182945736434109;0.0355845132188949;-0.0192061459667093
0.00285894374056705;0.0161179189926138;0.265116279069768;-0.00551309359729368;-0.0179257362355952
0.000899780837443855;0.00851583705032929;-0.00852713178294662;-0.00852023555945344;-0.00128040973111419
0.0016006384049129;0.0110412487387156;0.00232558139534889;-0.0109008896128305;-0.0153649167733675
0.00296534455939079;-0.00105907771518848;0.114728682170544;-0.00563839117905018;-0.00640204865556954
0.00191058861626889;0.017223430506819;-0.158139534883721;-0.00175416614459356;0.00384122919334187
0.00178799636849381;0.0115305814960708;0.0364341085271301;0.00112767823581006;0.00384122919334189
0.00129994043867205;-0.0109043880379278;-0.026356589147286;-0.0239318381155245;0.0153649167733675
0.00126061839693291;0.0299250650908089;-0.0759689922480629;-0.0175416614459338;-0.0153649167733675
