# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;CPILFESL
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=13)
"CPILFESL";"GDP255";"GDP273A";"IPS43";"FYGT1";"GDP274_1";"GDP275_1";"GDP276_1";"FYGM3";"CES277R";"FYAAAC";"CES140";"Sfygt10";"Sfygm6"
0.000891729741683906;0.00394605394605394;0.00048673169402096;0.0120540791556577;0.0269682470639413;0.00301337540687675;-0.000301755669348951;0.00110286473635205;0.0153602891348546;0.0151448500342365;0.0205269607843134;0.00196418255343711;0.00764818355640529;0.0166358595194085
0.00071338379334679;0.00306693306693309;0.00102213655744408;-0.0104465265171052;0.0448020878642884;-0.00069648771196679;0.000713240673006578;0.000641831117057321;0.0365936299977412;0.0191468728446208;0.0110294117647059;0.00358174465626826;-0.0560866794136399;0.120147874306839
0.00107007569002049;0.00273726273726271;0.00103187119132451;0.000903836025232639;0.0204436711613749;-0.000440635083081016;0.000128017556693483;0.00100342611258261;0.046758527219336;0.0147430368494399;0.00888480392156895;0.00748700173310224;-0.116634799235182;-0.0998151571164511
0.000713383793347322;0.00252747252747253;0.000389385355216782;0.0165736258008899;-0.0226185297955634;-0.003624578909215;0.000201170446232645;0.000433913994630331;-0.0241698667269034;0.0301511765724865;-0.00153186274509836;0.00556903523974559;0.0497131931166348;-0.0369685767097968
0.000356691896673148;0.00205794205794205;0.00110974826236786;-0.00703093530901735;-0.0456720313179644;-0.00281437891774333;0.00190197512801754;0.000433913994630298;-0.0596340637000227;-0.000685959089213498;-0.00919117647058828;0.00554592720970536;0.124920331421288;-0.0258780036968573
-0.000178345948336565;8.99100899100919e-05;0.000798239978194427;-0.00482155835844905;-0.051979121357112;-0.00385200346822454;9.14411119239352e-05;0.000786469115267443;-0.0429184549356222;0.02031551555537;-0.0128676470588235;0.000231080300404182;0.0395156150414264;0.029574861367837
0.000891729741683906;0.00223776223776224;0.000944259486400694;-0.00713209457218203;-0.00521966072205307;-0.0021178912057766;0.00152706656912946;0.000696070366386145;-0.00361418567878902;0.00668894102495736;0.000612745098039557;0.00478336221837087;0.0203951561504149;-0.0147874306839187
0.000356691896673129;0.00232767232767233;0.000340712185814693;-0.00431906071425037;-0.00782949108307962;0.000227424559009592;0.000640087783467449;0.000361594995525254;0.00293652586401605;0.0156979922685869;-0.00459558823529418;0.00339688041594453;-0.0274059910771185;-0.0757855822550828
0.000535037845010244;0.00403596403596404;-3.89385355216579e-05;0.0104468930361743;0.00413223140495914;0.00498912626327234;-0.000822970007315287;0.000885907739036883;-0.00316241246894083;0.0289665216703791;0.00122549019607813;0.00506065857885614;0.00956022944550661;-0.00184842883549019
0.000713383793347322;0.000879120879120888;0.000739832174911872;0.00893976662264735;0.00500217485863372;0.00552925959092007;-0.000173738112655435;0.000587591867728562;0;-9.63851128525095e-05;0.0140931372549026;0.00700173310225302;0.0363288718929256;0.0609981515711645
