# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;GDP275A
# prediction_type;rolling
# method; Part-GFS_te(n_components=12)
"GDP275A";"GDP285A";"GDP253";"GDP260";"CES003";"IPS306";"GDP275_3";"EXRJAN";"GDP276_8";"LHU15";"GDP276_4";"GDP284A";"CES151"
0.00045504962885013;0.00028715488627821;0.00304475040472902;0.00157801418439716;0.0678832848691576;-0.00327187237158553;0.000825370353037274;0;-0.00183351984161142;-0.0711677414342313;0.0015831802925717;0.000287530421745538;0.142857142857155
0.00114710427272643;0.0005996469684045;0.00166347339185195;0.00174645390070922;-0.0240148400681895;-0.0128503512864635;0.000212724317793116;0.000311407080919257;0.000421795644314362;-0.0228420480149173;0.00474954087771515;0.00248508435937196;-0.103896103896116
0.000843737853492967;0.00182427810106164;-0.0042180932436246;-9.75177304964551e-05;-0.00862328286372706;0.00957983917223857;0.00165924967878627;0.00108992478321157;0.00129981923043815;0.00870173257711129;0.00243809765056046;0.00325525513190455;-0.090909090909076
6.63614042073269e-05;-0.000464515257214764;0.00268086560026141;0.00200354609929078;0.0506868545071699;0.000700985959876436;-0.000927478025577972;0.00108992478321157;0.00103296892485152;-0.00543858286069454;0.00187870728051845;0.000318337252646845;0.0129870129869982
0.00142203009015669;0.000143577443139105;0.00187883378633278;0.00101063829787234;-0.0205053644841175;0.0126168404395441;-2.12724317793071e-05;0.000467110621376943;0.00127399500731686;-0.013052598865667;0.00175205285711267;-0.000410757745350728;-0.0259740259739992
0.000673094242674189;0.00102193356587251;-0.00066093362444118;-0.0024290780141844;-0.036498546074391;0.00443988002530078;0.00150608816997524;-0.00604848368705868;0.00145476456916588;0.0219874135653795;0.00110822620480021;0.00145818999599511;-0.129870129870154
0.00112814387152432;-0.000515189648910922;-0.00222043992930238;-0.00187943262411347;-0.05178983254789;-0.00327141895246577;0.000127634590675873;0.00170076174962741;0.00116209004045795;0.0562504855877563;0.000844362822704935;-0.000996087532475548;-0.207792207792193
0.000407648625844916;0.000177360370936524;-0.00473792867857832;-0.00176418439716312;-0.0468765667301617;0.011215775358032;-0.000229742263216556;-0.00184448809466653;-0.000301282603081691;0.0507342086861923;0.000316636058514355;0.00145818999599511;0.168831168831154
-0.00116606467392851;-0.000261817690430131;0.00160406362785723;0.00248226950354609;0.0104782913867341;-0.0165896987710075;-0.00193153680556147;0.00933023523211918;0.000275458379960403;0.0565612617512245;0.000601608511177239;0.00404596379170477;0.0389610389610389
0.00054037143425957;-0.000228034762632712;0.0019011124478308;0.000735815602836881;0.0261706607841174;0.0186917498123973;0.0016464862197187;0.00188041968092645;0.000972712404235168;0.0058270530650299;0.000295526987946706;-0.00057506084349104;0.0649350649350769
-0.000132722808414654;-9.29030514429468e-05;0.00396560174664707;0.00329787234042553;0.0309836558708516;0.0126172938586652;-0.000408430690162777;0;0.000929672032366364;-0.0606013518763111;0.00100268085196211;0.0023105123175979;0.181818181818191
0.000853218054094024;-0.00210298725539048;0.0018639813453341;0.00154255319148936;0.0221096961796854;0.00794435640556484;-0.000229742263216571;-0.000515019403055317;0.00134285960230697;-0.0457617900707008;0.000886580963840158;0.00052371612532217;-0.0909090909091148
0.000720495245679403;0.00030404635017692;0.00219816126780436;0.00153368794326241;0.0272235034593405;0.0074764278734865;0.000502029389991755;0.00025152110381832;0.00107600929672032;-0.0237743765053221;0.00109767166951638;-0.0029574557665253;0.142857142857155
0.000398168425243894;-0.000641875628151288;0.000757474490932587;0.000274822695035459;0.00536448410709429;-0.00677589533272983;-0.000319086476689681;-0.00366502179849582;0.000344322974950496;-0.00846865045451164;0.00107656259894877;-0.000195109929041582;0
