# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;GDP274A
# prediction_type;rolling
# method; Part-GFS_te(n_components=1)
"GDP274A";"p_gfsm"
0.00269005136934253;0.00832972218209829
-0.000258366515699503;0.00155680742131705
-0.000379950758381693;0.00362720079605821
-0.00120064439648622;0.0202384964771214
-0.00113985227514518;-0.000128396488356088
-0.0023404966716313;0.00524820646155336
-0.00135262469983899;-0.00215064117996385
0;0.00709390598167141
0.00357153712878821;0.0149421413324345
0.00334356667375906;0.00369139904023631
-0.00100307000212776;0.0059864862696006
-0.000151980303352655;0.0130001444460494
0.00179336757956172;0.00296916879323331
0.00153500106386211;0.00436548060410558
-0.00275084349068368;0.00752724412987318
1.51980303353411e-05;0.00702970773749319
0.00217331833794341;0.00364325035710279
0.0021277242469375;0.00449387709246155
0.00232529864129618;0.00966183574879233
0.00153500106386211;-0.00531240470573136
-0.000911881820116148;0.0103680164347505
-0.000759901516763384;0.0121334681496461
-0.00151980303352688;0.00316176352576761
0.000577525152740154;0.000995072784759299
-0.00288762576370099;0.000320991220890049
-0.00395148788716979;0.00842601954836544
-0.00434663667588683;0.0108174041439965
-0.00110945621447461;0.00929269584476877
0.0025076750053193;0.00775193798449597
0.00276604152101891;0.00650007222302471
0.00281163561202461;0.00630747749049065
-0.00188455576157323;0.0122297655159131
0.00348034894677648;0.0124544593705364
0.0081613422900392;0.004798818752307
0.00749262895528743;0.00404448938321531
0.00452901303990995;0.0221162951193285
0.00445302288823378;0.00861861428089952
0.00601842001276625;0.00388399377277038
0.0067175294081887;0.00932479496685751
0.00370831940180552;0.00102717190684842
0.00559287516337886;0.000369139904023597
0.00361713121979391;0.00524820646155322
0.00460500319158644;0.00524820646155327
0.00142861485151516;0.0032099122089011
0.00273564546034843;0.00345065562456875
0.00572965743639617;0.00863466384194383
0.0137086233624123;-0.00470252138603994
0.0117936715401684;0.015118686503924
0.00591203380041939;0.00834577174314277
-0.00223411045928446;0.00571364373184408
-0.0046809933432627;0.000577784197602182
0.0069758959238882;0.0210891232124801
0.00451381500957483;0.00881120901343357
0.00398188394784037;0.00805687964434165
-0.00300921000638318;0.0137384242540965
0.00372351743214076;0.0144606545010996
0.00604881607343692;-0.00715810422584939
0.00390589379616399;-0.000481486831335198
0.00250767500531929;-0.00465437270290664
0.00781178759232809;-0.00778403710658515
0.0200614000425545;-0.000529635514468718
0.0326757652208274;0.000674081563869278
0.0270068999057722;-0.00664451827242529
0.0144533268488404;0.00884330813552253
0.0179184777652815;0.0108495032660857
0.010471442901;-0.00272842537756596
0.0152284263959391;-0.000128396488355997
0.0127359494209549;0.0143001588906542
0.011079364114411;0.01638660182644
0.0117024833581567;0.00828157349896491
0.0165962491261132;0.00929269584476855
0.00922520441350799;-0.0012358162004269
0.00553208304203784;0.00332225913621276
0.0107146113863643;0.00821737525478677
0.0141341682117996;0.00497536392379649
0.0159579318520319;0.0188421846662495
0.0165506550351077;-0.00669266695555881
0.0177664974619289;0.00165310478758424
0.0192407064044499;0.00576179241497737
0.0186023891303688;0.00672476607764771
0.0202893704975836;-0.00757539281300651
0.0129943159366545;-0.00641982441780226
0.0202437764065779;8.02478052224775e-05
0.0338460135566429;-0.00330620957516797
0.0274476427854952;0.00235928547354219
0.0224778868658622;0.00322596176994572
0.0222195203501625;0.00402843982217072
0.0169002097328188;-0.001877798642207
0.0254415027812394;-0.000834577174314399
0.0200158059515488;0.0030975652815895
0.0175385270068998;-0.00431733192097178
0.011824067600839;0.0185853916895373
0.0113073345694398;-0.00325806089203468
0.00417945834219879;-0.00215064117996372
0.00384510167482288;0.00304941659845598
0.0100914921426184;0.00507166129006376
0.00496975591963278;-0.00449387709246152
0.00746223289461689;-0.00606673407482305
0.00945317486853703;0.00213459161891916
-0.000562327122404893;-0.00189384820325161
0.00952916502021339;0.0011234692731153
0.00290282379403628;0.00876306033030005
0.00284203167269514;-0.00154075786027258
0.00759901516763428;0.00529635514468679
0.00389069576582879;-0.0012358162004269
-0.00234049667163128;0.0110420979986198
0.00378430955348175;0.0115717335130885
4.55940910057961e-05;0.0124384098094915
0.00731025259126439;0.0208644293578573
0.0120064439648619;0.00606673407482305
0.0080245600170219;0.0153754794806362
0.0126599592692787;-0.0153594299195918
0.0115657010851393;-0.00130001444460504
0.0113833247211161;0.00123581620042712
0.00550168698136733;0.00613093231900097
-0.00396668591750504;0.0135618790826071
0.00778139153165747;0.000962973662670397
0.0101522842639593;0.000962973662670286
0.00992431380893044;-0.00502351260693024
0.00841970880573883;-0.0100470252138605
0.00142861485151513;-0.0191952750092285
0.0042706465242105;0.00105927102893744
0.00481777561628005;0.00670871651660332
0.00688470774187677;0.00481486831335165
-0.00177816954922649;0.0186335403726708
0.000136782273017388;-0.00184569952011826
0.00439223076689266;-0.0106408589725071
0.0142861485151523;0.00438153016514997
0.00282683364236014;0.0216508578490379
0.00600322198243097;0.00743094676360612
0.00308520015805958;0.00572969329288842
0.000303960606705345;0.02108912321248
0.00381470561415242;0.00203829425265212
0.000759901516763417;0.0139791676697644
0.00276604152101889;-0.00645192353989121
-0.000273564546034888;-0.00524820646155322
0.00945317486853703;-0.00537660294990938
0.00803975804735702;-0.000208644293578475
0.0089668378978085;-0.00473462050812912
0.0053497066780146;0.0136260773267851
0.00975713547524237;-0.0119569229781565
0.0118240676008388;-0.0134334825942511
0.00316119030973605;0.00178150127594023
0.0056384692543846;0.0027605244996548
-0.00249247697498411;-0.00324201133099
-0.00607921213410745;0.0022469385462307
-0.00360193318945856;0.00746304588569513
0.00214292227727297;0.00335435825830144
-0.0122648104805618;0.00149260917713911
-0.00545609289036153;0.00333830869725704
-0.0062463904677954;-0.0059222880254225
-0.00680871759020019;0.00105927102893744
-0.0163986747317546;0.00885935769656709
-0.0107754035077054;0.00826552393792024
-0.0083589166843977;0.0196286131574301
-0.0119456518435211;0.0284719212929527
-0.0109577798717286;0.0178952605646234
-0.0114137207817868;0.0198854061341424
-0.0107298094166995;0.00163705522653934
-0.0117784735098331;0.0250212656683841
-0.00697589592388825;-0.0056333959266216
-0.00574485546673154;0.00149260917713911
-0.00808535213836281;0.0222446916076846
-0.00686950971154132;0.0446819779479031
-0.00203653606492604;-0.00901985330701205
-0.00945317486853703;0.0185372430064038
-0.0036171312197939;-0.0022148394241418
-0.00516733031399141;0.0122779141990467
-0.0116720872974863;-0.00197409600847431
-0.010638621234688;0.00473462050812912
-0.00592723183075472;0.0153112812364583
-0.0119000577525153;0.0222767907297734
-0.00709748016657041;0.00483091787439616
-0.00661114319584177;-0.000369139904023541
-0.00984832365725397;-0.0117322291235333
-0.017492932915894;0.00704575729853774
