# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;EXRSW
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=3)
"EXRSW";"CES006";"CES140";"EXRUS"
0.000856018408624704;0.00440506830330667;0.00196418255343711;-0.00442252948352995
-0.000785522774974012;-0.0422688576519507;0.00358174465626826;0.00589670597804492
0.00544830540078312;-0.00430607800435556;0.00748700173310224;0.00061000406669387
-0.000201416096147988;0.0148485448426055;0.00556903523974559;0.000355835705566299
-0.00229614349607787;-0.00267273807166912;0.00554592720970536;0.00955673037820748
-0.00475341986907263;-0.0180657295585038;0.000231080300404182;-0.00259251728344834
-0.000986938871122112;-0.0112353989309039;0.00478336221837087;0.00294835298901464
0.00270904649318049;-0.0288061769946546;0.00339688041594453;0.00193167954453544
0.00264862166433344;-0.010690952286676;0.00506065857885614;-0.00350752338348925
-0.00248748878741656;0.00598891308651717;0.00700173310225302;0.0170801138674259
0.00119842577207663;-0.00509800039596081;0.00390525707683461;0.00111834078893347
0.00234649752011262;-0.00569194218966634;0.0040901213171577;0.00447336315574953
0.000574035874019496;-0.0115818649772324;0.00577700751010954;0.0103192354615746
-0.00275940051721513;-0.0138586418530979;0.00688619295205062;0.00132167547784157
-0.000926514042278281;-0.0122253019204114;0.00478336221837086;-0.00259251728344856
0.00246734717780406;-0.00876064145713737;0.00681686886192993;0.000711671411132819
-0.00011077885288191;0.00910710750346436;0.00402079722703638;0.00310085400570337
-0.002135010619158;0.000148485448425911;0.00612362796071612;0.00208418056119364
-0.000805664384590066;-0.00346466046327398;0.00787983824378992;-0.00142334282228029
0.002014160961473;-0.00386062165907747;0.00679376083188907;0.000711671411147696
-0.00161132876917947;0.000395961195801764;0.00529173887926032;0.000508336722239822
0.00100708048073794;0.000940407840032687;0.00489890236857328;-0.000406669377800983
-0.00141998347783778;0.00806770936448192;0.00984402079722702;-0.00345668971125468
0.00445129572485181;-0.000742427242130278;0.0069324090121317;-0.000457503050020347
0.00328308236720021;-0.00564244704019021;0.00813402657423432;0.00462586417242283
-0.00666687278247269;-0.00346466046327415;0.0124090121317157;0.000915006100040694
-0.000201416096148321;0.00400910710750355;0.0116233391103432;-0.00355835705570851
0.00457214538254314;0.00118788358740837;0.0122703639514731;0.00137250915006082
-0.00412902997101827;-0.0192041179964374;0.0147429231657954;0.00183001220008139
0.0011581425528453;0.0235101960007931;0.0129636048526863;-0.0012708418056222
0.000805664384589733;-0.00138586418531095;0.0125476603119584;0.00284668564457602
0.00197387774224134;-0.0038606216590773;0.0110687463893726;-0.000813338755586646
-0.00437072928639193;-0.00851316570976002;0.00873483535528594;-0.00122000813338752
0.00462249940657777;-0.0150960205899829;0.00725592143270021;-0.000559170394474395
-0.00232001130347115;-0.0128192437141156;0.00727902946273828;0.0174867832452268
0.00459530823359788;-0.00351415561275049;0.00885037550548343;0.0236884912566034
-0.0057357261699843;0.0204909918827957;0.00727902946273828;-0.00172834485562734
-0.00636182810485675;0.00643436943179662;0.00824956672443672;-0.00320252135014221
-0.000857226905201514;-0.0219263512175813;0.00522241478914393;-0.00223668157788237
0.00435804007233476;0.0196495743417141;0.00714038128249567;0.00183001220008139
0.00232172334028946;-0.00400910710750338;0.00522241478913688;0.00213501423342832
-0.00490760389067502;0.0168778459710953;0.00471403812824955;0.00777755185034557
0.00262173261550069;0.00687982577707355;0.00607741190063776;-0.0133184221228091
-0.00159360415271759;-0.00915660265293919;0.00605430387059269;-0.00366002440016278
0.000392257847248612;-0.00529598099386303;0.00977469670710568;-0.00696421309475903
-0.00162713993272601;0.00786972876658085;0.00251877527440553;-0.0159109394062578
0.00504164630265913;0.00450405860225644;0.00737146158290475;-0.00284668564457602
-0.00589907462395756;-0.0148485448426055;0.0045060658578856;-0.00757421716145279
-0.0387789431153603;-0.0032171847158968;0.00600808781050943;-0.00427002846685653
-0.0415791303920482;-0.00786972876658101;0.00455228191796886;-0.020892639284262
-0.0245149573103619;-0.0462284696099793;0.00769497400346614;-0.040209434729555
-0.0259644482462862;0.0562759849534748;0.0101675332177956;-0.0643554290361985
-0.00872494245290167;-0.00425658285487923;0.00660889659156316;-0.0133692557950391
-0.0186055097574535;0.00994852504454558;0.00942807625649911;0.00320252135014226
0.00301751524442972;0.00539497129281283;0.00799537839398956;0.00996339975599803
-0.101473127114807;-0.00796871906553198;0.00492201039861351;-0.0537820252135007
-0.0897089164790884;0.00593941793704222;0.00739456961294283;-0.0631354209028064
-0.0658622577757428;0.0220748366660072;0.0045060658578856;-0.0383794225294843
0.058580965191975;0.0207879627796477;0.00972848064702247;0.0388877592517285
0.0226102659971441;0.0185111859037821;0.00681686886193422;0.0576453843025623
-0.0689504700699205;0.0266778855672136;0.00633160023107793;-0.0559678731191545
0.00125381519851631;0.0284597109483277;0.00894280762564992;0.037972753151688
-0.0703782080674579;0.0135616709562458;0.0124090121317157;-0.00310085400569293
-0.0769044924148207;0.0350920609780254;0.0127094165222391;-0.0451911346075652
0.00810639362163457;0.00856266085923496;0.00649335644136573;0.00838755591703944
0.0441468834937808;0.00999802019402191;0.00344309647602775;0.0634912566083787
-0.00514285789097618;0.0132647000593938;0.00448295782784047;0.0189101260675074
-0.0213370141453506;0.00806770936448176;0.0043443096476049;0.00411752745018296
-0.0253019907060572;0.00247475747376819;-0.000415944540727908;0.0214009760065062
-0.00477789192475436;0.00212829142743953;0.00120161756210047;-0.00686254575030509
-0.0102757456851898;0.021530390021778;0.00473714615829468;0.00818422122814216
0.0227461211539964;0.0230152445060385;-0.000323512420568495;0.00289751931679544
-0.00284721793513659;0.0305385072262926;0.00582322357019066;-0.00726921512810147
-0.0344450729745602;-0.0205899821817468;0.0142345465049081;-0.00777755185034557
-0.0646686659899767;-0.0334587210453374;0.0112305025996533;-0.0329910532736881
-0.0764986389810852;-0.12873688378539;0.0114846909301006;-0.0460044733631566
-0.00371874538316347;0.255394971292815;0.0108607741190087;-0.0131150874339163
-0.0721293196073644;0.0250940407840032;0.00295782784517151;-0.0657787718584787
-0.0155453950086885;0.0261334389229857;0.00120161756210746;-0.0196217974786505
0.0144795010278777;0.0236586814492176;0.00409012131715769;0.015148434322895
0.0116356064583275;0.0159869332805391;0.00397458116695315;0.0217059780398548
-0.0228295074178043;0.029350623638884;0.0114384748700174;-0.0235359902399362
-0.00450295895351349;0.0223223124133832;-0.000415944540727908;0.0247559983733237
0.0127832753741722;0.0233617105523656;0.0054072790294627;0.00127084180561154
0.0057357261699843;0.0406355177192642;0.0174465626805338;-0.00366002440016261
-0.0157935396391409;0.000494951494752871;-0.00739456961294283;-0.0360410736071571
0.0275539233690316;0.0567214412987486;-0.000184864240325822;0.0309068727124839
0.0516704796412134;0.06048307265889;-0.00351242056614209;0.0495628304188697
0.0431936818187612;-0.0968125123737882;-0.00880415944540724;0.0927714518096802
0.0177044748513372;0.221639279350615;-0.00695551704217678;0.0799105327368899
-0.0810397662848175;0.0344486240348448;-0.00221837088388221;-0.0546970313135475
0.0139178522437713;0;-0.00332755632582316;0.0551037006913331
0.037020278471851;-0.0634032864779256;-0.00108607741189592;0.0570862139081033
0.036093764429576;-0.111265096020586;-0.00660889659157027;0.0693879625864176
0.00763367004397614;-0.0944367451989708;0.00395147313691502;0.0203334688897877
-0.0375943143458705;-0.0845872104533766;0.00272674754477653;-0.0433102887352586
0.017724616460953;-0.0483567610374175;-0.000392836510689776;0.0381760878405808
0.0217227259694737;0.000940407840031132;0.00124783362218372;0.0561203741358277
0.00369598536429977;0.0174717877647996;-0.00180242634315431;0.0055917039446981
0.0112188765553969;0.00910710750346422;0.00170999422299489;0.0134709231394825
0.0151565612350765;0.0105424668382499;0.00554592720970537;0.0199776331842214
0.0593069695105377;0.0118788358740844;0.00799537839398945;0.102582350549009
0.0224881071348319;-0.0259849534745596;0.0049913344887349;0.0507828385522574
0.071714201033205;-0.0173233023163736;0.00492201039861351;0.106954046360304
-0.0488333325108832;-0.00277172837061879;0.00744078567301898;-0.0619662464416381
-0.0709790322822689;-0.0336567016432396;0.0109763142692132;-0.100294835298908
-0.067786587158332;-0.0310334587210455;0.00335066435586129;-0.124339162261077
-0.0471615789128627;-0.0447931102751937;0.00478336221837095;-0.0925172834485619
-0.0342105239306009;-0.114531775885963;0.00242634315424606;-0.0742171614477332
-0.0539996553770584;-0.0672639081370031;0.00358174465627037;-0.0636945912972807
-0.006646731172857;-0.0352405464264499;0.0116926632004575;-0.00299918666124949
-0.0355297993603629;-0.0144525836468036;0.00346620450606583;-0.0860614070760426
-0.0166369695417582;0.00791922391605721;0.00462160600809014;-0.0452419682797893
0.0100708048073611;0.0118788358740844;0.00281917966493594;0.0186051240341603
-0.0371511989343487;0.0131657097604426;0.0103523974581143;-0.0773688491256607
-0.00829834316126493;-0.00905761235398944;0.00660889659156316;-0.0418869459129734
0.0132733207361013;-0.00509800039596064;0.00570768341999317;-0.0120475803172023
0.0441101250562328;-0.0124232825183138;0.00517619872905362;0.0733529890199272
-0.021118477681032;-0.0189566422490587;0.0110918544194107;-0.0573912159414395
0.0264157210097019;-0.00841417541081041;0.00591565569035712;0.0258235054900364
0.0340292494440654;-0.00153434963373536;0.0050837666088942;0.0576453843025621
-0.0110476728736709;-0.000346466046328486;0.00677065280185096;0.00503253355022387
-0.0158514467667842;0.0163333993268661;0.00563835932986478;-0.0307543716958106
-0.0301117063740047;0.00856266085923629;0.0105603697284783;-0.0266876779178529
-0.0188626174041826;0.00762225301920383;0.0210283073368042;0.00218584790565224
-0.0326797615998813;-0.000940407840031299;-0.00180242634315431;-0.0667954453029689
-0.0188122633801447;-0.00202930112848981;-0.00214904679376082;-0.0581537210248067
0.0112390181650127;0.000148485448425939;0.00191796649335174;0.0172834485563232
0.0498806962108496;-0.0139576321520491;0.00231080300404862;0.0824522163481101
0.0122360278409413;-0.0226192833102352;0.00378971692662733;0.000508336722244151
-0.0251870828232061;-0.0270243516135419;0.00353552859618711;-0.0583570557137055
0.00715027141322591;-0.018362700455356;0.00533795493934142;0.00970923139487651
0.00661651875843494;-0.0156899623836856;0.00374350086655117;0.00533753558357072
-0.0529522916770951;-0.0177687586616518;0.00635470826112305;-0.0617120780805215
0.0261135968654811;-0.0060384082359933;0.000415944540727908;0.0763013420089482
0.0349658342911528;-0.00811720451395673;0.0037666088965892;0.0423444489629923
-0.0129510549822648;-0.00772124331815494;0.00341998844598967;-0.0369052460349738
0.00425995043351288;-0.0148980399920818;0.00626227614095665;0.0277551850345672
-0.00261840924991433;0.00579093248861628;0.00207972270363954;0.0187576250508336
-0.00465271182099994;0.00316768956642334;0.00619295205083525;0.00793005286701931
-0.0134747368322465;-0.010987923183528;0.00633160023108503;-0.0226209841398939
-0.0294067500374875;-0.00252425262324284;0.00422876949740025;-0.0479869865799114
-0.00424987962870654;-0.00430607800435573;0.00358174465626337;-0.0104209028060182
-0.0161737125206177;-0.0093050881013666;0.00305025996533792;-0.0100142334282234
-0.0264056502048955;-0.00782023361710606;0.00152512998266896;-0.068269621797478
0.0072610502661049;-0.0068303306275984;-2.31080300380215e-05;0.0319743798291979
-0.00871124615836458;-0.00588992278756588;0.00224147891392024;0.0186051240341603
0.0123165942794012;0.00188081568006232;0.00170999422299478;0.0276535176901192
