# name_prefix; us_data_stock_watson_2012
# description; Stock and Watson 2012: US indicators
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;LHU5
# prediction_type;rolling
# method; Part-GFS_te(n_components=15)
"LHU5";"EXRJAN";"GDP256";"GDP257";"PMNO";"HHSNTN";"CES151";"IPS13";"GDP275_3";"MSONDQ";"GDP276_3";"HSBR";"PMP";"LHU680";"FYFF";"FSPXE"
-0.01261137765593;0;0.0127264621245896;0.00509430094300943;-0.0649738610903662;0.0238907849829351;0.142857142857155;0.00791204486606331;0.000825370353037274;0.0176932789667134;0.000535361300241595;-0.0173998044965805;0.000775193798450924;-0.0686015831134588;0.0297182554998068;0.00119959398357378
0.0418094585332432;0.000311407080919257;-0.0114700279657925;0.00197826978269784;-0.310679611650486;-0.00910125142206997;-0.103896103896116;0.000545179550926256;0.000212724317793116;0.00382818217643254;0.00150312980452447;-0.0418377321603108;-0.303875968992249;-0.0738786279683349;0.0285604013894253;-0.0299898495893688
0.0482522275531172;0.00108992478321157;0.00508653183642037;-0.00219352193521937;0.0336071695294996;0.0034129692832765;-0.090909090909076;-0.0112761741527853;0.00165924967878627;-0.00566989166887832;0.0013246760377773;-0.0543499511241465;-0.0705426356589141;-0.068601583113459;0.0239289849478964;-0.0377410722524701
-0.057162440027416;0.00108992478321157;0.017296234750537;0.0056478064780648;0.046303211351756;0.104095563139936;0.0129870129869982;0.0270090879517562;-0.000927478025577972;-0.00926484425893238;0.00131781243136394;-0.178885630498533;0.146511627906977;0.0131926121372057;-0.0032805866460828;-0.0130109808987728
0.0625085675119944;0.000467110621376943;-0.017782596360394;-0.00338253382533827;-0.172516803584765;-0.0654152445961378;-0.0259740259739992;-0.00382000895250032;-2.12724317793071e-05;0.00961870983826741;0.00104326817482979;-0.0213098729227741;-0.306976744186046;-0.0844327176781025;-0.013701273639521;-0.0158715511672962
-0.00808773132282116;-0.00604848368705868;-0.000962590686175158;-0.0043870438704387;0.035847647498133;-0.0335608646188837;-0.129870129870154;-0.00891197845396456;0.00150608816997524;-0.0100932114105564;0.000569679332308357;-0.00957966764418591;0.040310077519379;0.0343007915567333;-0.0439984561945195;-0.00230691150687368
0.0622344071281686;0.00170076174962741;-0.0191504883881166;-0.000635506355063562;-0.0448095593726662;-0.0534698521046653;-0.207792207792193;-0.0059110520614574;0.000127634590675873;-0.00451178613651168;0.000150999341093798;-0.0146627565982405;-0.0325581395348837;0.0554089709762531;-0.037051331532227;0.0335886315400931
0.0271418779986292;-0.00184448809466653;0.00338426620192112;-0.0020090200902009;0.0395817774458559;0.0182025028441415;0.168831168831154;-0.0157325385893698;-0.000229742263216556;0.00205081188023257;0.000404952778387859;0.00547409579667679;0.0589147286821697;0.0422163588390475;-0.0169818602856044;0.0612715696225883
-0.0638793694311158;0.00933023523211918;0.0104973047460787;0.00231652316523166;0.339058999253173;0.0455062571103529;0.0389610389610389;0.0210980358902999;-0.00193153680556147;-0.0013591655206249;0.000350043927081058;0.0330400782013683;0.323255813953489;0.155672823218999;-0.0156310304901582;0.0413398542031946
0.00424948594927897;0.00188041968092645;0.0126352693227415;0.0038130381303813;0.00298730395817692;0.00853242320819114;0.0649350649350769;0.00727568938198024;0.0016464862197187;0.0209906627741446;-0.000411816384801245;0.0471163245356774;0.0457364341085278;0.0817941952506569;-0.00289463527595524;0.0144874042631716
