# name_prefix; us_data_stock_watson_2012
# description; Stock and Watson 2012: US indicators
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;IPS38
# prediction_type;rolling
# method; Part-GFS_granger_graph(n_components=5)
"IPS38";"HHSNTN";"FSDXP";"PW561R";"FYBAAC";"GDP275_1"
0.0194458177866979;0.0238907849829351;-0.00733333333333414;-0.000384141000141891;0.00680457267283585;-0.000301755669348951
0.00143942327844211;-0.00910125142206997;-0.0126666666666659;-0.00268167019131771;0.0133369624387594;0.000713240673006578
-0.00382599217542088;0.0034129692832765;0.011333333333334;-0.00375231350803201;0.0127925966249315;0.000128017556693483
0.01106817025325;0.104095563139936;0.0359999999999999;-0.000593845166715692;0.00299401197604816;0.000201170446232645
-0.00366402517332808;-0.0654152445961378;0.010666666666666;-0.000944272634826132;-0.00517147523135521;0.00190197512801754
-0.00513618194038122;-0.0335608646188837;0.00600000000000006;-0.000940664437391686;-0.0117038649972787;9.14411119239352e-05
-0.00790364961393568;-0.0534698521046653;0.00333333333333402;-0.00086717734101649;-0.000544365813826324;0.00152706656912946
0.00318620126164173;0.0182025028441415;-0.0720000000000001;-0.000325814340693995;-0.00272182906913504;0.000640087783467449
0.0158498102520435;0.0455062571103529;-0.038666666666668;0.00104191291684828;-0.00381056069678769;-0.000822970007315287
0.0114367408328168;0.00853242320819114;-0.00200000000000006;-0.00101589813976269;0.00734893848666305;-0.000173738112655435
0.0193059565171738;-0.00910125142207152;-0.0159999999999999;-0.000438100424281759;0.000544365813826327;9.14411119240337e-06
0.00301743249568187;0.0711035267349263;0.0186666666666679;-0.000855960579987478;-0.00408274360370169;0.00152706656912946
0.00556426795378713;-0.0847554038680322;0.085333333333332;-0.00086134973119617;-0.00408274360370169;0.00067666422823703
0.00373119259151795;-0.0437997724687129;0.0466666666666679;-0.000653008936359667;0.00272182906913504;0.000557790782735917
0.00163412376914721;0.0728100113765626;-0.0159999999999998;-0.000321993017697766;-0.00734893848666312;0.000877834674469643
0.0069020898844593;0.00967007963595057;-0.05;-0.000700266904283112;-0.005171475231356;0.000923555230431593
0.0126181221945381;-0.0705346985210457;-0.0280000000000001;-0.000800376738470124;-0.00326619488296136;-0.000283467446964144
0.00880445821612599;0.0273037542662113;-0.00333333333333402;-0.00088872867615962;-0.00136091453456672;0.0013624725676664
0.00760012090135354;0.0102389078498293;-0.00466666666666599;-0.00271492745899046;0.000272182906913199;0.000384052670080483
0.00898002874595412;0.0278725824800905;-0.012;-0.000938289095192293;-0.000816548720740322;0.00174652523774688
0.0141128098044024;-0.0216154721274182;-0.00533333333333402;-0.000615991484229403;0.00163309744148065;0.000429773226042434
0.0109385116295283;0.0255972696245733;-0.00466666666666599;-0.000659077688306808;-0.00217746325530784;0.00106986100950988
0.0100674607442575;0.0329920364050119;-0.002;-0.000598710457441892;-0.00108873162765352;0.000886978785662013
0.0130092236169148;0.0307167235494878;0.000666666666666038;-0.000836677158618668;-0.00190528034839384;1.82882223848067e-05
0.0154425546404813;0.0136518771331057;-0.00200000000000006;-0.000666572580722558;0.00272182906913424;0.00221287490855886
0.0119341198156215;0.015358361774744;0.012666666666666;-0.000594351486831318;0.00571584104518233;0.00155449890270667
0.0108364851715171;0.0273037542662113;-0.013333333333332;-0.000613067525367897;0.0062602068590096;0.000521214337966338
0.0131648139653819;-0.0989761092150165;0.0253333333333319;-0.00107379029602771;0.0163309744148067;0.00384967081199707
0.0113623465405161;-0.0773606370876054;0.0333333333333341;-0.00110746760998209;0.0264017419706041;0.00233174835406001
0.0119579259891567;-0.0784982935153579;0.060666666666666;-0.000634515766628013;0.0307566684812197;0.00149963423555229
-0.00266799187699351;-0.00455062571103426;0.0193333333333339;-0.000213003992235075;0.0220468154599892;0.00121616678858817
-0.00500184710400017;0.0767918088737198;-0.0566666666666659;-0.00099580039298218;-0.0209580838323357;-0.000667520117044625
0.000164092553301742;-0.0136518771331058;-0.036;-0.00138129986164628;0.00816548720740344;0.000164594001463063
0.00229431997452745;0.0034129692832765;-0.019333333333334;-0.000880843965528011;0.0285792052259119;0.00241404535479151
0.0303231135414194;-0.0494880546075084;0.000666666666666094;-0.00161212376672416;0.0321175830157864;0.00131675201170445
0.00755548432597242;0.0250284414106927;0.0273333333333339;-0.00238808526293445;0.00870985302123056;0.00223116313094367
0.0233819135147221;-0.0523321956769041;-0.037333333333334;-0.00239912231103079;0.0157866086009796;0.00197512801755671
0.0199818818014981;-0.00853242320819103;-0.00599999999999995;-0.000738354306127245;-0.0130647795318455;0.00215801024140454
0.00653181886392729;0.0375426621160407;-0.020666666666666;-0.00242360291263867;0.0133369624387595;0.00268836869056328
0.0191346370897624;0.0762229806598392;0.036;0.000209353157050993;0.0285792052259119;0.00138990490124358
0.0146599266854876;-0.0881683731513068;-0.00133333333333407;0.00535452034586582;0.0171475231355472;0.00341989758595466
0.00835469158039409;-0.0858930602957914;0.0486666666666681;-0.002398745281613;0.0269461077844312;0.00439831748354058
0.00229559530525253;-0.109215017064846;0.00800000000000001;-0.00233117870339679;0.0372890582471417;0.00370336503291881
-0.00444282713614619;-0.0716723549488049;0.0453333333333321;-0.00216333477291265;0.0313010342950469;0.00444403803950257
-0.00389953624723782;-0.0602957906712165;0.0819999999999999;-0.00208105975077054;0.0179640718562875;0.00293525969275785
0.00328397661723628;0.0426621160409554;0.00133333333333407;-0.00498544974294567;0.0353837778987478;0.00199341623994147
0.00104109498195576;-0.0409556313993173;-0.078;0.00218199947933941;-0.0108873162765376;0.0016276517922458
-0.00251367685925152;0.0529010238907849;-0.0880000000000001;0.0101709485400819;-0.0609689711486124;0.000182882223847838
0.0232947659151713;0.0130830489192268;-0.031333333333334;-0.0023892452270794;0.00626020685900958;0.00386795903438188
0.0204520537288335;0.0312855517633667;0.018;-0.00190415806605795;0.0078933043004894;0.00232260424286758
0.0195053332205369;0.0147895335608651;0.011333333333334;-0.00113836799833437;-0.0236799129014698;0.0017465252377469
0.030310360234168;0.16268486916951;-0.055333333333334;-0.004630863072317;-0.0146978769733261;0.00435259692757864
0.0131257038231439;-0.072241183162684;-0.010666666666666;-0.00133710971391747;-0.000816548720740495;0.00143562545720556
0.00373841946562747;0.0978384527872572;-0.00333333333333391;0.000225764810994872;-0.00435492651061481;0.00299012435991219
0.023217395851179;-0.0563139931740613;-0.0186666666666661;-0.000375135449987463;-0.014425694066413;0.00339246525237749
0.0140418163940359;-0.21103526734926;0.00466666666666599;-0.00094336715764011;-0.00217746325530693;0.00791880029261155
0.0026518376878093;-0.114903299203639;0.0433333333333341;0.00912579368836343;0.0103429504627104;0.0108723482077542
-0.00225606005277323;-0.0608646188850969;0.024;0.00940201270621151;0.0304844855743066;0.0112106803218727
0.0211339305565409;0.012514220705348;0.052;0.0157356733573528;-0.00244964616222115;0.0102505486466716
0.0204758599023689;-0.199658703071671;0.0659999999999999;0.0849271117439291;0.00870985302122979;0.0122165325530358
-0.00768769361114574;0.147326507394766;0.052;0.00519268051566102;0.0424605334784978;0.00785479151426483
-0.00879042957814946;-0.0682593856655287;0.192666666666666;0.0273233992605543;0.0609689711486123;0.0077359180687637
-0.0559768161878577;-0.0995449374288954;0.078;-0.00558932961680475;0.0620577027762658;0.0123536942209217
-0.0789157648307148;0.00967007963594874;-0.122666666666666;-0.00537181758611896;0.00626020685901196;0.00587051938551578
-0.00235085963667492;0.262229806598407;-0.110666666666666;0.0143533398904409;-0.00136091453456988;-9.14411119237735e-06
0.0516092335644935;0.04778156996587;0.022;0.0138162158836115;-0.00381056069679103;0.00760790051207016
0.0381549195245058;0.0130830489192268;-0.0226666666666681;0.00352517661830343;-0.000272182906910723;0.00599853694220925
0.0229631799266334;0.144482366325368;-0.0873333333333319;-0.0212464116058823;-0.0264017419706017;0.000155449890270637
0.00738161423711203;0.0108077360637098;0.00333333333333197;-0.00857126520241275;-0.0293957539466546;-3.65764447695371e-05
0.00439734034028383;0.0767918088737197;-0.00533333333333208;0.00605330203099633;-0.0225911812738164;0.00477322604242866
0.00957730863556228;0.0136518771331057;0.0486666666666661;0.00836946534669267;-0.0332063146434408;0.00381309436722752
0.0278192142177265;-0.0227531285551773;0.05;-0.000253405938942103;-0.00870985302122973;0.00666605705925383
0.0278965842817187;-0.015358361774744;0.0593333333333339;-0.0015979443266009;-0.00898203592814373;0.0103419897585955
0.00788877075547656;-0.0398179749715578;0.044666666666666;-0.00359586696138453;-0.0136091453456726;0.00479151426481347
0.00244650944106029;-0.0784982935153579;0.064666666666666;0.00751040047568993;0.00925421883505689;0.00419714703730795
0.0105261546950668;-0.0403868031854384;0.092666666666668;0.00341950895220838;0.0206859009254226;0.00917154352596927
0.0178491037188221;-0.0580204778156992;-0.045333333333334;0.000922820337040747;0.0223189983669023;0.0156272860277981
-0.00757971560975124;-0.0193401592718994;-0.0439999999999999;0.00303932920624184;0.00244964616222099;0.00975676664228239
0.0126440539192835;-0.116609783845277;0.053333333333334;0.00120400282364616;0.0234077299945567;0.00749817117776153
-0.00283676064295457;-0.0796359499431173;0.00866666666666605;0.00802472228420054;0.030212302667395;0.0148683247988295
0.0111247099153987;-0.0836177474402726;0.0253333333333339;0.0136497953386981;0.0193249863908493;0.0105797366495977
0.00548987366148768;-0.0711035267349263;-0.0233333333333339;0.0528692928569571;0;0.00629114850036572
0.0007766764116105;0.0335608646188854;0.0459999999999998;0.0567073857703681;0.116222101252047;0.00917154352596922
-0.00210217014527259;0.00170648464163824;-0.0186666666666658;0.0575619922290136;0.135819270549807;0.00893379663496713
-0.0502344270427934;-0.0602957906712165;0.0459999999999999;0.0132337751522661;-0.0100707675557951;0.0104059985369422
-0.0199257672495921;0.213310580204777;-0.136666666666668;0.0104642071519364;-0.0155144256940662;0.0158193123628383
0.0428536630261641;0.139931740614334;-0.0660000000000001;0.0271786884448381;0.122754491017962;0.0151609363569861
0.00463030075274307;-0.0841865756541531;0.034;0.1755687409618;0.047087642896029;0.00928127286027802
0.0072230481169534;0.122298065984073;0.0126666666666679;0.0208958265019451;0.0427327163854085;0.00420629114850041
-0.00424812664544227;-0.0381114903299197;0.077333333333332;-0.0479748026394766;0.0577027762656533;0.00780907095830286
-0.0391335233009299;-0.175767918088736;0.048666666666668;-0.0230985323206465;0.0168753402286285;0.00299926847110465
-0.0124297983574598;0.00455062571103415;0.102;-0.0287856676903353;0.0285792052259117;0.00580651060716886
-0.0143466204373445;0.0483503981797506;-0.024;-0.05405323199095;-0.0206859009254191;0.00551389904901256
0.000636390031845013;0.0125142207053463;0.0219999999999999;-0.0097655476933346;-0.0432770821992381;0.00427029992684708
0.00221227369787702;0.135949943117178;-0.219333333333334;0.000799691842763961;-0.151878062057703;0.000338332114118434
0.0301347897043401;0.0455062571103513;-0.0566666666666661;-0.0370542713555056;-0.0454545454545483;0.00189283101682525
