# max_attributes; 10
# description; Stock and Watson 2012: US indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# number_predictions; 100
# predict; HSMW
# lag_parameter; 4
# horizon; 1
# name_prefix; us_data_stock_watson_2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# method; dm_PCA(copy=True, iterated_power='auto', n_components=1, random_state=None, svd_solver='auto', tol=0.0, whiten=False)
# prediction_type; rolling
HSMW;0
-0.18992248062015601;-0.17791153273395208
-0.004651162790697771;0.5090384685556295
-0.0441860465116279;0.1365930829489297
-0.0612403100775185;-0.11033030141809828
-0.0294573643410861;0.497196329105034
-0.0217054263565883;0.139240099794777
-0.0658914728682188;0.1822071025182445
0.0751937984496142;-0.06179586774178539
-0.0744186046511628;-0.5045758600324075
0.0131782945736417;-0.23349729630132454
0.0403100775193816;-0.18947676965319096
-0.0558139534883721;-0.014455099346290632
0.0627906976744186;0.25839479484723793
-0.0271317829457373;0.13095515371805808
0.0713178294573653;-0.18777732764356292
-0.182945736434109;-0.017763812119723804
0.265116279069768;-0.3193565539575699
-0.008527131782946621;0.04078880035558495
0.0023255813953488897;-0.07259541170942553
0.11472868217054401;-0.058220634829226806
-0.158139534883721;-0.047925228641430416
0.0364341085271301;-0.20973058879742965
-0.026356589147286;-0.01327765806327796
-0.0759689922480629;-0.08564062834406082
0.14341085271317902;0.007072948441924534
0.0387596899224815;0.02220322286303141
0.0651162790697675;-0.1315689454363809
-0.12248062015504;-0.286586567466911
-0.0821705426356582;0.23006248272811988
-0.0945736434108536;0.11196099579465302
-0.114728682170542;0.27609384299431505
0.10465116279069801;0.31204832562077545
0.124806201550386;0.13283500025315947
0.0697674418604651;-0.43525922214497825
0.072093023255814;-0.21183851156949057
-0.0372093023255814;-0.04415101847846245
-0.0147286821705418;-0.048694697750787136
-0.00155038759690007;0.06026969421994657
0.0410852713178304;-0.17985046167767033
0.20697674418604697;-0.0974477486711391
-0.269767441860465;0.035179377217582505
0.0054263565891464706;0.07851355981049093
-0.180620155038758;0.07336600693432303
-0.061240310077521;0.4189031901373844
0.0596899224806209;0.10147499602148767
0.031782945736435;0.05900968851226632
0.135658914728681;0.2659118275094212
0.0348837209302326;-0.3699953518614189
0.124806201550388;-0.290148055132055
0.0604651162790698;-0.004948089255817928
0.0596899224806186;0.0063081332726224
-0.0651162790697675;-0.4656711829041686
0.0248062015503884;0.014641496453537363
0.0162790697674419;-0.21470884999551543
-0.106976744186047;-0.4029731787358854
0.268217054263565;-0.15373539755017726
-0.130232558139535;0.19757953247801752
-0.0596899224806186;0.1447442444803501
-0.266666666666668;-0.017823445387294346
0.0519379844961232;0.287119620571281
-0.00542635658914636;0.15510763229955735
-0.12248062015504;0.3729738645529084
-0.0488372093023257;0.9421761124406036
