# name_prefix; us_data_stock_watson_2012
# description; Stock and Watson 2012: US indicators
# lag_parameter;4
# number_predictions;100
# horizon;1
# max_attributes;15
# predict;LHU15
# prediction_type;rolling
# method; Part-GFS_te(n_components=4)
"LHU15";"UTL11";"HSSOU";"LHEL";"PMI"
-0.0711677414342313;0.140551992636963;0.010855405992185;0.0516605166051662;0.00959860383944244
-0.0228420480149173;-0.179082972385664;0.0112896222318707;0.0258302583025826;-0.301919720767888
0.00870173257711129;-0.0186619500877738;-0.0138949196699948;-0.011070110701107;-0.0558464223385706
-0.00543858286069454;0.193889913166722;-0.0495006513243595;0.00369003690036862;0.0270506108202462
-0.013052598865667;-0.139093499413368;-0.0386452453321759;-0.0295202952029512;-0.255671902268762
0.0219874135653795;-0.106700835399042;-0.0325662179765523;-0.0295202952029523;0.0383944153577669
0.0562504855877563;-0.134379861031471;-0.0555796786799831;-0.0405904059040592;-0.0183246073298428
0.0507342086861923;-0.0892680187134101;0.0751194094659145;-0.0147601476014756;0.0174520069808011
0.0565612617512245;0.111413003525671;0.0295267042987412;0.0147601476014756;0.331588132635254
0.0058270530650299;0.0908647159319815;0.0542770299609196;0.0295202952029523;0.0636998254799291
-0.0606013518763111;0.0982057004737163;0.0047763786365615;0.0405904059040592;0.0305410122164058
-0.0457617900707008;0.0240533761471654;0.00564481111593526;0.0184501845018442;-0.0244328097731229
-0.0237743765053221;0.00658968410095362;0.0134607034303091;0;-0.213787085514835
-0.00846865045451164;0.00990069895935475;-0.00955275727312288;-0.011070110701107;-0.0663176265270498
-0.00660399347369983;0.00328013949782069;0.108988276161529;-0.0147601476014756;0.102094240837696
0.0159272783777477;0.0300417258444411;-0.0625271385149804;0.011070110701107;0.0244328097731231
-0.00396239608422033;0.0647279880732894;0.041684759009987;-0.0073800738007383;0.092495636998254
-0.00326314971641675;-0.0100021465726897;0.0764220581849765;0.0073800738007383;-0.0706806282722514
-0.00940097894491418;0.0285567680260637;-0.0581849761181072;0.011070110701107;0.0148342059336832
-0.00163157485820839;0.0128750253619033;0.0178028658271823;0.011070110701107;0.0523560209424083
-0.0120425763343952;0.0462733439779812;-0.0451584889274863;0.0258302583025826;0.0244328097731231
-0.00800248620930766;0.0225934126683104;0.00347372991749934;0.0258302583025837;0.100349040139618
-0.0120425763343952;0.0191897717281645;0.00173686495874903;0.0184501845018442;-0.0401396160558481
-0.0147618677647424;0.104711580024524;0.0121580547112458;0.0258302583025836;0.0270506108202461
-0.0147618677647424;0.0234696848066762;-0.0282240555796779;0.0405904059040582;-0.0523560209424083
-0.0132079869474012;0.0222361406387406;0.0412505427702988;0.0295202952029523;-0.0418848167539267
-0.0133633750291352;0.00360065514574492;-0.0234476769431177;0.0774907749077487;0.0314136125654451
-0.0136741511926036;0.0500901266477867;-0.0542770299609197;0.0553505535055349;0.141361256544503
-0.0167819128272862;0.0197220041343612;-0.0243161094224928;0.011070110701107;-0.140488656195463
-0.0159272783777484;-0.0142453032695552;-0.101172383847156;0;-0.0296684118673638
0.00520550073809331;-0.0288052411659728;-0.0529743812418575;-0.0147601476014756;-0.123909249563702
-0.00481703053375815;-0.0884843726567808;0.070343030829353;-0.011070110701107;-0.18586387434555
-0.00909020278144667;-0.0796643113177292;0.0599218410768562;-0.0147601476014767;-0.0689354275741701
0.00264159738948039;-0.0363388291475182;0.0642640034737294;-0.00369003690036862;0.196335078534031
0.0113433299665914;0.0594821172852045;0.0408163265306118;0.0184501845018453;0.0636998254799293
-0.00225312718514473;0.0011306262993368;0.0225792444637437;0.011070110701107;0.0130890052356021
-0.0174811591950897;-0.00195838001393855;-0.0134607034303091;0.0258302583025826;0.0122164048865629
7.76940408669814e-05;-0.026588096225266;0.0421189752496751;0.0332103321033209;-0.0715532286212905
-0.00776940408670647;0.018980995480438;0.0742509769865393;0.0516605166051662;0.0994764397905759
-0.00341853779815097;0.0254001299705625;-0.014329135909683;0.0295202952029512;-0.0087260034904032
0.00707015771890288;-0.032823448807179;-0.0851063829787241;0;-0.0139616055846414
0;-0.00341834349279724;-0.0373425966131125;-0.0184501845018442;-0.0471204188481674
0.00295237355294857;-0.0733436839304067;-0.0382110290924889;-0.00738007380073835;-0.0191972076788822
0.0198896744619687;-0.146978478403417;-0.0395136778115497;-0.0811808118081174;-0.146596858638743
0.0322430269598324;-0.0614846049571141;0.0725141120277902;-0.0848708487084872;0.00261780104712045
0.0236966824644549;-0.0575487316107809;0.100303951367781;-0.0553505535055348;-0.0209424083769634
0.0457617900707017;-0.120631504041735;0.132001736864958;-0.0442804428044278;-0.11692844677138
0.04156631186388;0.0506341210961064;0.0451584889274863;-0.0147601476014756;0.230366492146597
0.0163157485820838;0.00592071795504984;0.108119843682154;0.0184501845018442;0.075043630017453
0.0203558387071704;-0.0108210787556924;0.0338688666956143;0.011070110701107;0.0052356020942409
0.00598244114676483;0.0766267639387564;0.0729483282674772;0.0147601476014766;0.0157068062827224
-0.00365161992075286;0.114278531038559;0.130699088145896;0.0516605166051652;0.13176265270506
-0.0208996969932391;0.0468452732763431;-0.0303951367781109;0.0332103321033208;-0.00610820244328003
-0.00551627690156242;0.0243533082213764;0.0521059487624834;0.0479704797047976;0.0663176265270496
-0.0211327791158426;0.101180026876265;0.0746851932262224;0.0811808118081174;0.178883071553228
-0.034107683940641;0.0857202927572271;-0.043855840208428;0.0774907749077487;0.0340314136125653
-0.0253282573226634;-0.00521646568276879;-0.247069040382106;-0.00369003690036862;-0.120418848167539
-0.00582705306502991;-0.00934935323470998;-0.0112896222318719;0.00738007380073724;-0.117801047120419
0.00489472457462513;0.0333527407028423;-0.201910551454624;-0.0147601476014756;0.121291448516581
0.00660399347370071;-0.0673935608700416;-0.0603560573165432;-0.0405904059040592;-0.134380453752183
0.0169373009090202;-0.0362256194920559;-0.05601389491967;0.00369003690036973;-0.106457242582895
0.0163157485820838;-0.0441164795031717;-0.217108119843682;-0.0664206642066418;-0.143106457242584
